I 200
J 20
bounds (0, 100)
cv 1.5
D 100
k 5
t 3
FLR 0.8
FCR 8
abounds (80, 120)

a 
68.0 66.0 74.0 
85.0 86.0 83.0 
80.0 78.0 89.0 
73.0 89.0 84.0 
93.0 107.0 78.0 
74.0 88.0 96.0 
72.0 97.0 84.0 
97.0 83.0 92.0 
84.0 82.0 78.0 
84.0 73.0 80.0 
82.0 61.0 73.0 
90.0 78.0 69.0 
75.0 85.0 63.0 
91.0 88.0 78.0 
72.0 81.0 89.0 
79.0 95.0 72.0 
89.0 106.0 84.0 
95.0 75.0 87.0 
84.0 80.0 71.0 
73.0 81.0 88.0 
76.0 82.0 92.0 
71.0 86.0 90.0 
92.0 77.0 80.0 
83.0 94.0 79.0 
70.0 89.0 67.0 
75.0 107.0 65.0 
90.0 98.0 86.0 
85.0 72.0 91.0 
85.0 82.0 88.0 
75.0 71.0 84.0 
71.0 86.0 92.0 
77.0 96.0 90.0 
82.0 76.0 98.0 
69.0 85.0 94.0 
82.0 83.0 87.0 
82.0 92.0 72.0 
87.0 87.0 91.0 
89.0 77.0 94.0 
84.0 80.0 85.0 
77.0 93.0 67.0 
82.0 84.0 94.0 
77.0 72.0 78.0 
83.0 74.0 72.0 
76.0 99.0 61.0 
79.0 92.0 80.0 
95.0 85.0 84.0 
84.0 100.0 69.0 
80.0 84.0 89.0 
85.0 95.0 80.0 
89.0 94.0 87.0 
76.0 100.0 91.0 
79.0 78.0 104.0 
79.0 83.0 79.0 
83.0 88.0 84.0 
89.0 87.0 74.0 
84.0 79.0 85.0 
86.0 101.0 95.0 
100.0 75.0 83.0 
78.0 92.0 106.0 
81.0 87.0 86.0 
84.0 80.0 92.0 
86.0 84.0 93.0 
86.0 120.0 90.0 
91.0 75.0 87.0 
87.0 81.0 96.0 
68.0 94.0 80.0 
92.0 85.0 71.0 
84.0 80.0 87.0 
97.0 91.0 93.0 
82.0 88.0 87.0 
81.0 78.0 80.0 
88.0 81.0 74.0 
75.0 81.0 87.0 
90.0 92.0 76.0 
64.0 92.0 87.0 
86.0 93.0 103.0 
104.0 85.0 95.0 
72.0 93.0 89.0 
91.0 84.0 87.0 
81.0 74.0 88.0 
83.0 85.0 82.0 
73.0 86.0 88.0 
87.0 82.0 82.0 
92.0 98.0 83.0 
90.0 90.0 95.0 
80.0 81.0 90.0 
73.0 99.0 83.0 
70.0 79.0 91.0 
78.0 89.0 89.0 
85.0 102.0 106.0 
100.0 87.0 92.0 
69.0 87.0 86.0 
70.0 94.0 59.0 
74.0 84.0 72.0 
86.0 77.0 82.0 
82.0 75.0 75.0 
