I 150
J 15
bounds (0, 100)
cv 1.5
D 25
k 5
t 3
FLR 0.8
FCR 10
abounds (80, 120)

a 
76.0 99.0 68.0 
99.0 87.0 85.0 
73.0 90.0 82.0 
92.0 93.0 99.0 
79.0 103.0 78.0 
75.0 79.0 96.0 
88.0 92.0 91.0 
81.0 73.0 76.0 
87.0 78.0 83.0 
81.0 89.0 60.0 
84.0 79.0 91.0 
104.0 77.0 96.0 
88.0 81.0 98.0 
73.0 80.0 103.0 
83.0 72.0 79.0 
92.0 85.0 88.0 
87.0 91.0 94.0 
82.0 78.0 72.0 
81.0 92.0 80.0 
83.0 98.0 85.0 
84.0 102.0 95.0 
100.0 82.0 73.0 
86.0 106.0 89.0 
73.0 77.0 77.0 
96.0 85.0 92.0 
96.0 75.0 76.0 
69.0 96.0 82.0 
76.0 85.0 82.0 
96.0 67.0 72.0 
93.0 121.0 84.0 
83.0 85.0 96.0 
85.0 79.0 94.0 
89.0 90.0 82.0 
104.0 84.0 89.0 
91.0 79.0 79.0 
80.0 93.0 80.0 
90.0 75.0 66.0 
90.0 83.0 90.0 
80.0 82.0 89.0 
76.0 83.0 80.0 
81.0 78.0 77.0 
89.0 100.0 104.0 
79.0 90.0 97.0 
83.0 83.0 71.0 
82.0 79.0 92.0 
82.0 79.0 97.0 
86.0 74.0 80.0 
88.0 81.0 92.0 
83.0 80.0 91.0 
74.0 69.0 98.0 
98.0 78.0 92.0 
90.0 89.0 86.0 
78.0 83.0 87.0 
79.0 87.0 74.0 
97.0 75.0 89.0 
87.0 85.0 86.0 
84.0 76.0 79.0 
88.0 87.0 74.0 
91.0 73.0 83.0 
75.0 77.0 89.0 
81.0 84.0 75.0 
67.0 94.0 97.0 
85.0 81.0 87.0 
93.0 85.0 78.0 
88.0 79.0 90.0 
77.0 67.0 92.0 
90.0 85.0 96.0 
78.0 83.0 91.0 
89.0 63.0 73.0 
83.0 81.0 67.0 
85.0 82.0 72.0 
82.0 102.0 87.0 
98.0 77.0 81.0 
94.0 86.0 79.0 
77.0 86.0 78.0 
81.0 80.0 93.0 
76.0 82.0 87.0 
91.0 72.0 81.0 
97.0 91.0 95.0 
76.0 72.0 79.0 
91.0 86.0 92.0 
98.0 79.0 97.0 
67.0 75.0 84.0 
95.0 93.0 69.0 
80.0 87.0 83.0 
87.0 93.0 99.0 
76.0 70.0 89.0 
64.0 79.0 77.0 
58.0 77.0 80.0 
90.0 86.0 71.0 
95.0 93.0 105.0 
79.0 84.0 92.0 
86.0 87.0 80.0 
89.0 79.0 66.0 
84.0 83.0 79.0 
88.0 68.0 71.0 
