I 250
J 25
bounds (0, 100)
cv 1.0
D 25
k 5
t 3
FLR 0.6
FCR 4
abounds (80, 120)

a 
93.0 83.0 88.0 
73.0 90.0 111.0 
73.0 72.0 98.0 
76.0 87.0 73.0 
95.0 81.0 94.0 
81.0 87.0 105.0 
78.0 92.0 66.0 
89.0 73.0 83.0 
81.0 89.0 80.0 
100.0 82.0 95.0 
80.0 87.0 86.0 
94.0 98.0 97.0 
94.0 77.0 77.0 
89.0 75.0 76.0 
94.0 78.0 88.0 
71.0 85.0 85.0 
84.0 103.0 93.0 
75.0 79.0 93.0 
65.0 87.0 85.0 
83.0 84.0 70.0 
91.0 82.0 88.0 
83.0 98.0 96.0 
85.0 85.0 67.0 
97.0 86.0 93.0 
90.0 89.0 89.0 
97.0 82.0 97.0 
85.0 80.0 83.0 
84.0 86.0 74.0 
61.0 98.0 93.0 
75.0 85.0 85.0 
84.0 97.0 82.0 
109.0 85.0 72.0 
88.0 90.0 78.0 
84.0 79.0 79.0 
92.0 82.0 84.0 
87.0 78.0 86.0 
89.0 83.0 81.0 
83.0 91.0 83.0 
86.0 87.0 82.0 
87.0 83.0 74.0 
82.0 87.0 93.0 
85.0 90.0 82.0 
80.0 103.0 88.0 
72.0 77.0 82.0 
100.0 100.0 98.0 
93.0 83.0 89.0 
87.0 86.0 82.0 
79.0 76.0 87.0 
76.0 88.0 79.0 
76.0 86.0 86.0 
96.0 89.0 76.0 
82.0 84.0 104.0 
75.0 86.0 86.0 
90.0 81.0 81.0 
92.0 75.0 97.0 
83.0 63.0 78.0 
90.0 81.0 95.0 
89.0 81.0 94.0 
78.0 96.0 94.0 
94.0 82.0 92.0 
76.0 90.0 82.0 
94.0 84.0 99.0 
89.0 70.0 83.0 
86.0 80.0 104.0 
81.0 84.0 88.0 
83.0 79.0 79.0 
100.0 88.0 70.0 
87.0 93.0 88.0 
92.0 83.0 68.0 
73.0 86.0 85.0 
98.0 100.0 89.0 
71.0 83.0 89.0 
98.0 77.0 84.0 
98.0 76.0 93.0 
75.0 90.0 91.0 
74.0 89.0 94.0 
91.0 94.0 78.0 
85.0 78.0 81.0 
88.0 67.0 79.0 
92.0 95.0 81.0 
98.0 80.0 88.0 
81.0 111.0 80.0 
84.0 96.0 80.0 
89.0 81.0 75.0 
76.0 95.0 94.0 
80.0 94.0 101.0 
82.0 79.0 94.0 
86.0 82.0 102.0 
101.0 89.0 79.0 
69.0 72.0 79.0 
77.0 85.0 85.0 
84.0 94.0 92.0 
94.0 92.0 86.0 
81.0 79.0 85.0 
82.0 84.0 85.0 
98.0 91.0 94.0 
83.0 86.0 90.0 
82.0 88.0 94.0 
85.0 90.0 109.0 
86.0 95.0 80.0 
92.0 80.0 86.0 
99.0 81.0 95.0 
71.0 84.0 87.0 
74.0 83.0 88.0 
95.0 80.0 94.0 
74.0 92.0 97.0 
79.0 77.0 96.0 
86.0 93.0 76.0 
73.0 91.0 92.0 
93.0 76.0 72.0 
105.0 86.0 89.0 
100.0 84.0 77.0 
93.0 84.0 69.0 
84.0 84.0 83.0 
82.0 87.0 93.0 
88.0 82.0 79.0 
104.0 99.0 77.0 
86.0 75.0 91.0 
100.0 91.0 88.0 
101.0 100.0 84.0 
94.0 91.0 93.0 
78.0 102.0 80.0 
71.0 91.0 95.0 
77.0 88.0 95.0 
83.0 86.0 84.0 
79.0 113.0 101.0 
100.0 83.0 86.0 
74.0 99.0 96.0 
102.0 85.0 111.0 
100.0 78.0 78.0 
86.0 90.0 84.0 
107.0 91.0 78.0 
100.0 112.0 97.0 
81.0 95.0 74.0 
73.0 75.0 78.0 
92.0 90.0 90.0 
83.0 81.0 82.0 
83.0 84.0 87.0 
74.0 91.0 92.0 
77.0 75.0 86.0 
97.0 81.0 95.0 
90.0 103.0 87.0 
85.0 75.0 83.0 
97.0 86.0 85.0 
90.0 70.0 79.0 
86.0 69.0 78.0 
93.0 81.0 78.0 
82.0 83.0 82.0 
78.0 100.0 65.0 
88.0 96.0 83.0 
70.0 71.0 95.0 
96.0 86.0 94.0 
70.0 79.0 85.0 
76.0 83.0 85.0 
106.0 89.0 72.0 
66.0 92.0 87.0 
77.0 102.0 107.0 
78.0 106.0 103.0 
96.0 79.0 79.0 
72.0 83.0 94.0 
75.0 88.0 82.0 
90.0 81.0 101.0 
93.0 81.0 79.0 
110.0 73.0 82.0 
85.0 73.0 87.0 
102.0 91.0 96.0 
79.0 82.0 112.0 
77.0 74.0 83.0 
79.0 95.0 76.0 
92.0 91.0 82.0 
88.0 92.0 96.0 
86.0 70.0 76.0 
93.0 78.0 81.0 
95.0 82.0 90.0 
111.0 80.0 81.0 
72.0 106.0 74.0 
75.0 89.0 102.0 
87.0 90.0 98.0 
79.0 81.0 79.0 
81.0 80.0 93.0 
93.0 86.0 85.0 
75.0 75.0 77.0 
85.0 85.0 78.0 
80.0 78.0 87.0 
104.0 82.0 82.0 
79.0 97.0 73.0 
90.0 91.0 98.0 
85.0 82.0 92.0 
92.0 68.0 95.0 
76.0 84.0 95.0 
90.0 89.0 92.0 
84.0 85.0 84.0 
84.0 87.0 82.0 
81.0 102.0 87.0 
76.0 88.0 87.0 
80.0 78.0 89.0 
97.0 85.0 86.0 
86.0 98.0 77.0 
80.0 83.0 80.0 
80.0 82.0 78.0 
82.0 98.0 85.0 
83.0 78.0 68.0 
86.0 81.0 89.0 
86.0 83.0 88.0 
84.0 94.0 95.0 
83.0 105.0 94.0 
88.0 86.0 86.0 
77.0 83.0 78.0 
82.0 88.0 86.0 
82.0 80.0 70.0 
89.0 86.0 90.0 
75.0 91.0 87.0 
101.0 88.0 80.0 
59.0 93.0 94.0 
93.0 96.0 101.0 
88.0 70.0 77.0 
72.0 81.0 85.0 
