I 200
J 20
bounds (0, 100)
cv 1.0
D 50
k 5
t 3
FLR 0.4
FCR 2
abounds (80, 120)

a 
108.0 108.0 117.0 
94.0 96.0 113.0 
107.0 79.0 115.0 
113.0 94.0 118.0 
131.0 108.0 104.0 
99.0 93.0 112.0 
112.0 96.0 107.0 
114.0 93.0 117.0 
128.0 101.0 108.0 
99.0 88.0 92.0 
113.0 123.0 103.0 
112.0 111.0 104.0 
104.0 115.0 103.0 
98.0 105.0 92.0 
96.0 104.0 110.0 
107.0 115.0 102.0 
99.0 101.0 138.0 
97.0 107.0 97.0 
105.0 103.0 113.0 
110.0 101.0 108.0 
113.0 116.0 134.0 
108.0 116.0 110.0 
105.0 109.0 106.0 
104.0 106.0 92.0 
87.0 110.0 99.0 
105.0 111.0 95.0 
122.0 94.0 88.0 
93.0 112.0 90.0 
101.0 91.0 96.0 
108.0 91.0 96.0 
103.0 103.0 99.0 
107.0 99.0 88.0 
102.0 112.0 107.0 
101.0 112.0 109.0 
110.0 93.0 104.0 
112.0 107.0 108.0 
122.0 95.0 111.0 
115.0 102.0 93.0 
85.0 113.0 116.0 
112.0 107.0 114.0 
100.0 98.0 103.0 
114.0 125.0 96.0 
107.0 107.0 104.0 
109.0 106.0 109.0 
100.0 101.0 94.0 
117.0 114.0 107.0 
118.0 97.0 107.0 
101.0 100.0 100.0 
115.0 107.0 83.0 
101.0 88.0 83.0 
118.0 111.0 120.0 
103.0 104.0 96.0 
115.0 107.0 116.0 
96.0 105.0 102.0 
96.0 95.0 107.0 
93.0 101.0 97.0 
112.0 91.0 114.0 
96.0 120.0 137.0 
135.0 96.0 113.0 
102.0 113.0 97.0 
99.0 108.0 90.0 
95.0 103.0 96.0 
100.0 103.0 91.0 
105.0 136.0 108.0 
89.0 97.0 114.0 
119.0 88.0 105.0 
103.0 106.0 109.0 
93.0 106.0 119.0 
107.0 113.0 122.0 
98.0 98.0 89.0 
97.0 113.0 109.0 
142.0 102.0 124.0 
108.0 97.0 97.0 
104.0 77.0 110.0 
124.0 106.0 91.0 
89.0 92.0 87.0 
107.0 114.0 113.0 
105.0 97.0 114.0 
126.0 119.0 114.0 
94.0 118.0 108.0 
90.0 112.0 103.0 
101.0 99.0 94.0 
118.0 117.0 118.0 
100.0 122.0 90.0 
88.0 85.0 93.0 
103.0 99.0 102.0 
108.0 122.0 94.0 
100.0 105.0 118.0 
111.0 125.0 109.0 
114.0 114.0 96.0 
91.0 116.0 115.0 
100.0 115.0 102.0 
96.0 88.0 101.0 
100.0 95.0 85.0 
114.0 100.0 88.0 
106.0 108.0 97.0 
104.0 97.0 109.0 
97.0 93.0 102.0 
101.0 118.0 108.0 
94.0 103.0 103.0 
94.0 103.0 99.0 
115.0 117.0 110.0 
92.0 87.0 108.0 
111.0 84.0 101.0 
89.0 111.0 116.0 
109.0 104.0 103.0 
97.0 101.0 95.0 
94.0 108.0 108.0 
127.0 97.0 102.0 
110.0 114.0 120.0 
102.0 106.0 104.0 
116.0 113.0 117.0 
86.0 102.0 95.0 
89.0 102.0 96.0 
129.0 110.0 104.0 
112.0 106.0 88.0 
103.0 115.0 109.0 
108.0 119.0 112.0 
109.0 102.0 111.0 
124.0 94.0 112.0 
100.0 102.0 111.0 
102.0 111.0 112.0 
109.0 103.0 114.0 
104.0 105.0 118.0 
104.0 116.0 105.0 
119.0 110.0 98.0 
100.0 104.0 95.0 
118.0 111.0 102.0 
118.0 114.0 115.0 
91.0 109.0 115.0 
108.0 100.0 110.0 
87.0 110.0 111.0 
108.0 111.0 102.0 
93.0 119.0 97.0 
107.0 106.0 122.0 
101.0 92.0 110.0 
99.0 102.0 97.0 
98.0 117.0 102.0 
99.0 103.0 113.0 
107.0 86.0 106.0 
89.0 111.0 111.0 
119.0 101.0 101.0 
109.0 100.0 104.0 
105.0 104.0 113.0 
99.0 104.0 100.0 
126.0 113.0 115.0 
89.0 96.0 111.0 
106.0 118.0 112.0 
95.0 110.0 106.0 
125.0 106.0 98.0 
89.0 92.0 108.0 
112.0 90.0 119.0 
102.0 115.0 114.0 
110.0 111.0 91.0 
108.0 120.0 118.0 
102.0 109.0 100.0 
107.0 111.0 107.0 
112.0 98.0 94.0 
93.0 101.0 109.0 
103.0 131.0 93.0 
104.0 109.0 108.0 
108.0 113.0 106.0 
104.0 121.0 84.0 
121.0 119.0 120.0 
91.0 94.0 99.0 
121.0 93.0 101.0 
109.0 101.0 95.0 
122.0 109.0 96.0 
91.0 106.0 110.0 
107.0 114.0 112.0 
105.0 115.0 122.0 
103.0 108.0 112.0 
101.0 112.0 86.0 
131.0 115.0 102.0 
106.0 107.0 111.0 
124.0 92.0 104.0 
97.0 101.0 114.0 
114.0 114.0 95.0 
116.0 115.0 99.0 
113.0 118.0 109.0 
104.0 122.0 117.0 
112.0 112.0 95.0 
123.0 119.0 101.0 
119.0 112.0 117.0 
123.0 109.0 98.0 
111.0 119.0 100.0 
110.0 121.0 89.0 
99.0 109.0 101.0 
99.0 104.0 111.0 
97.0 95.0 101.0 
104.0 113.0 106.0 
98.0 97.0 109.0 
113.0 113.0 107.0 
117.0 108.0 115.0 
102.0 110.0 110.0 
126.0 115.0 93.0 
112.0 98.0 107.0 
125.0 108.0 98.0 
132.0 109.0 100.0 
116.0 121.0 106.0 

Icoords
3.9425 80.4667
58.0482 73.4219
87.625 30.5321
30.1027 9.2429
94.5645 45.2792
73.7209 44.498
17.1338 7.1954
19.2817 3.3558
95.278 66.7492
6.3071 5.2138
52.1516 8.9109
69.4036 93.2526
72.0901 94.8322
17.5872 14.1292
11.9988 59.8992
37.6805 53.7827
0.7045 13.3859
28.4202 65.1066
3.7477 52.7671
5.497 98.7661
32.5049 25.2057
95.9591 41.2048
