I 150
J 15
bounds (0, 100)
cv 1.5
D 50
k 5
t 3
FLR 0.8
FCR 10
abounds (80, 120)

a 
106.0 131.0 133.0 
121.0 128.0 127.0 
128.0 109.0 109.0 
124.0 109.0 113.0 
123.0 128.0 119.0 
111.0 109.0 120.0 
122.0 114.0 117.0 
131.0 128.0 111.0 
120.0 104.0 130.0 
111.0 128.0 111.0 
120.0 115.0 125.0 
133.0 120.0 117.0 
106.0 124.0 100.0 
121.0 118.0 118.0 
120.0 122.0 108.0 
129.0 125.0 105.0 
139.0 126.0 119.0 
115.0 118.0 123.0 
107.0 138.0 105.0 
119.0 112.0 127.0 
105.0 129.0 107.0 
105.0 101.0 120.0 
106.0 104.0 118.0 
101.0 115.0 120.0 
120.0 103.0 125.0 
107.0 109.0 132.0 
113.0 102.0 124.0 
125.0 113.0 102.0 
116.0 105.0 113.0 
109.0 113.0 107.0 
121.0 129.0 128.0 
118.0 107.0 111.0 
110.0 131.0 118.0 
114.0 115.0 96.0 
104.0 99.0 107.0 
142.0 122.0 117.0 
105.0 120.0 89.0 
120.0 95.0 129.0 
112.0 131.0 108.0 
121.0 108.0 100.0 
121.0 115.0 111.0 
122.0 114.0 105.0 
122.0 126.0 103.0 
129.0 130.0 106.0 
108.0 101.0 114.0 
132.0 105.0 122.0 
115.0 97.0 121.0 
126.0 112.0 122.0 
112.0 120.0 113.0 
108.0 104.0 121.0 
127.0 130.0 134.0 
109.0 130.0 105.0 
126.0 105.0 101.0 
118.0 126.0 107.0 
107.0 113.0 99.0 
104.0 114.0 123.0 
105.0 124.0 98.0 
116.0 105.0 103.0 
96.0 113.0 136.0 
110.0 117.0 134.0 
97.0 105.0 115.0 
120.0 122.0 124.0 
119.0 112.0 139.0 
108.0 109.0 117.0 
129.0 112.0 131.0 
104.0 109.0 126.0 
113.0 125.0 110.0 
107.0 122.0 114.0 
132.0 142.0 123.0 
101.0 134.0 96.0 
133.0 120.0 119.0 
114.0 101.0 123.0 
119.0 118.0 127.0 
130.0 126.0 111.0 
125.0 125.0 123.0 
103.0 105.0 107.0 
113.0 114.0 122.0 
98.0 116.0 114.0 
132.0 117.0 118.0 
111.0 113.0 120.0 
121.0 104.0 120.0 
131.0 126.0 109.0 
121.0 130.0 122.0 
102.0 98.0 99.0 
131.0 97.0 123.0 
114.0 107.0 114.0 
131.0 105.0 123.0 
100.0 107.0 108.0 
124.0 117.0 112.0 
106.0 108.0 98.0 
125.0 116.0 105.0 
109.0 129.0 110.0 
119.0 110.0 98.0 
113.0 115.0 111.0 
120.0 133.0 118.0 
138.0 100.0 126.0 
