I 150
J 15
bounds (0, 100)
cv 1.5
D 50
k 5
t 3
FLR 0.8
FCR 8
abounds (80, 120)

a 
133.0 114.0 121.0 
119.0 104.0 107.0 
115.0 118.0 125.0 
95.0 115.0 101.0 
117.0 126.0 110.0 
118.0 110.0 125.0 
112.0 125.0 120.0 
106.0 126.0 108.0 
120.0 103.0 109.0 
123.0 114.0 124.0 
98.0 109.0 121.0 
109.0 111.0 108.0 
121.0 111.0 130.0 
111.0 129.0 121.0 
112.0 109.0 114.0 
107.0 101.0 139.0 
97.0 108.0 94.0 
120.0 115.0 113.0 
112.0 118.0 123.0 
110.0 106.0 121.0 
104.0 126.0 124.0 
85.0 124.0 115.0 
124.0 123.0 128.0 
120.0 112.0 119.0 
135.0 131.0 103.0 
115.0 105.0 123.0 
119.0 124.0 113.0 
108.0 108.0 101.0 
140.0 120.0 130.0 
134.0 119.0 116.0 
123.0 118.0 112.0 
111.0 106.0 131.0 
112.0 97.0 129.0 
117.0 126.0 124.0 
109.0 124.0 118.0 
112.0 137.0 137.0 
141.0 107.0 121.0 
93.0 105.0 113.0 
112.0 124.0 124.0 
110.0 111.0 119.0 
128.0 118.0 127.0 
124.0 111.0 101.0 
116.0 127.0 113.0 
105.0 113.0 117.0 
102.0 113.0 117.0 
142.0 124.0 107.0 
142.0 120.0 119.0 
100.0 128.0 106.0 
101.0 123.0 113.0 
115.0 135.0 98.0 
111.0 101.0 126.0 
128.0 119.0 116.0 
117.0 112.0 137.0 
92.0 114.0 111.0 
123.0 129.0 124.0 
96.0 103.0 112.0 
105.0 120.0 99.0 
107.0 129.0 110.0 
119.0 122.0 108.0 
123.0 105.0 120.0 
116.0 128.0 138.0 
105.0 122.0 131.0 
122.0 118.0 122.0 
128.0 124.0 129.0 
115.0 113.0 130.0 
132.0 132.0 98.0 
116.0 128.0 110.0 
100.0 119.0 110.0 
127.0 120.0 105.0 
119.0 106.0 126.0 
115.0 118.0 106.0 
110.0 142.0 139.0 
128.0 110.0 119.0 
101.0 116.0 117.0 
109.0 113.0 118.0 
91.0 115.0 127.0 
111.0 124.0 104.0 
120.0 114.0 132.0 
113.0 114.0 137.0 
119.0 113.0 122.0 
121.0 107.0 128.0 
119.0 119.0 145.0 
116.0 102.0 106.0 
124.0 115.0 101.0 
107.0 107.0 130.0 
117.0 112.0 122.0 
128.0 120.0 135.0 
134.0 152.0 113.0 
134.0 119.0 119.0 
112.0 118.0 127.0 
101.0 105.0 121.0 
131.0 103.0 98.0 
107.0 117.0 118.0 
110.0 112.0 139.0 
126.0 122.0 97.0 
99.0 120.0 119.0 
