I 250
J 25
bounds (0, 100)
cv 1.0
D 1
k 5
t 3
FLR 0.6
FCR 10
abounds (80, 120)

a 
104.0 96.0 94.0 
93.0 92.0 91.0 
99.0 106.0 75.0 
98.0 74.0 99.0 
95.0 86.0 106.0 
113.0 95.0 86.0 
99.0 98.0 102.0 
98.0 89.0 111.0 
80.0 90.0 98.0 
92.0 108.0 95.0 
94.0 90.0 107.0 
100.0 87.0 84.0 
99.0 97.0 76.0 
89.0 102.0 88.0 
97.0 92.0 82.0 
83.0 106.0 94.0 
102.0 101.0 114.0 
102.0 83.0 81.0 
106.0 77.0 88.0 
82.0 85.0 83.0 
93.0 87.0 99.0 
98.0 103.0 91.0 
83.0 99.0 102.0 
94.0 90.0 98.0 
98.0 111.0 88.0 
105.0 88.0 84.0 
94.0 85.0 107.0 
102.0 83.0 102.0 
86.0 95.0 94.0 
92.0 91.0 108.0 
102.0 101.0 77.0 
81.0 99.0 104.0 
95.0 96.0 103.0 
103.0 86.0 84.0 
81.0 95.0 93.0 
96.0 90.0 86.0 
93.0 108.0 102.0 
104.0 106.0 86.0 
105.0 95.0 83.0 
102.0 90.0 94.0 
82.0 109.0 102.0 
108.0 85.0 91.0 
85.0 91.0 80.0 
83.0 95.0 103.0 
103.0 84.0 94.0 
82.0 114.0 94.0 
101.0 99.0 61.0 
105.0 91.0 97.0 
97.0 69.0 82.0 
100.0 98.0 93.0 
102.0 102.0 84.0 
86.0 87.0 88.0 
70.0 93.0 87.0 
84.0 100.0 108.0 
91.0 84.0 87.0 
108.0 76.0 63.0 
102.0 74.0 74.0 
83.0 96.0 98.0 
91.0 108.0 81.0 
86.0 100.0 75.0 
79.0 90.0 96.0 
88.0 101.0 90.0 
95.0 99.0 94.0 
103.0 85.0 82.0 
120.0 92.0 100.0 
103.0 87.0 91.0 
104.0 88.0 91.0 
86.0 90.0 90.0 
74.0 84.0 90.0 
79.0 111.0 85.0 
65.0 97.0 86.0 
92.0 100.0 108.0 
104.0 80.0 92.0 
96.0 89.0 92.0 
107.0 82.0 82.0 
86.0 91.0 114.0 
90.0 83.0 84.0 
85.0 74.0 101.0 
105.0 106.0 103.0 
87.0 95.0 90.0 
101.0 103.0 104.0 
91.0 101.0 103.0 
92.0 101.0 102.0 
104.0 103.0 92.0 
104.0 103.0 88.0 
84.0 93.0 103.0 
101.0 90.0 98.0 
87.0 90.0 79.0 
78.0 94.0 119.0 
82.0 105.0 86.0 
87.0 87.0 96.0 
108.0 79.0 102.0 
90.0 105.0 100.0 
84.0 80.0 82.0 
98.0 97.0 105.0 
93.0 85.0 111.0 
92.0 95.0 85.0 
92.0 108.0 113.0 
88.0 96.0 97.0 
106.0 116.0 96.0 
75.0 81.0 94.0 
87.0 99.0 94.0 
82.0 94.0 80.0 
109.0 95.0 109.0 
104.0 90.0 104.0 
87.0 81.0 90.0 
88.0 100.0 107.0 
98.0 89.0 91.0 
77.0 86.0 97.0 
85.0 99.0 94.0 
88.0 93.0 92.0 
76.0 78.0 103.0 
101.0 92.0 86.0 
92.0 88.0 84.0 
110.0 85.0 104.0 
102.0 81.0 106.0 
103.0 104.0 100.0 
97.0 81.0 72.0 
95.0 93.0 107.0 
81.0 98.0 100.0 
83.0 92.0 95.0 
89.0 93.0 104.0 
102.0 81.0 94.0 
96.0 86.0 93.0 
112.0 88.0 99.0 
87.0 102.0 81.0 
85.0 88.0 79.0 
91.0 77.0 93.0 
92.0 88.0 93.0 
89.0 87.0 93.0 
96.0 97.0 97.0 
77.0 95.0 81.0 
82.0 94.0 93.0 
87.0 96.0 94.0 
88.0 83.0 94.0 
102.0 95.0 79.0 
95.0 105.0 115.0 
98.0 108.0 86.0 
103.0 101.0 83.0 
73.0 87.0 93.0 
95.0 111.0 95.0 
82.0 97.0 89.0 
90.0 80.0 97.0 
97.0 92.0 92.0 
93.0 89.0 87.0 
105.0 89.0 96.0 
104.0 103.0 109.0 
100.0 121.0 103.0 
105.0 95.0 90.0 
109.0 80.0 97.0 
94.0 79.0 112.0 
101.0 79.0 100.0 
88.0 81.0 82.0 
90.0 93.0 101.0 
99.0 98.0 90.0 
79.0 77.0 85.0 
89.0 104.0 84.0 
91.0 89.0 111.0 
100.0 100.0 100.0 
86.0 84.0 103.0 
77.0 91.0 96.0 
97.0 101.0 67.0 
89.0 85.0 99.0 
99.0 106.0 87.0 
102.0 81.0 93.0 
95.0 93.0 91.0 
98.0 85.0 92.0 
87.0 112.0 122.0 
91.0 86.0 78.0 
80.0 94.0 107.0 
86.0 107.0 91.0 
83.0 87.0 112.0 
102.0 108.0 110.0 
86.0 91.0 76.0 
90.0 83.0 100.0 
90.0 99.0 97.0 
89.0 88.0 108.0 
101.0 78.0 91.0 
70.0 107.0 78.0 
93.0 93.0 90.0 
102.0 86.0 99.0 
94.0 110.0 97.0 
95.0 91.0 98.0 
90.0 90.0 102.0 
84.0 98.0 107.0 
77.0 97.0 109.0 
98.0 90.0 122.0 
81.0 94.0 95.0 
94.0 91.0 89.0 
90.0 96.0 76.0 
91.0 85.0 97.0 
107.0 102.0 98.0 
102.0 85.0 102.0 
93.0 106.0 83.0 
103.0 92.0 79.0 
97.0 91.0 81.0 
103.0 88.0 100.0 
98.0 91.0 79.0 
98.0 105.0 81.0 
89.0 99.0 97.0 
74.0 89.0 88.0 
109.0 85.0 83.0 
80.0 104.0 89.0 
76.0 84.0 100.0 
105.0 84.0 99.0 
99.0 92.0 93.0 
88.0 99.0 76.0 
115.0 93.0 93.0 
99.0 94.0 96.0 
92.0 75.0 97.0 
84.0 82.0 86.0 
100.0 120.0 99.0 
94.0 101.0 100.0 
99.0 84.0 83.0 
95.0 90.0 89.0 
88.0 80.0 95.0 
91.0 87.0 72.0 
