I 150
J 15
bounds (0, 100)
cv 0.5
D 100
k 5
t 3
FLR 0.4
FCR 4
abounds (80, 120)

a 
97.0 85.0 114.0 
101.0 93.0 81.0 
83.0 92.0 92.0 
82.0 113.0 82.0 
127.0 91.0 80.0 
110.0 80.0 94.0 
98.0 83.0 98.0 
98.0 102.0 85.0 
83.0 95.0 95.0 
103.0 77.0 106.0 
88.0 103.0 93.0 
102.0 90.0 79.0 
92.0 88.0 78.0 
102.0 97.0 101.0 
97.0 97.0 79.0 
75.0 82.0 101.0 
95.0 93.0 71.0 
92.0 95.0 104.0 
90.0 104.0 79.0 
91.0 103.0 96.0 
92.0 97.0 108.0 
92.0 89.0 92.0 
96.0 104.0 79.0 
101.0 90.0 99.0 
85.0 101.0 89.0 
87.0 94.0 80.0 
116.0 87.0 87.0 
76.0 63.0 85.0 
97.0 84.0 85.0 
83.0 74.0 97.0 
88.0 98.0 88.0 
81.0 84.0 78.0 
93.0 87.0 104.0 
100.0 99.0 82.0 
90.0 80.0 87.0 
84.0 90.0 98.0 
72.0 86.0 76.0 
95.0 104.0 83.0 
108.0 93.0 79.0 
83.0 95.0 112.0 
65.0 93.0 97.0 
90.0 91.0 93.0 
94.0 93.0 83.0 
91.0 82.0 93.0 
98.0 91.0 89.0 
105.0 96.0 106.0 
97.0 77.0 71.0 
87.0 106.0 77.0 
86.0 110.0 110.0 
75.0 109.0 86.0 
93.0 84.0 92.0 
93.0 94.0 84.0 
110.0 103.0 82.0 
84.0 91.0 76.0 
98.0 99.0 83.0 
81.0 91.0 86.0 
91.0 92.0 93.0 
76.0 97.0 81.0 
81.0 95.0 88.0 
87.0 82.0 93.0 
78.0 103.0 81.0 
88.0 88.0 83.0 
88.0 95.0 110.0 
87.0 86.0 99.0 
84.0 85.0 93.0 
102.0 77.0 91.0 
91.0 109.0 81.0 
85.0 94.0 110.0 
81.0 86.0 98.0 
98.0 102.0 95.0 
88.0 103.0 111.0 
107.0 98.0 90.0 
101.0 99.0 98.0 
80.0 97.0 86.0 
104.0 105.0 96.0 
91.0 89.0 86.0 
90.0 91.0 104.0 
83.0 89.0 79.0 
100.0 83.0 90.0 
87.0 110.0 94.0 
98.0 89.0 90.0 
76.0 96.0 92.0 
83.0 96.0 86.0 
80.0 70.0 104.0 
112.0 69.0 89.0 
120.0 92.0 97.0 
88.0 87.0 83.0 
91.0 89.0 86.0 
97.0 92.0 81.0 
90.0 83.0 108.0 
109.0 97.0 85.0 
95.0 102.0 86.0 
90.0 90.0 91.0 
95.0 86.0 95.0 
86.0 77.0 89.0 
93.0 98.0 93.0 
107.0 87.0 88.0 
97.0 89.0 94.0 
115.0 97.0 86.0 
95.0 87.0 81.0 
105.0 87.0 114.0 
85.0 102.0 84.0 
102.0 77.0 97.0 
84.0 105.0 84.0 
94.0 101.0 89.0 
97.0 82.0 71.0 
90.0 92.0 100.0 
95.0 93.0 94.0 
96.0 117.0 93.0 
102.0 98.0 87.0 
93.0 86.0 82.0 
107.0 90.0 80.0 
103.0 99.0 114.0 
87.0 95.0 90.0 
86.0 93.0 88.0 
90.0 102.0 88.0 
85.0 73.0 79.0 
