I 150
J 15
bounds (0, 100)
cv 0.5
D 50
k 5
t 3
FLR 0.4
FCR 8
abounds (80, 120)

a 
125.0 135.0 109.0 
114.0 117.0 121.0 
107.0 125.0 106.0 
114.0 97.0 116.0 
119.0 125.0 99.0 
115.0 128.0 107.0 
99.0 109.0 111.0 
124.0 110.0 98.0 
117.0 110.0 112.0 
113.0 123.0 125.0 
107.0 122.0 130.0 
101.0 101.0 107.0 
109.0 103.0 108.0 
118.0 114.0 93.0 
115.0 115.0 117.0 
112.0 108.0 118.0 
111.0 107.0 116.0 
115.0 123.0 98.0 
91.0 107.0 106.0 
120.0 125.0 138.0 
131.0 120.0 133.0 
115.0 122.0 102.0 
127.0 100.0 100.0 
116.0 121.0 114.0 
136.0 98.0 112.0 
113.0 111.0 109.0 
103.0 116.0 121.0 
128.0 117.0 121.0 
96.0 101.0 107.0 
135.0 107.0 127.0 
113.0 131.0 102.0 
132.0 124.0 96.0 
100.0 104.0 111.0 
123.0 121.0 110.0 
136.0 108.0 120.0 
116.0 108.0 103.0 
111.0 106.0 106.0 
118.0 117.0 104.0 
98.0 113.0 97.0 
93.0 135.0 112.0 
114.0 104.0 122.0 
117.0 101.0 104.0 
108.0 127.0 110.0 
118.0 125.0 108.0 
118.0 115.0 116.0 
119.0 128.0 115.0 
129.0 115.0 113.0 
104.0 109.0 99.0 
113.0 112.0 114.0 
117.0 105.0 104.0 
110.0 132.0 107.0 
109.0 119.0 109.0 
113.0 124.0 128.0 
120.0 125.0 119.0 
105.0 110.0 124.0 
120.0 107.0 118.0 
121.0 126.0 125.0 
100.0 107.0 103.0 
115.0 132.0 123.0 
119.0 113.0 106.0 
109.0 107.0 131.0 
116.0 109.0 112.0 
123.0 117.0 102.0 
127.0 115.0 117.0 
107.0 113.0 150.0 
119.0 125.0 116.0 
121.0 99.0 120.0 
123.0 120.0 101.0 
110.0 102.0 125.0 
121.0 125.0 108.0 
139.0 111.0 113.0 
119.0 113.0 114.0 
100.0 109.0 110.0 
123.0 115.0 108.0 
115.0 109.0 122.0 
120.0 124.0 107.0 
128.0 108.0 127.0 
104.0 105.0 123.0 
123.0 134.0 104.0 
110.0 105.0 124.0 
129.0 131.0 137.0 
103.0 123.0 123.0 
123.0 110.0 123.0 
124.0 109.0 112.0 
96.0 107.0 111.0 
103.0 113.0 112.0 
101.0 118.0 114.0 
102.0 113.0 130.0 
113.0 114.0 100.0 
102.0 94.0 127.0 
119.0 125.0 114.0 
101.0 103.0 125.0 
133.0 108.0 110.0 
119.0 134.0 143.0 
98.0 118.0 111.0 
121.0 127.0 101.0 
128.0 105.0 121.0 
117.0 115.0 124.0 
126.0 115.0 114.0 
107.0 118.0 136.0 
123.0 107.0 119.0 
125.0 113.0 136.0 
96.0 122.0 109.0 
103.0 108.0 112.0 
113.0 114.0 111.0 
115.0 114.0 130.0 
113.0 131.0 119.0 
120.0 111.0 113.0 
90.0 119.0 114.0 
104.0 112.0 116.0 
138.0 120.0 120.0 
114.0 94.0 107.0 
120.0 108.0 117.0 
126.0 102.0 92.0 
93.0 117.0 122.0 
95.0 121.0 105.0 
115.0 98.0 122.0 
