I 200
J 20
bounds (0, 100)
cv 1.5
D 10
k 5
t 3
FLR 0.4
FCR 2
abounds (80, 120)

a 
84.0 86.0 84.0 
70.0 89.0 81.0 
113.0 98.0 110.0 
92.0 89.0 94.0 
81.0 96.0 95.0 
98.0 94.0 94.0 
77.0 86.0 83.0 
88.0 90.0 75.0 
75.0 68.0 100.0 
107.0 90.0 88.0 
84.0 95.0 89.0 
90.0 85.0 100.0 
94.0 93.0 101.0 
80.0 91.0 83.0 
107.0 92.0 103.0 
83.0 92.0 91.0 
98.0 87.0 88.0 
91.0 116.0 97.0 
108.0 85.0 91.0 
82.0 104.0 89.0 
85.0 108.0 100.0 
94.0 114.0 80.0 
85.0 81.0 108.0 
103.0 91.0 110.0 
118.0 108.0 104.0 
88.0 105.0 93.0 
96.0 97.0 98.0 
93.0 105.0 77.0 
99.0 110.0 88.0 
97.0 90.0 101.0 
75.0 74.0 98.0 
106.0 95.0 81.0 
95.0 98.0 108.0 
101.0 80.0 91.0 
79.0 93.0 93.0 
103.0 96.0 97.0 
106.0 101.0 91.0 
83.0 102.0 93.0 
88.0 82.0 101.0 
70.0 105.0 90.0 
84.0 94.0 82.0 
91.0 97.0 100.0 
105.0 97.0 88.0 
88.0 88.0 92.0 
93.0 71.0 104.0 
86.0 86.0 88.0 
93.0 91.0 86.0 
84.0 87.0 85.0 
99.0 91.0 86.0 
104.0 104.0 81.0 
91.0 104.0 81.0 
104.0 87.0 75.0 
102.0 91.0 111.0 
113.0 87.0 87.0 
92.0 91.0 101.0 
99.0 104.0 85.0 
80.0 94.0 86.0 
88.0 90.0 81.0 
96.0 75.0 82.0 
87.0 101.0 88.0 
91.0 100.0 91.0 
101.0 93.0 97.0 
102.0 106.0 97.0 
91.0 87.0 77.0 
87.0 94.0 93.0 
110.0 90.0 81.0 
85.0 96.0 95.0 
91.0 91.0 81.0 
105.0 84.0 80.0 
92.0 95.0 96.0 
89.0 97.0 87.0 
85.0 94.0 90.0 
90.0 87.0 84.0 
93.0 97.0 98.0 
91.0 98.0 79.0 
89.0 78.0 104.0 
94.0 94.0 87.0 
94.0 87.0 97.0 
96.0 100.0 100.0 
87.0 96.0 88.0 
87.0 99.0 85.0 
83.0 76.0 90.0 
103.0 109.0 94.0 
97.0 107.0 74.0 
89.0 99.0 101.0 
108.0 78.0 108.0 
99.0 82.0 98.0 
93.0 85.0 78.0 
95.0 96.0 95.0 
83.0 90.0 98.0 
109.0 80.0 88.0 
92.0 85.0 102.0 
81.0 93.0 93.0 
90.0 94.0 114.0 
83.0 99.0 98.0 
111.0 76.0 92.0 
