I 150
J 15
bounds (0, 100)
cv 1.5
D 25
k 5
t 3
FLR 0.8
FCR 2
abounds (80, 120)

a 
82.0 74.0 85.0 
85.0 69.0 77.0 
78.0 76.0 80.0 
80.0 95.0 78.0 
80.0 77.0 96.0 
67.0 86.0 82.0 
108.0 74.0 93.0 
85.0 76.0 65.0 
70.0 87.0 92.0 
95.0 89.0 100.0 
90.0 89.0 83.0 
104.0 99.0 81.0 
73.0 77.0 88.0 
89.0 80.0 69.0 
71.0 75.0 81.0 
84.0 91.0 89.0 
81.0 81.0 75.0 
84.0 76.0 80.0 
72.0 97.0 83.0 
96.0 78.0 86.0 
77.0 93.0 90.0 
76.0 84.0 105.0 
87.0 85.0 94.0 
83.0 70.0 82.0 
92.0 67.0 89.0 
89.0 75.0 92.0 
93.0 80.0 82.0 
98.0 85.0 81.0 
77.0 78.0 71.0 
78.0 76.0 84.0 
69.0 79.0 72.0 
87.0 72.0 84.0 
87.0 88.0 95.0 
94.0 87.0 77.0 
91.0 72.0 86.0 
75.0 88.0 69.0 
81.0 85.0 82.0 
88.0 90.0 95.0 
91.0 87.0 102.0 
87.0 104.0 84.0 
70.0 75.0 93.0 
89.0 100.0 95.0 
119.0 99.0 86.0 
73.0 99.0 87.0 
99.0 79.0 76.0 
77.0 98.0 75.0 
84.0 101.0 80.0 
72.0 90.0 85.0 
87.0 91.0 97.0 
85.0 77.0 84.0 
82.0 94.0 96.0 
101.0 81.0 82.0 
97.0 82.0 97.0 
100.0 81.0 88.0 
91.0 93.0 77.0 
91.0 79.0 98.0 
87.0 79.0 71.0 
92.0 109.0 82.0 
72.0 91.0 79.0 
80.0 99.0 68.0 
84.0 86.0 73.0 
74.0 96.0 98.0 
87.0 85.0 83.0 
104.0 77.0 112.0 
93.0 67.0 86.0 
90.0 74.0 86.0 
79.0 76.0 79.0 
78.0 90.0 78.0 
96.0 92.0 76.0 
75.0 91.0 87.0 
84.0 89.0 80.0 
96.0 94.0 81.0 
68.0 88.0 73.0 
93.0 86.0 85.0 
97.0 91.0 97.0 
96.0 97.0 84.0 
102.0 83.0 92.0 
82.0 83.0 80.0 
74.0 80.0 80.0 
92.0 74.0 124.0 
68.0 81.0 84.0 
97.0 96.0 97.0 
69.0 86.0 90.0 
87.0 82.0 79.0 
96.0 92.0 77.0 
84.0 87.0 86.0 
75.0 59.0 83.0 
95.0 94.0 98.0 
96.0 91.0 81.0 
98.0 89.0 85.0 
89.0 73.0 87.0 
82.0 89.0 82.0 
73.0 76.0 87.0 
70.0 73.0 91.0 
85.0 95.0 95.0 
88.0 94.0 104.0 
