I 250
J 25
bounds (0, 100)
cv 0.5
D 10
k 5
t 3
FLR 0.6
FCR 8
abounds (80, 120)

a 
103.0 133.0 103.0 
100.0 123.0 75.0 
112.0 102.0 100.0 
91.0 117.0 78.0 
86.0 103.0 109.0 
99.0 83.0 102.0 
95.0 96.0 95.0 
84.0 99.0 94.0 
106.0 97.0 107.0 
99.0 114.0 107.0 
114.0 93.0 102.0 
104.0 93.0 100.0 
97.0 109.0 88.0 
110.0 88.0 91.0 
95.0 92.0 94.0 
101.0 96.0 104.0 
103.0 89.0 96.0 
103.0 91.0 104.0 
100.0 78.0 101.0 
97.0 105.0 90.0 
83.0 102.0 99.0 
88.0 98.0 112.0 
102.0 104.0 122.0 
88.0 96.0 93.0 
104.0 112.0 107.0 
102.0 91.0 87.0 
98.0 97.0 95.0 
95.0 115.0 93.0 
105.0 103.0 95.0 
109.0 106.0 85.0 
82.0 94.0 97.0 
98.0 129.0 102.0 
97.0 100.0 95.0 
102.0 102.0 110.0 
86.0 84.0 97.0 
98.0 116.0 86.0 
101.0 94.0 101.0 
99.0 76.0 102.0 
85.0 97.0 84.0 
109.0 102.0 119.0 
92.0 102.0 81.0 
101.0 94.0 98.0 
92.0 96.0 96.0 
96.0 104.0 114.0 
88.0 119.0 89.0 
94.0 108.0 103.0 
104.0 97.0 85.0 
109.0 102.0 106.0 
98.0 94.0 90.0 
86.0 96.0 99.0 
91.0 102.0 116.0 
75.0 81.0 91.0 
101.0 115.0 90.0 
107.0 105.0 90.0 
99.0 99.0 89.0 
102.0 100.0 98.0 
109.0 98.0 102.0 
83.0 95.0 89.0 
103.0 94.0 102.0 
107.0 114.0 117.0 
82.0 96.0 110.0 
88.0 107.0 105.0 
115.0 88.0 93.0 
86.0 111.0 99.0 
94.0 93.0 96.0 
100.0 108.0 98.0 
108.0 117.0 101.0 
91.0 96.0 114.0 
104.0 101.0 90.0 
90.0 89.0 97.0 
91.0 74.0 111.0 
103.0 94.0 94.0 
87.0 105.0 103.0 
93.0 87.0 101.0 
97.0 91.0 104.0 
94.0 97.0 94.0 
108.0 94.0 103.0 
98.0 88.0 89.0 
88.0 82.0 108.0 
108.0 105.0 102.0 
89.0 100.0 99.0 
73.0 94.0 86.0 
88.0 81.0 122.0 
80.0 110.0 94.0 
77.0 75.0 107.0 
100.0 89.0 120.0 
106.0 114.0 101.0 
98.0 100.0 118.0 
96.0 105.0 90.0 
117.0 76.0 117.0 
107.0 92.0 96.0 
90.0 102.0 91.0 
96.0 81.0 103.0 
92.0 95.0 115.0 
120.0 108.0 99.0 
113.0 82.0 96.0 
95.0 104.0 91.0 
108.0 110.0 84.0 
97.0 92.0 101.0 
107.0 87.0 81.0 
99.0 89.0 91.0 
89.0 97.0 93.0 
98.0 91.0 85.0 
104.0 101.0 106.0 
101.0 103.0 94.0 
92.0 97.0 92.0 
93.0 94.0 103.0 
81.0 96.0 99.0 
89.0 93.0 101.0 
98.0 92.0 106.0 
99.0 98.0 98.0 
111.0 101.0 102.0 
99.0 102.0 96.0 
97.0 90.0 92.0 
93.0 103.0 88.0 
83.0 104.0 106.0 
108.0 104.0 97.0 
