I 150
J 15
bounds (0, 100)
cv 0.5
D 100
k 5
t 3
FLR 0.4
FCR 2
abounds (80, 120)

a 
88.0 96.0 101.0 
86.0 80.0 100.0 
85.0 87.0 86.0 
94.0 86.0 96.0 
94.0 82.0 98.0 
89.0 77.0 89.0 
89.0 92.0 80.0 
102.0 103.0 89.0 
95.0 90.0 107.0 
103.0 103.0 77.0 
101.0 88.0 72.0 
102.0 77.0 83.0 
108.0 104.0 74.0 
90.0 86.0 103.0 
101.0 89.0 82.0 
91.0 97.0 90.0 
96.0 110.0 93.0 
83.0 85.0 79.0 
87.0 94.0 99.0 
111.0 80.0 105.0 
96.0 90.0 104.0 
86.0 89.0 95.0 
93.0 111.0 86.0 
104.0 93.0 92.0 
110.0 90.0 100.0 
103.0 87.0 110.0 
88.0 80.0 111.0 
91.0 104.0 118.0 
88.0 91.0 81.0 
93.0 88.0 90.0 
72.0 91.0 91.0 
81.0 105.0 105.0 
84.0 94.0 93.0 
79.0 91.0 99.0 
86.0 94.0 94.0 
92.0 102.0 82.0 
77.0 99.0 84.0 
112.0 97.0 81.0 
80.0 107.0 97.0 
91.0 109.0 94.0 
94.0 89.0 83.0 
95.0 86.0 107.0 
96.0 80.0 102.0 
87.0 99.0 85.0 
89.0 100.0 114.0 
103.0 90.0 100.0 
92.0 93.0 99.0 
95.0 75.0 80.0 
83.0 97.0 91.0 
82.0 92.0 108.0 
92.0 84.0 85.0 
87.0 78.0 110.0 
90.0 89.0 100.0 
91.0 78.0 78.0 
86.0 89.0 103.0 
90.0 84.0 93.0 
108.0 113.0 96.0 
100.0 82.0 90.0 
101.0 82.0 104.0 
107.0 73.0 81.0 
94.0 91.0 84.0 
102.0 92.0 86.0 
93.0 74.0 94.0 
85.0 96.0 83.0 
99.0 102.0 89.0 
85.0 81.0 95.0 
86.0 100.0 80.0 
106.0 86.0 99.0 
101.0 81.0 84.0 
105.0 94.0 79.0 
102.0 81.0 95.0 
95.0 92.0 77.0 
96.0 83.0 91.0 
86.0 83.0 108.0 
99.0 91.0 112.0 
97.0 76.0 94.0 
102.0 110.0 111.0 
97.0 88.0 79.0 
102.0 95.0 94.0 
93.0 90.0 90.0 
105.0 86.0 81.0 
93.0 96.0 98.0 
89.0 96.0 92.0 
84.0 95.0 101.0 
95.0 110.0 94.0 
96.0 96.0 89.0 
52.0 91.0 72.0 
77.0 91.0 80.0 
108.0 103.0 91.0 
92.0 92.0 86.0 
86.0 91.0 93.0 
75.0 90.0 108.0 
85.0 94.0 76.0 
97.0 92.0 91.0 
100.0 96.0 82.0 
85.0 89.0 86.0 
106.0 88.0 102.0 
96.0 94.0 92.0 
88.0 103.0 76.0 
95.0 91.0 110.0 
90.0 106.0 93.0 
81.0 88.0 96.0 
99.0 98.0 84.0 
87.0 94.0 87.0 
87.0 101.0 78.0 
76.0 93.0 86.0 
91.0 93.0 83.0 
96.0 101.0 93.0 
98.0 103.0 100.0 
105.0 94.0 76.0 
94.0 92.0 89.0 
97.0 81.0 97.0 
92.0 108.0 71.0 
88.0 89.0 81.0 
84.0 111.0 86.0 
89.0 94.0 89.0 
103.0 86.0 104.0 
