I 250
J 25
bounds (0, 100)
cv 1.0
D 10
k 5
t 3
FLR 0.4
FCR 2
abounds (80, 120)

a 
85.0 85.0 91.0 
83.0 91.0 99.0 
77.0 85.0 88.0 
81.0 89.0 73.0 
77.0 83.0 85.0 
73.0 59.0 80.0 
82.0 82.0 88.0 
98.0 74.0 93.0 
64.0 71.0 77.0 
95.0 80.0 94.0 
79.0 83.0 78.0 
69.0 64.0 82.0 
69.0 77.0 77.0 
96.0 75.0 76.0 
94.0 87.0 92.0 
76.0 102.0 81.0 
81.0 90.0 75.0 
95.0 80.0 94.0 
88.0 80.0 86.0 
104.0 82.0 88.0 
86.0 100.0 71.0 
83.0 73.0 77.0 
83.0 94.0 102.0 
78.0 96.0 79.0 
80.0 77.0 82.0 
82.0 80.0 89.0 
83.0 88.0 82.0 
85.0 86.0 72.0 
79.0 72.0 101.0 
64.0 95.0 89.0 
77.0 79.0 87.0 
78.0 81.0 83.0 
79.0 88.0 86.0 
80.0 84.0 73.0 
85.0 73.0 76.0 
86.0 74.0 88.0 
63.0 76.0 101.0 
70.0 70.0 93.0 
80.0 86.0 71.0 
85.0 93.0 98.0 
79.0 74.0 78.0 
86.0 95.0 77.0 
110.0 72.0 80.0 
79.0 94.0 71.0 
95.0 73.0 90.0 
64.0 78.0 83.0 
90.0 87.0 81.0 
89.0 86.0 91.0 
94.0 92.0 83.0 
87.0 94.0 67.0 
66.0 78.0 86.0 
84.0 87.0 76.0 
84.0 85.0 76.0 
77.0 88.0 80.0 
78.0 78.0 76.0 
82.0 90.0 95.0 
95.0 78.0 68.0 
106.0 81.0 77.0 
82.0 65.0 77.0 
75.0 79.0 94.0 
93.0 84.0 88.0 
98.0 77.0 79.0 
82.0 83.0 78.0 
90.0 82.0 95.0 
84.0 75.0 90.0 
68.0 79.0 84.0 
92.0 77.0 115.0 
86.0 78.0 86.0 
75.0 93.0 89.0 
86.0 90.0 88.0 
79.0 91.0 86.0 
83.0 78.0 85.0 
70.0 97.0 91.0 
77.0 74.0 97.0 
73.0 69.0 93.0 
81.0 86.0 78.0 
78.0 80.0 82.0 
101.0 86.0 75.0 
87.0 83.0 93.0 
93.0 88.0 92.0 
70.0 70.0 77.0 
83.0 102.0 95.0 
76.0 87.0 91.0 
87.0 82.0 94.0 
80.0 80.0 78.0 
86.0 105.0 84.0 
77.0 70.0 86.0 
80.0 98.0 85.0 
89.0 90.0 108.0 
87.0 78.0 90.0 
89.0 68.0 90.0 
88.0 92.0 79.0 
72.0 83.0 91.0 
69.0 102.0 70.0 
82.0 92.0 81.0 
95.0 91.0 81.0 
85.0 86.0 103.0 
88.0 92.0 78.0 
90.0 76.0 88.0 
93.0 77.0 78.0 
82.0 81.0 91.0 
80.0 73.0 72.0 
86.0 77.0 68.0 
102.0 71.0 75.0 
76.0 85.0 89.0 
103.0 80.0 91.0 
93.0 88.0 79.0 
78.0 68.0 88.0 
80.0 93.0 96.0 
80.0 78.0 86.0 
80.0 87.0 66.0 
81.0 90.0 72.0 
79.0 108.0 73.0 
93.0 95.0 96.0 
81.0 88.0 79.0 
69.0 73.0 86.0 
83.0 90.0 81.0 
79.0 83.0 88.0 
76.0 83.0 74.0 
74.0 76.0 87.0 
96.0 70.0 74.0 
96.0 74.0 88.0 
79.0 64.0 82.0 
82.0 96.0 93.0 
71.0 84.0 93.0 
95.0 93.0 74.0 
93.0 88.0 88.0 
95.0 63.0 96.0 
80.0 74.0 91.0 
70.0 79.0 89.0 
84.0 88.0 85.0 
92.0 87.0 88.0 
96.0 89.0 100.0 
92.0 81.0 86.0 
82.0 86.0 81.0 
85.0 79.0 85.0 
62.0 85.0 73.0 
72.0 83.0 92.0 
69.0 81.0 80.0 
80.0 93.0 84.0 
78.0 76.0 81.0 
73.0 66.0 82.0 
103.0 87.0 93.0 
75.0 92.0 79.0 
78.0 78.0 92.0 
67.0 75.0 95.0 
92.0 71.0 81.0 
72.0 80.0 90.0 
82.0 83.0 84.0 
68.0 90.0 100.0 
66.0 74.0 84.0 
86.0 86.0 71.0 
82.0 90.0 86.0 
94.0 88.0 83.0 
67.0 82.0 100.0 
89.0 96.0 86.0 
87.0 95.0 78.0 
70.0 97.0 98.0 
92.0 82.0 94.0 
71.0 70.0 74.0 
94.0 87.0 91.0 
59.0 102.0 88.0 
97.0 79.0 100.0 
77.0 103.0 70.0 
90.0 104.0 59.0 
91.0 86.0 78.0 
70.0 79.0 86.0 
87.0 90.0 64.0 
87.0 87.0 95.0 
84.0 79.0 83.0 
80.0 86.0 77.0 
96.0 89.0 90.0 
88.0 76.0 90.0 
76.0 89.0 101.0 
79.0 84.0 86.0 
88.0 87.0 95.0 
94.0 76.0 88.0 
86.0 71.0 92.0 
83.0 90.0 85.0 
88.0 88.0 70.0 
87.0 69.0 70.0 
90.0 78.0 98.0 
71.0 92.0 90.0 
73.0 67.0 89.0 
76.0 82.0 94.0 
79.0 83.0 81.0 
100.0 71.0 75.0 
84.0 79.0 91.0 
87.0 102.0 86.0 
95.0 80.0 95.0 
80.0 82.0 86.0 
98.0 87.0 80.0 
86.0 97.0 87.0 
65.0 87.0 74.0 
90.0 107.0 86.0 
87.0 98.0 83.0 
75.0 86.0 86.0 
91.0 74.0 72.0 
82.0 71.0 68.0 
95.0 81.0 72.0 
80.0 88.0 83.0 
91.0 99.0 92.0 
81.0 92.0 100.0 
71.0 86.0 93.0 
88.0 91.0 75.0 
70.0 69.0 85.0 
68.0 96.0 89.0 
88.0 81.0 89.0 
89.0 84.0 92.0 
79.0 89.0 100.0 
77.0 68.0 82.0 
87.0 69.0 84.0 
73.0 83.0 79.0 
76.0 71.0 67.0 
75.0 84.0 93.0 
77.0 89.0 87.0 
95.0 75.0 92.0 
