I 200
J 20
bounds (0, 100)
cv 1.0
D 50
k 5
t 3
FLR 0.8
FCR 2
abounds (80, 120)

a 
97.0 103.0 110.0 
103.0 123.0 80.0 
124.0 97.0 100.0 
118.0 106.0 104.0 
112.0 112.0 117.0 
94.0 118.0 109.0 
111.0 122.0 92.0 
101.0 114.0 126.0 
99.0 127.0 116.0 
108.0 104.0 121.0 
102.0 108.0 125.0 
113.0 85.0 103.0 
106.0 111.0 120.0 
135.0 132.0 114.0 
97.0 100.0 113.0 
105.0 109.0 116.0 
124.0 119.0 99.0 
103.0 97.0 101.0 
101.0 95.0 106.0 
109.0 118.0 113.0 
100.0 118.0 96.0 
102.0 113.0 120.0 
105.0 97.0 115.0 
86.0 119.0 108.0 
94.0 106.0 108.0 
122.0 113.0 92.0 
118.0 115.0 107.0 
110.0 111.0 101.0 
102.0 110.0 107.0 
96.0 106.0 129.0 
110.0 110.0 113.0 
99.0 112.0 109.0 
89.0 111.0 109.0 
107.0 103.0 99.0 
102.0 117.0 107.0 
113.0 119.0 124.0 
92.0 108.0 118.0 
105.0 118.0 102.0 
89.0 106.0 115.0 
99.0 102.0 111.0 
112.0 94.0 106.0 
101.0 108.0 112.0 
112.0 90.0 100.0 
117.0 106.0 106.0 
90.0 107.0 100.0 
111.0 106.0 120.0 
98.0 105.0 121.0 
99.0 108.0 94.0 
101.0 105.0 113.0 
131.0 95.0 113.0 
89.0 112.0 112.0 
109.0 97.0 109.0 
122.0 95.0 113.0 
86.0 104.0 117.0 
116.0 116.0 140.0 
128.0 130.0 103.0 
118.0 97.0 114.0 
109.0 115.0 117.0 
95.0 107.0 84.0 
99.0 122.0 98.0 
107.0 109.0 108.0 
128.0 123.0 119.0 
106.0 115.0 100.0 
117.0 121.0 106.0 
111.0 124.0 117.0 
135.0 111.0 111.0 
109.0 131.0 105.0 
101.0 109.0 103.0 
90.0 106.0 97.0 
104.0 97.0 104.0 
104.0 92.0 111.0 
117.0 123.0 105.0 
99.0 92.0 103.0 
92.0 109.0 110.0 
110.0 117.0 110.0 
109.0 96.0 102.0 
120.0 128.0 111.0 
111.0 94.0 105.0 
102.0 106.0 100.0 
120.0 107.0 98.0 
113.0 106.0 106.0 
92.0 115.0 106.0 
118.0 93.0 104.0 
107.0 93.0 98.0 
132.0 111.0 96.0 
117.0 116.0 110.0 
96.0 124.0 114.0 
104.0 114.0 96.0 
122.0 109.0 117.0 
108.0 125.0 110.0 
118.0 109.0 126.0 
105.0 105.0 110.0 
131.0 102.0 114.0 
90.0 115.0 101.0 
106.0 108.0 84.0 
108.0 97.0 113.0 
112.0 120.0 99.0 
111.0 124.0 113.0 
98.0 114.0 101.0 
90.0 111.0 109.0 
122.0 92.0 86.0 
107.0 122.0 104.0 
106.0 113.0 101.0 
111.0 111.0 104.0 
102.0 102.0 111.0 
110.0 87.0 121.0 
117.0 110.0 115.0 
126.0 101.0 120.0 
112.0 114.0 102.0 
109.0 104.0 130.0 
121.0 104.0 129.0 
103.0 112.0 96.0 
98.0 99.0 102.0 
115.0 111.0 99.0 
98.0 114.0 107.0 
119.0 108.0 107.0 
123.0 112.0 116.0 
108.0 117.0 116.0 
102.0 103.0 120.0 
121.0 119.0 118.0 
102.0 116.0 120.0 
102.0 98.0 111.0 
114.0 118.0 100.0 
110.0 97.0 114.0 
129.0 106.0 118.0 
107.0 94.0 114.0 
130.0 109.0 118.0 
119.0 101.0 125.0 
121.0 107.0 95.0 
111.0 97.0 107.0 
127.0 92.0 90.0 
108.0 90.0 86.0 
116.0 94.0 110.0 
104.0 107.0 112.0 
111.0 124.0 92.0 
99.0 108.0 100.0 
127.0 115.0 123.0 
114.0 128.0 108.0 
107.0 104.0 100.0 
109.0 118.0 113.0 
119.0 100.0 110.0 
117.0 94.0 108.0 
126.0 103.0 117.0 
118.0 119.0 96.0 
114.0 120.0 105.0 
119.0 113.0 119.0 
113.0 119.0 97.0 
95.0 104.0 118.0 
118.0 126.0 107.0 
112.0 129.0 81.0 
107.0 107.0 106.0 
112.0 117.0 115.0 
99.0 126.0 110.0 
97.0 107.0 110.0 
109.0 104.0 102.0 
111.0 138.0 92.0 
119.0 102.0 101.0 
120.0 101.0 120.0 
111.0 114.0 102.0 
130.0 100.0 114.0 
110.0 108.0 119.0 
101.0 120.0 110.0 
104.0 137.0 130.0 
106.0 113.0 116.0 
123.0 108.0 117.0 
128.0 115.0 105.0 
127.0 119.0 96.0 
107.0 114.0 107.0 
99.0 106.0 128.0 
126.0 95.0 92.0 
107.0 108.0 109.0 
105.0 93.0 108.0 
120.0 102.0 99.0 
106.0 114.0 96.0 
117.0 90.0 96.0 
100.0 92.0 129.0 
100.0 106.0 109.0 
112.0 112.0 79.0 
101.0 115.0 118.0 
101.0 126.0 107.0 
102.0 97.0 102.0 
107.0 121.0 101.0 
112.0 93.0 113.0 
113.0 108.0 112.0 
112.0 106.0 135.0 
107.0 121.0 99.0 
109.0 98.0 93.0 
90.0 125.0 105.0 
105.0 109.0 112.0 
109.0 105.0 117.0 
120.0 115.0 95.0 
99.0 120.0 108.0 
120.0 99.0 122.0 
94.0 106.0 111.0 
94.0 123.0 112.0 
107.0 113.0 108.0 
114.0 99.0 111.0 
95.0 116.0 121.0 
100.0 108.0 131.0 
114.0 118.0 107.0 

Icoords
95.1478 20.2138
66.759 31.9722
99.9361 28.7822
11.5035 46.0405
56.0936 99.0876
31.4409 44.2101
78.6984 32.9376
85.288 74.3532
50.5569 26.3627
66.4299 15.9156
53.3255 46.1706
32.7775 55.3982
87.0987 96.5121
34.5884 1.4686
44.5687 44.8037
69.2694 76.9179
53.4989 5.7557
2.8463 64.2972
43.7554 46.0032
31.0906 6.6697
83.4228 43.3256
34.0987 33.0511
