I 250
J 25
bounds (0, 100)
cv 0.5
D 1
k 5
t 3
FLR 0.4
FCR 2
abounds (80, 120)

a 
101.0 100.0 104.0 
101.0 99.0 113.0 
106.0 113.0 122.0 
99.0 98.0 114.0 
115.0 107.0 108.0 
107.0 107.0 87.0 
109.0 90.0 94.0 
120.0 84.0 92.0 
104.0 106.0 117.0 
107.0 92.0 104.0 
86.0 92.0 122.0 
93.0 123.0 104.0 
93.0 100.0 91.0 
95.0 97.0 104.0 
111.0 87.0 88.0 
98.0 105.0 105.0 
102.0 110.0 95.0 
92.0 106.0 105.0 
120.0 104.0 124.0 
105.0 100.0 111.0 
116.0 99.0 97.0 
88.0 99.0 93.0 
106.0 95.0 96.0 
108.0 103.0 95.0 
110.0 103.0 104.0 
110.0 87.0 98.0 
112.0 111.0 93.0 
107.0 101.0 88.0 
115.0 90.0 87.0 
91.0 96.0 106.0 
92.0 102.0 107.0 
99.0 110.0 103.0 
111.0 105.0 89.0 
94.0 103.0 104.0 
113.0 93.0 90.0 
112.0 107.0 86.0 
96.0 102.0 106.0 
114.0 88.0 105.0 
96.0 92.0 104.0 
108.0 111.0 85.0 
96.0 95.0 96.0 
98.0 104.0 107.0 
98.0 92.0 102.0 
104.0 115.0 95.0 
122.0 121.0 107.0 
87.0 100.0 112.0 
103.0 92.0 106.0 
97.0 104.0 92.0 
90.0 86.0 88.0 
123.0 95.0 112.0 
91.0 118.0 91.0 
110.0 124.0 101.0 
115.0 105.0 90.0 
89.0 95.0 109.0 
114.0 121.0 105.0 
98.0 103.0 97.0 
96.0 103.0 75.0 
98.0 106.0 94.0 
78.0 114.0 101.0 
109.0 112.0 100.0 
83.0 112.0 106.0 
117.0 98.0 123.0 
92.0 110.0 98.0 
90.0 95.0 105.0 
107.0 123.0 80.0 
124.0 107.0 98.0 
104.0 103.0 108.0 
96.0 132.0 93.0 
95.0 102.0 99.0 
98.0 106.0 118.0 
96.0 99.0 97.0 
107.0 89.0 96.0 
96.0 122.0 89.0 
88.0 104.0 88.0 
95.0 94.0 100.0 
98.0 94.0 97.0 
104.0 110.0 108.0 
97.0 117.0 81.0 
101.0 120.0 100.0 
91.0 85.0 81.0 
128.0 91.0 79.0 
90.0 103.0 94.0 
110.0 111.0 95.0 
112.0 103.0 100.0 
94.0 94.0 102.0 
94.0 102.0 115.0 
84.0 105.0 108.0 
93.0 95.0 99.0 
112.0 99.0 95.0 
107.0 111.0 85.0 
92.0 100.0 99.0 
104.0 95.0 114.0 
106.0 101.0 109.0 
105.0 124.0 85.0 
82.0 95.0 83.0 
105.0 111.0 85.0 
108.0 105.0 111.0 
126.0 108.0 98.0 
95.0 90.0 95.0 
81.0 105.0 102.0 
113.0 125.0 105.0 
93.0 129.0 110.0 
95.0 113.0 88.0 
97.0 114.0 100.0 
105.0 82.0 97.0 
101.0 119.0 85.0 
110.0 109.0 118.0 
85.0 114.0 85.0 
116.0 95.0 100.0 
86.0 98.0 100.0 
94.0 98.0 88.0 
96.0 98.0 112.0 
96.0 102.0 102.0 
101.0 106.0 90.0 
110.0 83.0 111.0 
106.0 102.0 90.0 
99.0 82.0 107.0 
