I 250
J 25
bounds (0, 100)
cv 1.5
D 1
k 5
t 3
FLR 0.6
FCR 10
abounds (80, 120)

a 
104.0 91.0 106.0 
87.0 107.0 86.0 
87.0 104.0 109.0 
99.0 100.0 89.0 
80.0 87.0 86.0 
86.0 98.0 98.0 
89.0 99.0 100.0 
120.0 100.0 76.0 
94.0 84.0 123.0 
74.0 105.0 98.0 
72.0 74.0 94.0 
95.0 99.0 114.0 
84.0 101.0 71.0 
101.0 95.0 92.0 
104.0 89.0 94.0 
98.0 91.0 88.0 
104.0 74.0 94.0 
101.0 88.0 97.0 
101.0 117.0 95.0 
95.0 88.0 97.0 
100.0 92.0 106.0 
99.0 85.0 82.0 
85.0 96.0 94.0 
86.0 102.0 100.0 
103.0 94.0 107.0 
99.0 85.0 85.0 
112.0 98.0 102.0 
102.0 95.0 101.0 
94.0 92.0 93.0 
97.0 95.0 93.0 
85.0 101.0 85.0 
99.0 92.0 89.0 
99.0 103.0 89.0 
85.0 95.0 82.0 
91.0 94.0 83.0 
92.0 110.0 103.0 
95.0 96.0 105.0 
96.0 99.0 79.0 
81.0 105.0 88.0 
87.0 82.0 101.0 
84.0 93.0 88.0 
97.0 87.0 102.0 
100.0 104.0 86.0 
96.0 101.0 85.0 
107.0 82.0 93.0 
99.0 101.0 84.0 
86.0 77.0 96.0 
105.0 93.0 87.0 
89.0 80.0 103.0 
102.0 90.0 100.0 
104.0 95.0 106.0 
93.0 85.0 89.0 
72.0 90.0 109.0 
106.0 98.0 94.0 
94.0 94.0 101.0 
96.0 86.0 101.0 
97.0 107.0 99.0 
97.0 103.0 89.0 
86.0 98.0 103.0 
98.0 102.0 97.0 
102.0 84.0 96.0 
87.0 105.0 92.0 
88.0 100.0 93.0 
73.0 79.0 93.0 
88.0 86.0 89.0 
97.0 93.0 98.0 
117.0 93.0 94.0 
91.0 84.0 96.0 
104.0 87.0 81.0 
109.0 97.0 123.0 
89.0 90.0 100.0 
80.0 93.0 77.0 
94.0 107.0 86.0 
96.0 88.0 90.0 
101.0 108.0 83.0 
88.0 84.0 81.0 
95.0 98.0 104.0 
85.0 99.0 104.0 
114.0 98.0 95.0 
94.0 108.0 122.0 
85.0 93.0 99.0 
93.0 90.0 89.0 
92.0 99.0 86.0 
96.0 106.0 81.0 
87.0 82.0 92.0 
97.0 76.0 84.0 
110.0 87.0 99.0 
98.0 111.0 105.0 
93.0 95.0 91.0 
88.0 92.0 82.0 
80.0 97.0 94.0 
94.0 96.0 79.0 
97.0 99.0 95.0 
88.0 98.0 97.0 
91.0 108.0 96.0 
88.0 96.0 91.0 
