I 150
J 15
bounds (0, 100)
cv 1.5
D 100
k 5
t 3
FLR 0.8
FCR 2
abounds (80, 120)

a 
95.0 107.0 100.0 
107.0 106.0 90.0 
114.0 104.0 128.0 
121.0 103.0 91.0 
88.0 93.0 94.0 
112.0 88.0 101.0 
93.0 105.0 94.0 
93.0 103.0 95.0 
99.0 98.0 104.0 
97.0 98.0 109.0 
107.0 109.0 88.0 
95.0 110.0 90.0 
89.0 98.0 101.0 
101.0 96.0 93.0 
99.0 100.0 105.0 
114.0 116.0 116.0 
95.0 104.0 107.0 
116.0 95.0 95.0 
105.0 89.0 94.0 
92.0 101.0 108.0 
108.0 105.0 102.0 
102.0 91.0 87.0 
112.0 92.0 84.0 
94.0 111.0 88.0 
99.0 100.0 96.0 
100.0 86.0 111.0 
82.0 101.0 110.0 
92.0 100.0 94.0 
100.0 109.0 104.0 
111.0 74.0 111.0 
100.0 121.0 106.0 
109.0 96.0 106.0 
101.0 102.0 114.0 
95.0 95.0 112.0 
91.0 96.0 96.0 
88.0 106.0 99.0 
86.0 83.0 106.0 
79.0 100.0 99.0 
90.0 91.0 70.0 
106.0 93.0 93.0 
96.0 101.0 100.0 
101.0 116.0 94.0 
92.0 103.0 111.0 
110.0 90.0 88.0 
101.0 99.0 84.0 
91.0 95.0 104.0 
100.0 96.0 117.0 
90.0 73.0 108.0 
106.0 93.0 93.0 
92.0 97.0 93.0 
116.0 95.0 103.0 
108.0 103.0 84.0 
91.0 108.0 95.0 
111.0 107.0 95.0 
89.0 100.0 97.0 
108.0 94.0 113.0 
111.0 103.0 88.0 
100.0 104.0 106.0 
90.0 108.0 104.0 
96.0 106.0 111.0 
100.0 96.0 95.0 
98.0 86.0 100.0 
115.0 96.0 87.0 
102.0 96.0 91.0 
93.0 110.0 89.0 
96.0 93.0 98.0 
78.0 102.0 111.0 
93.0 92.0 104.0 
93.0 112.0 110.0 
96.0 99.0 85.0 
83.0 113.0 96.0 
97.0 98.0 98.0 
86.0 99.0 94.0 
106.0 108.0 90.0 
93.0 80.0 88.0 
100.0 85.0 98.0 
114.0 92.0 93.0 
109.0 94.0 98.0 
108.0 107.0 119.0 
98.0 94.0 94.0 
90.0 84.0 84.0 
98.0 84.0 109.0 
87.0 87.0 97.0 
88.0 96.0 127.0 
105.0 103.0 82.0 
96.0 90.0 90.0 
112.0 91.0 97.0 
100.0 125.0 98.0 
90.0 95.0 92.0 
94.0 87.0 85.0 
89.0 95.0 115.0 
104.0 103.0 104.0 
98.0 111.0 121.0 
90.0 92.0 83.0 
113.0 106.0 104.0 
100.0 90.0 107.0 
