I 250
J 25
bounds (0, 100)
cv 1.5
D 1
k 5
t 3
FLR 0.4
FCR 4
abounds (80, 120)

a 
105.0 93.0 101.0 
117.0 108.0 84.0 
110.0 125.0 92.0 
104.0 100.0 117.0 
118.0 112.0 122.0 
111.0 128.0 132.0 
115.0 101.0 109.0 
104.0 114.0 110.0 
101.0 114.0 106.0 
125.0 87.0 112.0 
108.0 106.0 100.0 
93.0 99.0 130.0 
109.0 113.0 119.0 
123.0 124.0 112.0 
109.0 91.0 117.0 
126.0 108.0 119.0 
92.0 105.0 91.0 
108.0 99.0 92.0 
99.0 125.0 90.0 
105.0 117.0 116.0 
100.0 94.0 113.0 
101.0 102.0 107.0 
98.0 124.0 96.0 
116.0 101.0 101.0 
93.0 120.0 91.0 
113.0 87.0 113.0 
130.0 129.0 84.0 
121.0 126.0 107.0 
131.0 115.0 113.0 
98.0 113.0 117.0 
112.0 114.0 93.0 
124.0 104.0 103.0 
101.0 106.0 111.0 
91.0 120.0 117.0 
114.0 99.0 93.0 
101.0 105.0 96.0 
95.0 87.0 113.0 
107.0 119.0 112.0 
112.0 109.0 111.0 
133.0 106.0 103.0 
111.0 109.0 106.0 
95.0 128.0 103.0 
120.0 91.0 104.0 
102.0 125.0 121.0 
98.0 108.0 125.0 
119.0 106.0 114.0 
106.0 118.0 95.0 
129.0 104.0 117.0 
80.0 113.0 118.0 
91.0 125.0 105.0 
112.0 111.0 116.0 
89.0 109.0 113.0 
111.0 108.0 122.0 
121.0 93.0 111.0 
88.0 106.0 110.0 
107.0 118.0 102.0 
124.0 90.0 116.0 
105.0 120.0 115.0 
112.0 85.0 109.0 
107.0 100.0 110.0 
110.0 115.0 108.0 
108.0 96.0 108.0 
116.0 112.0 112.0 
112.0 83.0 103.0 
112.0 90.0 101.0 
127.0 105.0 111.0 
105.0 113.0 107.0 
93.0 100.0 92.0 
102.0 102.0 93.0 
106.0 130.0 106.0 
93.0 108.0 103.0 
119.0 113.0 92.0 
126.0 120.0 109.0 
115.0 106.0 111.0 
91.0 110.0 104.0 
122.0 106.0 127.0 
106.0 102.0 105.0 
95.0 102.0 106.0 
105.0 104.0 99.0 
95.0 99.0 98.0 
114.0 102.0 105.0 
103.0 110.0 119.0 
111.0 94.0 91.0 
115.0 115.0 116.0 
122.0 102.0 108.0 
111.0 105.0 94.0 
103.0 127.0 101.0 
101.0 110.0 94.0 
100.0 106.0 85.0 
110.0 105.0 109.0 
111.0 116.0 88.0 
109.0 111.0 109.0 
122.0 117.0 120.0 
104.0 121.0 96.0 
93.0 103.0 123.0 
117.0 108.0 116.0 
