I 250
J 25
bounds (0, 100)
cv 1.5
D 1
k 5
t 3
FLR 0.6
FCR 4
abounds (80, 120)

a 
101.0 90.0 113.0 
103.0 121.0 114.0 
116.0 103.0 102.0 
113.0 96.0 121.0 
103.0 110.0 115.0 
102.0 103.0 93.0 
95.0 91.0 112.0 
104.0 111.0 94.0 
85.0 91.0 98.0 
122.0 118.0 98.0 
122.0 107.0 104.0 
104.0 103.0 113.0 
110.0 128.0 105.0 
88.0 102.0 98.0 
124.0 109.0 106.0 
122.0 111.0 98.0 
102.0 108.0 83.0 
105.0 96.0 110.0 
116.0 108.0 119.0 
110.0 109.0 108.0 
109.0 120.0 82.0 
121.0 109.0 107.0 
111.0 105.0 93.0 
107.0 123.0 106.0 
110.0 98.0 89.0 
105.0 107.0 102.0 
95.0 97.0 125.0 
98.0 99.0 106.0 
96.0 126.0 103.0 
107.0 122.0 104.0 
99.0 101.0 115.0 
111.0 120.0 89.0 
91.0 105.0 109.0 
85.0 109.0 85.0 
96.0 112.0 106.0 
97.0 117.0 87.0 
118.0 114.0 108.0 
102.0 95.0 130.0 
104.0 102.0 102.0 
112.0 104.0 111.0 
110.0 93.0 92.0 
107.0 96.0 106.0 
114.0 103.0 93.0 
113.0 116.0 95.0 
116.0 107.0 101.0 
107.0 115.0 104.0 
107.0 102.0 110.0 
94.0 96.0 98.0 
106.0 101.0 94.0 
109.0 108.0 108.0 
104.0 109.0 113.0 
95.0 107.0 92.0 
110.0 102.0 103.0 
117.0 111.0 104.0 
89.0 106.0 109.0 
116.0 90.0 101.0 
101.0 103.0 106.0 
108.0 119.0 95.0 
108.0 116.0 138.0 
94.0 98.0 101.0 
101.0 109.0 111.0 
108.0 95.0 115.0 
90.0 97.0 87.0 
106.0 126.0 97.0 
93.0 99.0 107.0 
132.0 101.0 120.0 
102.0 102.0 99.0 
99.0 108.0 104.0 
98.0 95.0 89.0 
107.0 101.0 97.0 
141.0 107.0 98.0 
95.0 102.0 111.0 
112.0 102.0 106.0 
117.0 91.0 94.0 
112.0 121.0 112.0 
93.0 113.0 123.0 
102.0 118.0 87.0 
114.0 105.0 105.0 
112.0 116.0 112.0 
100.0 112.0 122.0 
92.0 107.0 93.0 
110.0 97.0 115.0 
107.0 105.0 89.0 
96.0 91.0 93.0 
101.0 105.0 105.0 
111.0 113.0 103.0 
119.0 96.0 94.0 
83.0 112.0 103.0 
89.0 100.0 101.0 
121.0 116.0 92.0 
91.0 89.0 94.0 
109.0 103.0 114.0 
101.0 104.0 106.0 
127.0 115.0 108.0 
111.0 101.0 117.0 
116.0 107.0 123.0 
