I 150
J 15
bounds (0, 100)
cv 1.0
D 10
k 5
t 3
FLR 0.4
FCR 4
λbounds (80, 120)

λ 
92.7348 88.5329 101.8251 
97.56 95.7859 99.6639 
106.9353 94.3607 100.0993 
83.6527 117.7594 95.0642 
102.854 115.1982 105.9449 
115.9345 117.2193 101.2164 
104.9108 91.7228 80.1715 
109.9634 84.1585 113.3745 
113.7839 82.5401 89.5436 
116.0888 91.9312 85.2626 
113.0715 115.8526 105.2955 
84.882 91.5176 109.8649 
114.0971 112.182 102.2268 
116.7591 98.9036 112.6298 
112.0385 90.6098 96.6811 
109.636 90.2875 104.5292 
111.3962 92.7364 81.5849 
119.2147 93.712 86.961 
81.9224 104.1407 94.1121 
114.0121 93.7207 111.3445 
80.8647 100.2007 103.1436 
117.3526 109.636 91.5953 
83.9873 89.5058 111.1814 
114.6458 108.5952 103.7689 
82.8336 102.8595 115.2628 
86.3955 118.98 111.5482 
90.157 102.8991 80.9325 
116.4647 113.1561 111.0402 
98.5732 81.6383 114.0959 
97.0273 82.3418 96.6258 
80.2303 94.4287 97.8023 
118.5212 107.5511 92.3309 
97.9496 87.0246 117.46 
118.2331 119.5758 110.6806 
88.0375 81.6776 99.4334 
86.761 104.5368 94.2036 
105.8659 98.3954 94.1546 
103.6933 118.4633 102.1027 
81.7318 93.122 97.9497 
97.1484 88.4647 110.5707 
118.4287 107.5776 106.3209 
80.031 106.4008 101.9633 
107.4598 106.8283 93.0468 
95.895 109.4146 91.4209 
87.2545 106.7789 97.0399 
108.7374 115.2031 80.3423 
112.9777 108.2029 103.7088 
81.9724 80.0967 102.7302 
95.8239 105.6159 103.9353 
95.8552 89.0942 114.6726 
93.6142 82.2749 96.65 
80.7693 113.148 92.3199 
97.5171 99.2533 103.0099 
103.5724 83.8989 102.2998 
97.3511 111.2329 116.3804 
102.2149 98.8624 90.3114 
109.3459 112.0335 95.785 
93.2851 119.5462 108.7147 
85.2191 114.1139 110.4924 
108.029 96.5016 107.5807 
101.2367 96.0248 108.7516 
107.928 81.1673 114.7291 
90.1221 83.3804 95.8074 
99.8616 92.8663 106.9979 
119.0162 83.9068 85.2478 
117.2916 94.116 92.9831 
102.0853 89.5505 93.0436 
103.8417 108.745 95.2931 
117.4309 100.5968 85.4771 
96.3762 106.0418 80.7195 
82.6923 91.6387 88.1697 
105.7659 106.3959 110.0953 
107.3282 95.3435 91.4529 
118.6176 86.6235 95.5649 
91.2512 80.5782 84.511 
112.7869 87.6809 119.4933 
85.8757 118.1275 82.7426 
112.9157 100.8961 101.7819 
85.1732 88.5027 117.8579 
101.1134 112.1349 114.6588 
112.9715 103.2507 93.4347 
94.3299 85.266 95.1952 
100.3028 112.8336 113.9661 
110.6251 87.3567 103.8224 
118.6085 84.9485 89.4126 
108.894 90.4156 80.7811 
81.4889 119.0855 96.6447 
102.1208 82.0423 87.3192 
95.8483 111.1045 89.0648 
99.2491 96.3974 117.75 
96.8068 104.2168 104.7346 
93.6658 117.5927 115.8671 
113.4632 91.0002 101.8899 
110.9356 108.3063 85.6611 
108.0558 82.8101 89.4784 
99.8758 112.3645 85.8153 
91.6375 105.1038 90.4145 
107.3201 98.9802 119.9805 
91.3674 115.6356 95.2596 
92.6334 114.4613 116.1764 
117.2513 97.3928 89.8706 
104.3658 107.3867 119.8795 
100.7342 106.1117 116.7041 
87.5932 102.3578 84.4752 
115.175 107.1564 114.6301 
90.9947 92.5801 101.3238 
103.662 99.9324 111.7871 
106.0612 119.089 97.2262 
107.1943 113.9803 112.1967 
113.065 89.6903 81.8861 
95.1509 80.4487 93.014 
89.5115 110.4988 108.5609 
119.4739 83.0972 109.0011 
111.5641 93.6498 111.183 
100.6224 105.2569 112.5341 
108.6458 91.5922 118.5043 
81.4547 103.2855 116.3136 
83.3123 93.8337 85.3145 
108.4533 117.4409 105.8803 
99.4816 83.431 92.5185 
97.8551 100.029 100.2573 
110.7592 80.8976 102.3326 
105.3956 88.284 88.9083 
101.1703 81.9766 108.861 
87.265 94.225 86.2959 
103.0292 110.5274 104.2937 
94.1213 103.3021 91.9319 
112.5968 102.9977 106.641 
94.7011 109.6631 102.3901 
91.2807 80.113 83.7531 
87.651 101.3437 116.5453 
83.2488 92.5359 104.7581 
102.0358 104.7463 98.2863 
99.3091 112.3459 109.2109 
108.1002 112.6283 109.5543 
84.2691 94.7469 100.3594 
101.2331 117.408 83.3119 
84.3302 84.7549 84.8172 
100.3095 94.4442 112.4554 
100.2766 102.7085 96.0737 
81.7488 95.117 90.7733 
85.9861 95.6848 107.8021 
90.7673 108.3976 115.6975 
104.6869 80.1774 97.2466 
115.1668 91.2958 107.4383 
118.8135 116.7324 84.347 
85.1092 113.6958 93.2417 
101.1441 86.0637 103.0371 
96.2931 81.4718 82.0428 
117.9145 110.6802 88.5932 

Icoords
15.4744 28.1821
79.0422 51.4491
76.5452 75.1001
67.9437 69.9131
67.0891 64.1183
3.2981 93.7271
7.815 20.7946
66.5528 36.7386
18.9178 58.8999
89.0431 15.4097
42.0022 73.6084
7.5986 29.4858
97.0583 49.7782
44.4002 37.3669
64.7669 22.6216
97.977 91.6821
68.3297 72.6534
31.6734 7.6399
15.9978 54.9467
91.3108 4.0645
12.0759 55.7099
35.3739 18.8448
47.3113 63.0474
90.9453 89.5046
49.2937 32.4168
42.4511 46.5513
10.3292 6.8771
25.8489 43.1157
49.7576 74.2822
60.8822 48.506
48.2566 56.0035
74.9575 28.1712
38.5016 8.34
37.6205 92.6886
37.363 63.4451
12.9228 13.6019
71.4156 38.3887
1.7602 23.0891
2.556 72.4488
35.1213 11.583
11.4217 55.7264
33.7746 83.9055
63.4643 41.8793
80.5817 60.7329
94.5638 48.5967
79.2243 80.2662
92.1277 23.2035
