I 150
J 15
bounds (0, 100)
cv 0.5
D 100
k 5
t 3
FLR 0.4
FCR 4
λbounds (80, 120)

λ 
86.54 86.1152 95.1483 
93.6079 105.8802 104.291 
93.0942 83.1686 89.0258 
118.2095 114.0274 119.0594 
83.8781 96.6486 92.0416 
109.7338 94.8412 103.103 
92.955 109.1229 117.8315 
88.0274 86.0705 115.8422 
85.3332 105.7546 99.2884 
82.748 116.953 100.9849 
106.8233 114.0025 91.6661 
109.3554 99.276 82.6561 
117.5855 91.1634 104.759 
89.9793 80.9826 99.0884 
81.8159 111.0134 99.1534 
82.0533 96.3897 84.8911 
86.2392 105.702 99.6647 
105.8723 116.5837 109.8659 
80.4052 108.2189 113.051 
95.3398 112.8696 119.2529 
94.9807 119.1904 83.2187 
114.4918 115.8242 97.7715 
111.4788 111.1007 84.3987 
91.3785 101.8242 89.3044 
92.7426 82.1687 87.3239 
100.5725 93.5347 90.187 
114.6715 88.0606 91.4271 
101.3996 95.2901 105.58 
91.5401 99.6311 100.4213 
108.086 96.8091 91.7073 
119.728 86.2193 115.2114 
108.48 88.2169 88.3458 
110.0216 102.6526 100.8418 
83.3951 100.1624 103.1306 
97.3549 105.3385 88.2571 
119.2124 116.1674 113.4292 
80.1229 101.1776 96.3828 
80.1791 97.3943 90.0471 
90.7543 116.4928 97.2397 
113.156 83.8593 116.2321 
108.5853 89.2026 96.165 
113.8591 86.8965 87.0112 
102.3898 105.7583 93.0254 
97.9379 94.864 102.7062 
111.9376 112.032 118.8372 
89.9487 88.7686 94.2236 
86.6138 92.81 113.6374 
119.3139 88.0072 106.24 
85.4717 118.8126 110.6638 
92.9146 113.2772 116.8684 
99.2103 106.6512 112.9524 
111.4267 101.1313 118.819 
117.264 83.0316 100.4459 
103.9235 90.6464 87.8753 
94.7879 82.8886 81.2049 
92.3079 84.8245 93.0236 
93.7377 87.2218 97.3557 
87.8743 111.156 95.5406 
84.6584 97.8601 100.4432 
91.3705 101.8595 83.5086 
88.0706 119.595 82.3971 
116.8196 83.5306 107.8262 
97.3208 101.537 114.5078 
115.8207 85.8063 110.1481 
100.8393 95.1463 94.9862 
119.8417 90.6229 107.3066 
98.988 94.5484 100.6809 
86.1076 97.5083 112.7912 
87.8117 90.9402 80.1145 
96.037 107.0414 101.5196 
116.5514 102.8721 111.6383 
91.6955 87.7145 101.4792 
84.3261 116.1847 99.4684 
92.9678 93.1278 118.3405 
93.7877 90.6701 104.5398 
117.0995 117.5822 81.89 
98.6991 109.4478 81.92 
94.8501 81.6719 115.3553 
107.1143 99.709 111.2137 
115.6164 111.8132 113.7873 
96.4699 112.1213 84.8707 
86.8076 112.6394 90.9439 
82.2571 100.4026 85.3706 
115.1794 82.1766 90.7008 
89.1048 102.829 81.3528 
84.6684 95.1512 109.0871 
97.2588 89.868 104.8696 
108.3964 115.3889 106.4295 
86.0649 110.7986 116.4058 
81.7525 99.6318 92.7437 
95.13 98.4606 110.4543 
90.1686 107.5739 91.0454 
94.9828 84.4006 96.8853 
89.2046 101.8151 115.1628 
82.7351 108.4791 93.2598 
81.7274 98.8607 97.179 
94.1284 104.6038 107.3968 
