I 250
J 25
bounds (0, 100)
cv 0.5
D 1
k 5
t 3
FLR 0.4
FCR 8
abounds (80, 120)

a 
87.0 93.0 73.0 
92.0 87.0 81.0 
92.0 96.0 93.0 
89.0 92.0 83.0 
84.0 85.0 87.0 
94.0 82.0 73.0 
75.0 73.0 78.0 
75.0 90.0 89.0 
91.0 82.0 69.0 
84.0 88.0 80.0 
97.0 80.0 92.0 
88.0 68.0 77.0 
92.0 90.0 89.0 
93.0 96.0 110.0 
75.0 79.0 96.0 
86.0 108.0 80.0 
82.0 85.0 81.0 
88.0 83.0 84.0 
81.0 64.0 73.0 
95.0 91.0 110.0 
87.0 87.0 80.0 
81.0 89.0 93.0 
88.0 75.0 78.0 
94.0 87.0 82.0 
93.0 79.0 100.0 
73.0 84.0 90.0 
84.0 80.0 96.0 
93.0 80.0 91.0 
75.0 74.0 85.0 
82.0 87.0 73.0 
91.0 76.0 96.0 
90.0 74.0 89.0 
86.0 85.0 114.0 
77.0 90.0 88.0 
84.0 99.0 77.0 
94.0 91.0 99.0 
73.0 78.0 82.0 
88.0 70.0 85.0 
92.0 75.0 85.0 
103.0 83.0 92.0 
92.0 113.0 98.0 
85.0 80.0 86.0 
79.0 89.0 103.0 
75.0 76.0 80.0 
95.0 73.0 90.0 
80.0 86.0 113.0 
85.0 89.0 89.0 
89.0 101.0 83.0 
87.0 104.0 92.0 
91.0 70.0 67.0 
83.0 96.0 88.0 
89.0 80.0 94.0 
88.0 81.0 88.0 
87.0 86.0 81.0 
72.0 79.0 85.0 
76.0 88.0 86.0 
90.0 77.0 86.0 
76.0 87.0 82.0 
73.0 75.0 89.0 
81.0 85.0 80.0 
89.0 113.0 74.0 
73.0 93.0 98.0 
85.0 90.0 78.0 
87.0 86.0 88.0 
73.0 82.0 73.0 
85.0 88.0 72.0 
99.0 92.0 85.0 
88.0 93.0 85.0 
80.0 94.0 84.0 
89.0 77.0 84.0 
88.0 85.0 89.0 
88.0 86.0 99.0 
69.0 81.0 80.0 
89.0 88.0 94.0 
84.0 92.0 85.0 
86.0 77.0 88.0 
99.0 91.0 94.0 
93.0 88.0 92.0 
78.0 93.0 86.0 
84.0 85.0 80.0 
79.0 90.0 81.0 
87.0 92.0 91.0 
95.0 81.0 94.0 
75.0 72.0 79.0 
91.0 92.0 91.0 
101.0 81.0 83.0 
90.0 102.0 87.0 
75.0 79.0 91.0 
87.0 93.0 80.0 
91.0 95.0 97.0 
94.0 101.0 95.0 
84.0 72.0 94.0 
89.0 98.0 72.0 
103.0 96.0 76.0 
69.0 79.0 96.0 
87.0 83.0 71.0 
74.0 88.0 99.0 
92.0 83.0 77.0 
76.0 65.0 79.0 
98.0 72.0 92.0 
96.0 84.0 65.0 
83.0 88.0 79.0 
74.0 69.0 97.0 
95.0 89.0 82.0 
80.0 86.0 83.0 
74.0 85.0 85.0 
86.0 82.0 87.0 
80.0 76.0 83.0 
84.0 99.0 81.0 
95.0 82.0 92.0 
83.0 93.0 80.0 
88.0 75.0 95.0 
88.0 80.0 89.0 
93.0 80.0 82.0 
71.0 93.0 83.0 
83.0 78.0 83.0 
91.0 93.0 85.0 
