I 200
J 20
bounds (0, 100)
cv 1.0
D 1
k 5
t 3
FLR 0.8
FCR 10
λbounds (80, 120)

λ 
112.2641 104.2269 115.419 
104.8136 84.6085 92.1431 
115.4266 100.3742 114.6123 
105.3737 112.0284 94.1179 
83.5199 92.2654 85.3005 
108.443 91.2406 84.7826 
80.8439 100.0939 114.2336 
85.5493 80.0522 89.5963 
116.375 92.8585 118.8424 
110.874 85.4597 85.3775 
105.5205 88.216 111.7958 
87.3965 114.4634 104.1961 
116.7195 93.0584 80.063 
117.8824 100.8585 84.3379 
91.9875 118.8918 80.0773 
114.1011 99.0947 102.7907 
114.4109 119.8655 94.9837 
110.8796 112.6712 103.0478 
98.9224 104.8692 118.7063 
100.9968 95.5797 84.1177 
111.6953 110.0699 93.0251 
95.2918 116.3868 97.4206 
87.2082 99.9774 93.1298 
101.964 106.6122 80.0548 
115.5785 85.4395 105.4034 
83.4636 101.7627 92.1963 
117.7887 86.1741 102.1623 
108.7497 119.5334 90.7051 
95.8657 96.6045 103.5494 
119.0817 114.4589 116.3189 
110.1054 103.7343 98.5938 
98.6393 101.252 92.4673 
111.6108 106.3299 94.5558 
106.9835 97.4619 105.6598 
82.2042 87.9012 82.1177 
88.45 85.8941 114.8522 
91.4408 106.4158 82.5647 
102.2654 85.7758 90.1007 
93.0398 93.0353 86.9894 
106.4732 97.1155 80.1073 
97.2482 107.0541 105.0389 
116.6123 99.5329 112.2495 
107.7961 90.717 84.1575 
90.4186 111.5667 104.8872 
91.8338 81.677 96.8455 
80.8492 82.6981 90.1524 
104.9979 88.2509 103.1297 
114.9618 91.9818 92.7233 
110.9886 93.1998 105.6059 
108.4552 118.7795 112.1519 
92.4946 93.9961 87.9491 
96.8882 117.5686 85.9716 
81.7146 112.282 98.6091 
113.7369 92.0394 88.3568 
117.5992 101.4239 106.9478 
92.0475 113.8099 90.673 
93.4902 85.1185 100.5577 
100.5294 119.5211 108.6464 
91.2049 103.0134 85.6206 
108.6346 87.8482 98.5939 
109.8329 99.0433 94.2239 
101.4485 92.8512 106.7066 
98.2997 110.0975 106.9259 
85.2085 81.1587 99.7971 
119.5941 115.7582 83.5853 
85.9978 97.4326 85.6854 
102.2134 84.0949 114.8048 
99.8684 109.4095 87.3407 
100.3119 100.4048 89.1346 
82.6335 95.851 115.4192 
85.7597 90.3958 112.7467 
91.2221 89.9947 85.3898 
101.2852 97.9975 84.4967 
98.6809 104.0268 110.7765 
107.447 107.3278 101.1561 
98.3062 112.6418 109.6672 
112.0797 98.3174 118.551 
89.6298 102.0806 111.5261 
103.8612 93.5571 98.8677 
101.5335 82.2648 83.0912 
80.9328 84.9018 87.7993 
84.951 82.4354 97.348 
83.6745 98.452 93.3526 
97.353 116.9606 94.0766 
85.3705 104.263 89.7109 
90.2922 86.319 90.7148 
85.6339 92.7079 81.4894 
104.6328 106.8435 86.6278 
114.6029 84.1867 111.7575 
92.486 89.3564 103.0789 
92.6128 101.6905 110.0724 
104.3116 97.6838 82.9161 
105.9583 108.1811 103.6404 
96.916 100.3415 109.3933 
104.5822 86.4724 87.0183 
86.5073 83.9507 103.3557 
96.9178 111.6984 103.6982 
96.9086 86.9569 83.7005 
112.2093 92.7385 100.93 
109.4537 87.1276 95.2272 
80.3288 104.7312 107.3169 
118.1013 101.3257 93.706 
111.8242 90.8891 117.7572 
108.3686 80.0363 93.2866 
109.1538 117.8015 83.1281 
106.0178 113.4063 119.9515 
94.0634 108.2382 119.2759 
85.6211 99.291 119.0864 
111.3659 114.5781 100.8495 
107.6276 116.3979 96.7585 
86.7533 83.6465 88.5301 
93.8714 110.8811 114.848 
83.8586 106.5122 88.9482 
86.859 113.0036 99.6737 
108.6752 116.859 115.6261 
115.5792 83.213 110.2429 
104.5883 86.5999 89.3969 
100.6857 85.131 80.538 
99.8956 110.6265 82.4966 
99.6441 90.068 104.3298 
84.9287 113.9086 86.4913 
99.1967 94.3518 98.2781 
108.0587 83.8484 93.8369 
107.4818 117.1442 89.3376 
112.121 85.8376 80.4211 
105.6905 84.4896 88.3865 
91.5911 93.0574 85.484 
107.8977 86.2642 115.5244 
101.9038 95.2463 113.4004 
88.1115 92.7881 100.0289 
84.0649 114.0599 105.3323 
114.5932 93.2788 81.0134 
106.7277 95.0971 89.2308 
116.2034 88.9769 93.1375 
115.7629 100.303 90.6774 
80.7221 90.1676 83.3753 
106.4674 104.9098 103.4604 
102.9193 87.4389 89.9644 
98.1119 108.4663 93.3951 
99.1912 97.455 95.4988 
87.4169 108.6729 98.8258 
80.0511 114.5978 85.3452 
113.1195 118.3418 83.0685 
82.7646 116.0854 100.9005 
87.5761 116.5339 94.8973 
104.4605 117.5832 109.6026 
85.2946 88.5109 99.8952 
104.1259 104.4372 87.1652 
91.5534 91.1346 85.3151 
98.1044 116.8784 80.7119 
111.9074 88.3244 85.7567 
83.5036 102.8326 93.7927 
96.9871 107.9516 93.7042 
113.7389 89.167 84.9587 
88.6232 82.0687 111.6821 
109.0492 106.6289 94.5117 
82.5246 103.7234 83.3702 
107.1413 93.9059 98.5686 
99.4405 89.3894 117.2357 
119.6661 103.7374 89.493 
94.7802 98.683 91.2401 
116.5825 102.5064 114.9605 
84.3615 111.7971 87.3572 
105.126 119.3279 117.2083 
84.8139 102.0062 102.2692 
116.9117 101.2534 117.8307 
101.4727 117.1532 80.0672 
87.3152 110.3304 80.2307 
117.7141 114.8092 119.4494 
117.1483 114.9401 110.9213 
104.0892 81.9215 102.0792 
103.3389 96.9222 94.1086 
98.9893 101.8999 98.9989 
108.9739 98.6736 88.7308 
107.0687 88.8178 118.946 
111.4008 115.4281 110.4895 
108.1187 94.5871 95.9228 
98.0169 83.1577 94.6921 
87.2181 99.5332 88.9911 
