I 200
J 20
bounds (0, 100)
cv 1.0
D 25
k 5
t 3
FLR 0.4
FCR 10
abounds (80, 120)

a 
91.0 80.0 92.0 
97.0 86.0 98.0 
79.0 81.0 88.0 
94.0 73.0 72.0 
85.0 81.0 89.0 
80.0 84.0 82.0 
72.0 90.0 85.0 
87.0 98.0 89.0 
100.0 71.0 99.0 
76.0 80.0 100.0 
75.0 70.0 81.0 
81.0 98.0 88.0 
82.0 84.0 75.0 
91.0 77.0 85.0 
77.0 85.0 85.0 
88.0 96.0 83.0 
76.0 116.0 92.0 
75.0 88.0 87.0 
100.0 94.0 95.0 
97.0 96.0 79.0 
91.0 93.0 99.0 
85.0 90.0 93.0 
85.0 71.0 101.0 
83.0 84.0 78.0 
88.0 78.0 90.0 
61.0 68.0 89.0 
99.0 85.0 87.0 
81.0 97.0 88.0 
92.0 79.0 68.0 
97.0 103.0 73.0 
91.0 96.0 95.0 
88.0 83.0 81.0 
80.0 85.0 98.0 
83.0 72.0 95.0 
96.0 75.0 75.0 
92.0 94.0 85.0 
89.0 86.0 84.0 
72.0 110.0 84.0 
92.0 96.0 79.0 
70.0 76.0 101.0 
81.0 80.0 86.0 
95.0 80.0 104.0 
82.0 87.0 91.0 
91.0 70.0 86.0 
100.0 80.0 86.0 
86.0 100.0 86.0 
67.0 100.0 71.0 
91.0 99.0 95.0 
95.0 87.0 101.0 
86.0 75.0 69.0 
76.0 83.0 88.0 
93.0 78.0 88.0 
91.0 83.0 78.0 
89.0 74.0 74.0 
99.0 105.0 85.0 
98.0 88.0 77.0 
85.0 81.0 74.0 
94.0 94.0 74.0 
89.0 83.0 95.0 
72.0 97.0 85.0 
81.0 96.0 83.0 
93.0 61.0 92.0 
94.0 79.0 79.0 
73.0 100.0 83.0 
85.0 91.0 97.0 
86.0 85.0 78.0 
81.0 80.0 75.0 
69.0 71.0 82.0 
80.0 84.0 76.0 
89.0 92.0 92.0 
73.0 93.0 84.0 
79.0 81.0 86.0 
91.0 81.0 84.0 
97.0 76.0 98.0 
88.0 80.0 91.0 
97.0 78.0 90.0 
80.0 96.0 85.0 
104.0 96.0 84.0 
81.0 87.0 94.0 
71.0 84.0 103.0 
106.0 85.0 84.0 
91.0 87.0 70.0 
78.0 85.0 68.0 
93.0 89.0 93.0 
75.0 96.0 102.0 
94.0 88.0 67.0 
79.0 89.0 97.0 
85.0 87.0 96.0 
69.0 90.0 90.0 
91.0 84.0 104.0 
94.0 90.0 94.0 
90.0 82.0 98.0 
88.0 72.0 82.0 
90.0 86.0 82.0 
76.0 79.0 87.0 
92.0 97.0 77.0 
90.0 74.0 97.0 
79.0 74.0 73.0 
84.0 80.0 87.0 
92.0 80.0 82.0 
93.0 72.0 75.0 
85.0 100.0 85.0 
81.0 90.0 93.0 
84.0 74.0 116.0 
86.0 90.0 83.0 
81.0 74.0 84.0 
92.0 80.0 72.0 
81.0 84.0 98.0 
78.0 93.0 103.0 
82.0 85.0 77.0 
76.0 86.0 73.0 
98.0 100.0 99.0 
99.0 82.0 88.0 
76.0 85.0 87.0 
90.0 80.0 91.0 
85.0 80.0 67.0 
85.0 96.0 80.0 
84.0 74.0 89.0 
75.0 83.0 82.0 
87.0 75.0 99.0 
75.0 93.0 83.0 
86.0 92.0 74.0 
75.0 84.0 83.0 
89.0 95.0 89.0 
77.0 73.0 88.0 
88.0 84.0 88.0 
89.0 78.0 80.0 
84.0 97.0 78.0 
70.0 76.0 100.0 
101.0 92.0 79.0 
90.0 92.0 79.0 
77.0 74.0 105.0 
101.0 87.0 80.0 
85.0 87.0 84.0 
91.0 86.0 84.0 
92.0 80.0 90.0 
89.0 69.0 87.0 
77.0 88.0 77.0 
91.0 87.0 85.0 
92.0 92.0 92.0 
91.0 92.0 76.0 
85.0 84.0 97.0 
98.0 88.0 76.0 
86.0 70.0 81.0 
72.0 81.0 95.0 
77.0 68.0 93.0 
87.0 74.0 103.0 
80.0 82.0 108.0 
84.0 91.0 78.0 
82.0 89.0 90.0 
103.0 92.0 95.0 
71.0 76.0 82.0 
92.0 86.0 82.0 
85.0 94.0 68.0 
85.0 88.0 96.0 
90.0 77.0 79.0 
86.0 108.0 86.0 
85.0 88.0 85.0 
91.0 95.0 77.0 
85.0 83.0 86.0 
76.0 77.0 68.0 
70.0 84.0 78.0 
79.0 90.0 96.0 
70.0 83.0 84.0 
94.0 99.0 75.0 
93.0 80.0 91.0 
79.0 92.0 83.0 
76.0 89.0 86.0 
92.0 106.0 97.0 
92.0 85.0 87.0 
75.0 86.0 73.0 
67.0 79.0 93.0 
88.0 85.0 74.0 
74.0 85.0 88.0 
92.0 104.0 81.0 
75.0 87.0 82.0 
99.0 83.0 83.0 
66.0 91.0 101.0 
109.0 101.0 82.0 
94.0 84.0 81.0 
85.0 85.0 102.0 
93.0 78.0 69.0 
70.0 86.0 84.0 
78.0 92.0 83.0 
84.0 89.0 85.0 
95.0 90.0 67.0 
78.0 76.0 75.0 
72.0 86.0 85.0 
86.0 82.0 92.0 
82.0 79.0 80.0 
98.0 84.0 88.0 
78.0 96.0 97.0 
73.0 92.0 91.0 
72.0 91.0 66.0 
88.0 86.0 95.0 
87.0 78.0 91.0 
95.0 93.0 100.0 
75.0 77.0 86.0 
72.0 84.0 80.0 
72.0 92.0 96.0 

Icoords
34.462 12.5976
94.8644 67.715
16.1177 77.4283
16.3081 38.0151
6.6118 81.7559
38.2921 49.0348
66.2995 49.392
33.5608 58.931
26.3564 61.1193
38.9747 47.3697
54.0912 86.9293
47.4679 51.7432
70.885 99.6364
25.6564 74.5433
64.7719 39.291
59.6536 5.1634
84.9249 80.5534
67.5539 71.4652
22.0963 2.6017
62.348 55.6969
62.2922 62.4443
52.7571 94.8722
46.0048 90.0763
