I 150
J 15
bounds (0, 100)
cv 1.0
D 50
k 5
t 3
FLR 0.6
FCR 2
abounds (80, 120)

a 
95.0 83.0 98.0 
89.0 96.0 108.0 
96.0 121.0 103.0 
102.0 91.0 91.0 
118.0 105.0 115.0 
104.0 92.0 90.0 
99.0 100.0 101.0 
97.0 110.0 111.0 
95.0 96.0 106.0 
99.0 96.0 92.0 
95.0 83.0 95.0 
97.0 103.0 115.0 
113.0 88.0 84.0 
110.0 72.0 90.0 
101.0 100.0 97.0 
101.0 123.0 92.0 
102.0 108.0 92.0 
90.0 112.0 94.0 
93.0 84.0 105.0 
98.0 96.0 84.0 
106.0 94.0 90.0 
106.0 104.0 102.0 
92.0 102.0 104.0 
104.0 100.0 93.0 
111.0 75.0 101.0 
105.0 103.0 100.0 
97.0 94.0 99.0 
87.0 99.0 104.0 
98.0 94.0 100.0 
84.0 103.0 92.0 
117.0 94.0 93.0 
99.0 93.0 101.0 
101.0 94.0 102.0 
114.0 115.0 101.0 
95.0 104.0 104.0 
115.0 101.0 96.0 
95.0 113.0 101.0 
105.0 99.0 99.0 
116.0 94.0 80.0 
102.0 105.0 111.0 
107.0 96.0 103.0 
106.0 93.0 93.0 
94.0 101.0 97.0 
94.0 97.0 93.0 
106.0 85.0 87.0 
109.0 100.0 125.0 
85.0 113.0 103.0 
85.0 100.0 97.0 
97.0 84.0 106.0 
99.0 80.0 80.0 
96.0 122.0 96.0 
103.0 102.0 89.0 
105.0 107.0 99.0 
92.0 109.0 103.0 
104.0 90.0 104.0 
84.0 127.0 117.0 
94.0 86.0 79.0 
82.0 111.0 97.0 
96.0 106.0 103.0 
105.0 105.0 81.0 
89.0 118.0 96.0 
91.0 116.0 121.0 
84.0 95.0 97.0 
98.0 113.0 98.0 
87.0 110.0 76.0 
92.0 90.0 97.0 
99.0 107.0 90.0 
98.0 95.0 94.0 
109.0 104.0 100.0 
102.0 104.0 97.0 
76.0 102.0 109.0 
90.0 92.0 108.0 
85.0 107.0 106.0 
100.0 97.0 108.0 
93.0 93.0 103.0 
116.0 107.0 105.0 
77.0 96.0 108.0 
85.0 102.0 102.0 
92.0 99.0 84.0 
104.0 107.0 102.0 
96.0 84.0 111.0 
93.0 98.0 92.0 
96.0 97.0 116.0 
85.0 86.0 97.0 
88.0 102.0 101.0 
93.0 107.0 98.0 
109.0 113.0 114.0 
97.0 101.0 97.0 
114.0 74.0 105.0 
86.0 91.0 103.0 
112.0 91.0 97.0 
94.0 103.0 88.0 
83.0 93.0 104.0 
101.0 105.0 110.0 
97.0 104.0 72.0 
108.0 103.0 99.0 
103.0 89.0 95.0 
95.0 107.0 94.0 
90.0 107.0 96.0 
110.0 100.0 100.0 
107.0 95.0 92.0 
99.0 84.0 93.0 
106.0 102.0 103.0 
102.0 104.0 104.0 
99.0 81.0 104.0 
100.0 96.0 105.0 
94.0 106.0 77.0 
101.0 89.0 101.0 
87.0 99.0 106.0 
102.0 105.0 91.0 
89.0 82.0 90.0 
98.0 97.0 96.0 
85.0 86.0 63.0 
94.0 99.0 102.0 
116.0 100.0 95.0 
95.0 78.0 100.0 
101.0 110.0 107.0 
97.0 94.0 106.0 
86.0 82.0 101.0 
110.0 84.0 93.0 
92.0 101.0 98.0 
99.0 101.0 101.0 
101.0 97.0 112.0 
79.0 107.0 93.0 
90.0 97.0 71.0 
99.0 95.0 90.0 
115.0 104.0 83.0 
106.0 111.0 87.0 
101.0 111.0 110.0 
102.0 85.0 115.0 
82.0 88.0 94.0 
103.0 96.0 104.0 
105.0 110.0 95.0 
123.0 108.0 84.0 
92.0 89.0 94.0 
117.0 100.0 91.0 
94.0 97.0 78.0 
105.0 107.0 98.0 
91.0 87.0 97.0 
111.0 90.0 100.0 
97.0 116.0 100.0 
96.0 103.0 98.0 
73.0 80.0 105.0 
112.0 98.0 97.0 
112.0 108.0 86.0 
106.0 96.0 108.0 
101.0 95.0 97.0 
89.0 123.0 103.0 
94.0 118.0 87.0 
99.0 109.0 102.0 

Icoords
0.6414 37.4814
66.6637 8.188
60.3615 30.8765
63.766 6.6468
63.1784 58.1481
13.0867 98.5907
64.7625 16.9329
10.953 6.4335
88.6405 70.7508
15.8728 59.7716
94.4587 7.785
29.8175 27.2824
48.4551 49.5629
19.3274 65.075
15.3957 84.9495
62.929 17.588
53.0792 29.9614
53.8637 81.8557
63.4344 36.4238
89.7589 96.4731
62.1241 49.5591
29.7562 83.7082
47.8137 82.3855
82.1708 69.2392
16.0758 97.1188
13.3539 21.297
35.4333 24.7665
58.8037 62.7085
28.0435 57.4359
55.3669 20.9267
22.6206 5.4953
62.0201 65.6517
51.4721 64.7667
44.9252 93.9192
16.5056 95.9836
79.1876 88.7248
32.1585 2.8606
90.8151 24.155
15.0399 69.8436
54.2122 75.7437
24.4277 29.7508
75.3846 93.5115
69.99 46.1198
2.3135 18.9369
42.6658 58.712
7.8756 8.8427
46.8341 84.1732
1.4136 59.1242
48.4567 38.0598
69.9835 74.0528
20.3084 23.3902
21.0229 45.4473
18.9404 14.2014
85.9651 49.0175
25.9126 76.6189
55.1262 53.6784
66.913 34.1427
83.3258 60.596
59.0923 62.0026
68.1858 39.8641
10.0883 28.1293
70.3415 89.1802
42.6101 17.261
1.717 67.3133
81.8345 11.6112
67.3024 97.9737
93.1286 46.4237
39.7403 28.5287
23.0209 0.9712
9.7881 52.2402
72.6484 4.7959
89.6701 99.6481
7.9793 69.5225
71.6486 13.3416
93.2304 66.3175
61.4721 16.8618
2.145 32.8799
27.1668 30.5399
81.32 24.2882
58.6677 91.732
8.3082 51.8802
93.0086 69.6505
97.7015 80.7432
73.1231 23.1885
48.0932 29.8755
72.5282 45.1776
96.4223 65.0602
83.0164 63.8887
4.6022 99.8943
