I 250
J 25
bounds (0, 100)
cv 0.5
D 50
k 5
t 3
FLR 0.6
FCR 10
abounds (80, 120)

a 
93.0 81.0 92.0 
92.0 84.0 95.0 
90.0 93.0 81.0 
81.0 82.0 88.0 
80.0 87.0 100.0 
93.0 68.0 86.0 
89.0 99.0 87.0 
91.0 68.0 79.0 
113.0 75.0 83.0 
93.0 94.0 88.0 
83.0 84.0 78.0 
95.0 95.0 87.0 
89.0 91.0 84.0 
92.0 98.0 83.0 
90.0 83.0 73.0 
104.0 87.0 97.0 
89.0 103.0 85.0 
83.0 88.0 90.0 
84.0 91.0 100.0 
88.0 94.0 97.0 
85.0 80.0 90.0 
99.0 86.0 79.0 
85.0 79.0 81.0 
105.0 83.0 88.0 
112.0 99.0 103.0 
100.0 93.0 83.0 
91.0 74.0 93.0 
69.0 101.0 76.0 
95.0 87.0 91.0 
87.0 86.0 76.0 
91.0 101.0 77.0 
65.0 90.0 77.0 
100.0 84.0 80.0 
102.0 87.0 69.0 
72.0 75.0 100.0 
80.0 102.0 103.0 
105.0 87.0 90.0 
88.0 94.0 84.0 
80.0 97.0 89.0 
92.0 103.0 79.0 
78.0 86.0 84.0 
88.0 90.0 86.0 
80.0 82.0 97.0 
80.0 83.0 91.0 
79.0 89.0 103.0 
109.0 114.0 83.0 
83.0 84.0 73.0 
87.0 100.0 98.0 
84.0 98.0 99.0 
90.0 83.0 88.0 
91.0 75.0 77.0 
83.0 80.0 78.0 
90.0 75.0 72.0 
99.0 85.0 83.0 
95.0 101.0 84.0 
89.0 89.0 92.0 
89.0 106.0 88.0 
97.0 89.0 94.0 
82.0 96.0 85.0 
69.0 102.0 98.0 
98.0 89.0 91.0 
79.0 80.0 78.0 
90.0 77.0 92.0 
85.0 89.0 102.0 
97.0 89.0 89.0 
100.0 70.0 89.0 
86.0 86.0 76.0 
99.0 79.0 73.0 
92.0 86.0 100.0 
99.0 79.0 93.0 
87.0 92.0 95.0 
100.0 90.0 94.0 
93.0 87.0 82.0 
83.0 71.0 73.0 
90.0 106.0 91.0 
83.0 89.0 97.0 
100.0 86.0 91.0 
78.0 76.0 88.0 
95.0 75.0 97.0 
87.0 88.0 87.0 
92.0 84.0 102.0 
84.0 68.0 84.0 
89.0 93.0 92.0 
78.0 97.0 95.0 
88.0 90.0 100.0 
76.0 81.0 101.0 
83.0 82.0 91.0 
83.0 81.0 94.0 
84.0 78.0 80.0 
89.0 62.0 84.0 
91.0 83.0 82.0 
97.0 87.0 94.0 
101.0 95.0 89.0 
71.0 86.0 90.0 
76.0 97.0 110.0 
90.0 94.0 92.0 
89.0 75.0 84.0 
100.0 80.0 71.0 
97.0 81.0 83.0 
82.0 84.0 89.0 
88.0 91.0 93.0 
92.0 103.0 89.0 
100.0 73.0 80.0 
101.0 90.0 74.0 
79.0 91.0 96.0 
76.0 85.0 89.0 
95.0 107.0 80.0 
104.0 97.0 97.0 
101.0 80.0 93.0 
78.0 87.0 97.0 
82.0 91.0 93.0 
95.0 103.0 96.0 
84.0 80.0 77.0 
85.0 90.0 96.0 
106.0 95.0 67.0 
102.0 94.0 103.0 
78.0 77.0 81.0 
