I 200
J 20
bounds (0, 100)
cv 1.5
D 100
k 5
t 3
FLR 0.4
FCR 8
abounds (80, 120)

a 
94.0 99.0 97.0 
92.0 90.0 86.0 
92.0 78.0 97.0 
99.0 86.0 86.0 
101.0 93.0 85.0 
106.0 108.0 92.0 
98.0 88.0 106.0 
85.0 93.0 99.0 
94.0 89.0 89.0 
92.0 85.0 92.0 
83.0 87.0 81.0 
81.0 84.0 104.0 
103.0 84.0 90.0 
78.0 95.0 95.0 
93.0 97.0 85.0 
90.0 106.0 101.0 
91.0 84.0 101.0 
118.0 76.0 100.0 
105.0 82.0 99.0 
96.0 83.0 84.0 
92.0 99.0 100.0 
85.0 93.0 103.0 
88.0 102.0 73.0 
78.0 91.0 100.0 
112.0 69.0 84.0 
80.0 98.0 86.0 
97.0 93.0 79.0 
90.0 81.0 91.0 
82.0 101.0 109.0 
90.0 114.0 88.0 
101.0 89.0 91.0 
90.0 107.0 96.0 
79.0 103.0 89.0 
85.0 100.0 97.0 
89.0 94.0 88.0 
77.0 96.0 88.0 
92.0 95.0 96.0 
92.0 71.0 103.0 
88.0 99.0 83.0 
94.0 91.0 94.0 
81.0 92.0 98.0 
79.0 103.0 79.0 
87.0 94.0 98.0 
90.0 105.0 91.0 
88.0 93.0 90.0 
94.0 103.0 79.0 
84.0 90.0 86.0 
75.0 103.0 64.0 
86.0 111.0 95.0 
90.0 91.0 89.0 
96.0 85.0 93.0 
76.0 82.0 91.0 
99.0 101.0 93.0 
80.0 93.0 91.0 
100.0 89.0 84.0 
80.0 102.0 115.0 
105.0 78.0 76.0 
90.0 79.0 96.0 
96.0 99.0 77.0 
107.0 94.0 98.0 
104.0 105.0 103.0 
94.0 75.0 86.0 
88.0 96.0 97.0 
86.0 99.0 108.0 
91.0 107.0 90.0 
88.0 84.0 99.0 
85.0 88.0 86.0 
85.0 89.0 78.0 
97.0 96.0 87.0 
112.0 84.0 83.0 
108.0 100.0 92.0 
91.0 105.0 93.0 
80.0 82.0 108.0 
95.0 93.0 91.0 
96.0 99.0 94.0 
84.0 87.0 89.0 
102.0 85.0 105.0 
96.0 114.0 89.0 
86.0 96.0 97.0 
95.0 96.0 108.0 
100.0 109.0 89.0 
100.0 95.0 94.0 
90.0 106.0 99.0 
97.0 107.0 117.0 
114.0 83.0 81.0 
91.0 97.0 94.0 
111.0 82.0 79.0 
96.0 94.0 96.0 
91.0 90.0 77.0 
90.0 94.0 95.0 
71.0 98.0 105.0 
92.0 73.0 84.0 
87.0 88.0 94.0 
90.0 72.0 91.0 
79.0 94.0 75.0 
84.0 99.0 95.0 
