I 150
J 15
bounds (0, 100)
cv 1.0
D 1
k 5
t 3
FLR 0.6
FCR 8
abounds (80, 120)

a 
101.0 81.0 77.0 
80.0 80.0 70.0 
81.0 73.0 85.0 
93.0 80.0 87.0 
95.0 89.0 67.0 
78.0 91.0 72.0 
90.0 76.0 52.0 
74.0 62.0 96.0 
97.0 93.0 88.0 
81.0 91.0 100.0 
66.0 76.0 90.0 
61.0 78.0 90.0 
89.0 79.0 99.0 
90.0 107.0 99.0 
85.0 73.0 82.0 
87.0 92.0 90.0 
93.0 86.0 95.0 
88.0 77.0 76.0 
93.0 94.0 76.0 
82.0 84.0 90.0 
81.0 86.0 80.0 
80.0 92.0 99.0 
90.0 113.0 84.0 
88.0 74.0 97.0 
88.0 95.0 98.0 
78.0 87.0 78.0 
81.0 86.0 85.0 
92.0 86.0 95.0 
88.0 92.0 55.0 
83.0 84.0 69.0 
92.0 83.0 81.0 
68.0 84.0 85.0 
75.0 103.0 77.0 
87.0 85.0 81.0 
89.0 70.0 93.0 
85.0 89.0 81.0 
81.0 91.0 100.0 
86.0 89.0 82.0 
88.0 83.0 98.0 
92.0 83.0 74.0 
83.0 83.0 84.0 
97.0 89.0 91.0 
93.0 74.0 81.0 
84.0 79.0 88.0 
76.0 83.0 97.0 
91.0 88.0 97.0 
97.0 76.0 91.0 
94.0 88.0 97.0 
82.0 89.0 90.0 
81.0 85.0 82.0 
94.0 85.0 79.0 
98.0 112.0 73.0 
71.0 75.0 101.0 
87.0 90.0 83.0 
98.0 68.0 81.0 
85.0 93.0 96.0 
90.0 74.0 111.0 
93.0 81.0 96.0 
101.0 97.0 96.0 
87.0 87.0 108.0 
98.0 82.0 104.0 
71.0 87.0 89.0 
105.0 68.0 94.0 
102.0 72.0 85.0 
87.0 80.0 77.0 
76.0 81.0 81.0 
77.0 90.0 74.0 
66.0 78.0 87.0 
107.0 83.0 78.0 
82.0 84.0 91.0 
91.0 71.0 94.0 
89.0 78.0 83.0 
79.0 75.0 77.0 
93.0 100.0 85.0 
89.0 92.0 108.0 
67.0 71.0 88.0 
98.0 86.0 104.0 
98.0 80.0 88.0 
88.0 85.0 80.0 
101.0 64.0 96.0 
84.0 90.0 89.0 
92.0 76.0 78.0 
98.0 70.0 84.0 
65.0 102.0 78.0 
80.0 94.0 85.0 
62.0 96.0 83.0 
95.0 73.0 76.0 
83.0 72.0 109.0 
65.0 104.0 83.0 
89.0 84.0 87.0 
81.0 81.0 89.0 
107.0 87.0 88.0 
93.0 94.0 74.0 
86.0 73.0 89.0 
91.0 77.0 67.0 
95.0 69.0 72.0 
79.0 101.0 71.0 
78.0 68.0 83.0 
74.0 100.0 84.0 
79.0 79.0 78.0 
78.0 84.0 85.0 
91.0 84.0 85.0 
82.0 79.0 93.0 
96.0 83.0 71.0 
88.0 66.0 101.0 
77.0 94.0 74.0 
84.0 84.0 69.0 
91.0 96.0 81.0 
83.0 89.0 84.0 
87.0 98.0 79.0 
82.0 82.0 88.0 
89.0 95.0 89.0 
84.0 90.0 78.0 
99.0 94.0 89.0 
78.0 100.0 88.0 
102.0 109.0 90.0 
68.0 93.0 89.0 
88.0 87.0 88.0 
86.0 104.0 103.0 
80.0 85.0 88.0 
75.0 89.0 79.0 
86.0 93.0 84.0 
89.0 74.0 71.0 
92.0 84.0 78.0 
95.0 93.0 109.0 
90.0 86.0 85.0 
88.0 63.0 85.0 
85.0 91.0 81.0 
93.0 92.0 81.0 
69.0 81.0 98.0 
76.0 74.0 89.0 
91.0 84.0 79.0 
82.0 91.0 100.0 
83.0 89.0 85.0 
81.0 96.0 92.0 
87.0 93.0 79.0 
97.0 83.0 87.0 
81.0 92.0 83.0 
92.0 61.0 105.0 
92.0 66.0 77.0 
77.0 86.0 94.0 
83.0 92.0 92.0 
92.0 92.0 78.0 
75.0 86.0 89.0 
89.0 81.0 70.0 
93.0 77.0 86.0 
84.0 72.0 78.0 
82.0 74.0 93.0 
105.0 88.0 79.0 
103.0 72.0 89.0 

Icoords
14.1505 60.1601
98.0651 30.0039
76.2061 46.7506
80.4454 16.5314
86.1712 0.6156
67.5413 20.5302
28.4238 43.1778
87.1693 55.1716
32.8313 98.8984
53.933 13.0463
78.3333 50.553
45.7088 96.492
29.5005 64.2342
71.3124 44.6494
11.7501 26.0717
49.6684 21.147
34.0655 97.0974
52.8894 74.3623
68.7094 29.0352
67.2669 12.3454
10.1102 78.546
30.9847 54.2559
23.2941 71.1748
41.5797 75.9189
77.3213 9.9426
69.371 23.1056
28.0733 49.9327
43.8333 0.5817
43.5936 62.8956
22.4012 90.0039
7.8754 66.2924
86.2605 71.1133
64.1718 10.6838
0.0857 17.1804
28.9211 23.3823
30.3307 96.4937
76.393 69.7628
13.8105 40.173
48.9817 57.0946
95.7037 83.1044
76.9572 91.0929
40.905 1.1342
19.4108 39.5704
12.6471 24.1834
46.2002 81.2062
46.8788 65.5055
19.2931 11.5601
25.8813 1.8145
6.1483 17.9532
45.2934 82.1421
52.4732 61.9891
44.6931 9.274
79.8346 66.3977
56.7953 18.2675
53.0755 74.5649
45.4227 24.6907
1.2373 88.1782
19.0056 90.7153
3.1406 33.9161
63.0901 10.5912
42.9283 95.3059
70.3989 73.205
53.8308 12.679
74.066 10.9806
20.1459 4.4886
53.392 17.416
59.8331 4.3919
82.9647 90.4701
54.4544 0.1431
66.7751 45.8912
42.1337 91.625
67.1922 14.3885
18.6582 94.0851
22.674 8.2385
66.2189 82.1875
12.9686 48.0118
87.9973 71.6726
51.1689 38.4532
44.4553 80.2944
59.8534 11.8807
64.9405 65.8167
1.9271 36.7469
25.0959 75.3167
65.8586 64.5457
40.2286 16.691
17.5596 24.9798
9.3257 35.5977
62.9103 79.363
32.2033 33.1153
