I 200
J 20
bounds (0, 100)
cv 1.5
D 50
k 5
t 3
FLR 0.8
FCR 2
λbounds (80, 120)

λ 
111.9542 80.9948 88.7377 
109.0422 100.1687 95.8253 
89.5149 107.2643 81.7696 
82.9082 115.8893 114.3776 
114.6468 114.8601 108.9282 
104.722 97.4845 91.9551 
104.314 105.6202 92.4812 
85.0587 116.5098 116.0129 
114.1536 107.8268 102.7597 
97.7528 102.4733 117.3643 
108.236 105.5695 92.3277 
83.5065 87.1136 114.772 
83.934 82.6973 80.2203 
119.7869 87.025 116.3021 
106.2858 92.1132 88.5807 
96.3838 107.5565 94.9653 
98.9339 96.8285 105.3756 
92.214 85.819 93.0022 
84.1325 100.3198 80.9702 
99.8262 112.9854 80.9182 
88.2413 89.6195 117.9341 
113.795 103.0783 103.4433 
88.6347 91.856 106.3941 
85.0394 112.8292 119.6103 
116.62 112.9081 107.4318 
117.5902 84.2842 108.438 
105.7473 100.265 110.7698 
90.7437 107.9602 91.9489 
116.0447 96.6946 83.3128 
107.5989 105.8228 107.9439 
80.8754 117.6462 116.715 
93.239 102.4429 93.5064 
81.6093 107.6421 111.7905 
109.5394 89.7782 88.6119 
99.4711 105.3255 107.9511 
94.8551 85.8384 109.3375 
118.5114 83.9495 112.5953 
96.6912 117.4899 110.9627 
118.0709 111.0433 105.3587 
85.9184 111.4792 85.4554 
115.4411 81.7687 86.305 
95.3069 108.2252 107.7001 
108.8197 118.2607 118.0029 
112.1403 90.9729 93.7881 
109.0691 99.7139 100.6318 
107.8628 93.9825 100.8476 
91.6541 111.3905 106.1576 
84.0777 94.635 86.6409 
83.9719 119.1014 94.7869 
104.451 102.5472 100.2151 
89.8393 101.0212 93.6928 
106.82 81.0236 106.7499 
102.9229 115.7268 102.8896 
94.5644 110.2456 92.51 
91.7067 90.707 118.8845 
106.9753 110.3228 91.7586 
102.4907 86.3743 118.4813 
102.1433 112.6235 92.6274 
99.8374 85.5399 111.4747 
107.7148 101.413 96.1063 
105.6459 84.7345 114.7428 
106.4748 96.5805 94.3234 
103.4161 113.5628 104.2923 
81.8825 112.8818 89.0557 
112.3621 116.2063 99.886 
108.6927 93.377 99.6495 
94.5835 90.8433 91.2778 
107.2394 100.1225 114.7279 
110.4237 96.8685 108.8136 
87.6082 102.7153 108.8968 
113.18 94.6546 100.3658 
92.4792 81.2597 113.3946 
115.7547 82.2163 118.5714 
85.0134 116.0798 102.4603 
87.4247 91.4666 114.4947 
100.7885 95.2987 101.5644 
111.1931 119.3719 115.7603 
96.8705 119.2151 98.5022 
107.0727 106.8464 92.226 
