I 200
J 20
bounds (0, 100)
cv 1.5
D 25
k 5
t 3
FLR 0.6
FCR 10
λbounds (80, 120)

λ 
114.777 108.2205 115.6003 
108.9433 94.6363 106.54 
83.8588 117.4167 87.7245 
102.1339 90.8963 106.9341 
111.7164 117.2098 100.0228 
107.2568 118.822 115.8941 
118.9944 107.262 93.1308 
114.7817 118.311 118.6162 
80.5526 85.8234 87.8587 
98.088 83.1759 106.3091 
110.7627 111.7498 114.5284 
94.5214 80.7088 90.4296 
101.6113 112.9035 100.6008 
81.1503 100.716 119.3014 
115.4603 85.0232 93.5273 
85.9188 84.8498 94.4433 
94.8863 90.087 94.1702 
109.5218 98.6948 119.6634 
111.8393 108.165 88.749 
111.5633 118.7876 115.1627 
80.8706 96.9589 106.7941 
93.5706 107.3789 84.3531 
109.0096 86.8885 80.5431 
80.5564 116.6233 117.1624 
114.7837 80.1198 101.7261 
105.167 99.9705 107.7489 
102.4034 117.3396 83.1698 
98.7638 114.4165 94.2185 
99.0207 98.9245 96.322 
94.3994 104.4921 92.7211 
103.7176 88.5352 110.2772 
108.2418 113.9153 86.9274 
95.8183 95.5345 93.5608 
85.3375 91.5383 105.261 
82.2616 81.9014 97.5811 
111.6498 82.6368 89.7477 
97.7363 94.17 108.6408 
102.6309 111.4912 119.9253 
85.6826 91.4846 89.0752 
110.7187 101.5396 99.0452 
89.6897 86.4738 92.8523 
80.2797 114.6015 89.6129 
82.8953 83.811 89.5124 
97.5067 119.0936 94.2418 
100.9816 112.5894 88.2531 
89.4456 116.0586 88.8387 
107.37 104.9323 90.2327 
101.7558 111.0327 90.4545 
96.5778 96.0559 93.9634 
95.0551 103.3218 94.8176 
88.3053 90.8418 90.577 
88.153 110.2394 111.8822 
119.0429 102.6798 99.6047 
119.3093 117.5321 106.138 
108.7939 87.4349 104.1504 
110.5205 83.3986 80.6628 
104.97 98.3566 106.0585 
109.2573 106.9875 117.3801 
87.9054 85.7446 101.0417 
99.1549 112.6507 85.921 
84.9029 80.4405 111.4555 
82.6807 115.0797 87.1236 
100.938 119.3118 97.7318 
83.786 102.4662 88.9779 
112.8531 80.552 83.8062 
119.518 89.0039 101.6539 
107.1794 88.687 94.0262 
82.3954 86.552 112.2673 
98.8595 90.6318 89.6163 
87.0832 88.4234 95.6306 
98.5994 99.6265 90.6336 
112.0298 85.5111 117.6687 
104.9906 111.762 98.2995 
108.0208 114.1191 114.5865 
85.448 109.4702 117.1455 
100.5248 95.377 117.9771 
119.5054 106.3901 117.1646 
101.9029 100.542 107.4859 
80.4049 80.5629 108.6672 
