I 250
J 25
bounds (0, 100)
cv 0.5
D 1
k 5
t 3
FLR 0.4
FCR 10
abounds (80, 120)

a 
98.0 100.0 99.0 
110.0 97.0 105.0 
107.0 104.0 99.0 
99.0 112.0 89.0 
103.0 94.0 107.0 
103.0 100.0 100.0 
88.0 110.0 110.0 
106.0 84.0 107.0 
95.0 104.0 89.0 
89.0 89.0 87.0 
102.0 107.0 114.0 
100.0 100.0 98.0 
101.0 92.0 119.0 
100.0 99.0 104.0 
94.0 72.0 82.0 
89.0 110.0 94.0 
93.0 94.0 103.0 
107.0 101.0 88.0 
86.0 100.0 91.0 
85.0 104.0 92.0 
99.0 95.0 111.0 
94.0 87.0 112.0 
80.0 117.0 105.0 
93.0 95.0 106.0 
93.0 101.0 79.0 
105.0 100.0 95.0 
98.0 99.0 83.0 
122.0 85.0 79.0 
91.0 90.0 100.0 
92.0 81.0 99.0 
99.0 95.0 117.0 
104.0 97.0 109.0 
90.0 102.0 91.0 
115.0 99.0 90.0 
99.0 96.0 94.0 
100.0 108.0 90.0 
84.0 102.0 93.0 
116.0 88.0 109.0 
90.0 94.0 93.0 
91.0 86.0 95.0 
119.0 86.0 98.0 
119.0 96.0 94.0 
106.0 109.0 98.0 
83.0 98.0 102.0 
101.0 119.0 100.0 
114.0 102.0 99.0 
103.0 94.0 114.0 
91.0 100.0 102.0 
81.0 90.0 134.0 
99.0 96.0 108.0 
93.0 111.0 111.0 
104.0 108.0 91.0 
94.0 84.0 99.0 
91.0 108.0 92.0 
100.0 92.0 98.0 
87.0 86.0 78.0 
97.0 116.0 85.0 
95.0 123.0 89.0 
139.0 104.0 91.0 
85.0 104.0 111.0 
104.0 100.0 87.0 
102.0 86.0 88.0 
90.0 90.0 115.0 
115.0 104.0 86.0 
93.0 105.0 103.0 
103.0 93.0 80.0 
112.0 97.0 116.0 
91.0 82.0 101.0 
103.0 92.0 83.0 
98.0 107.0 102.0 
100.0 100.0 103.0 
82.0 96.0 98.0 
112.0 97.0 96.0 
108.0 92.0 88.0 
94.0 106.0 106.0 
85.0 101.0 93.0 
89.0 106.0 119.0 
98.0 116.0 107.0 
95.0 117.0 108.0 
100.0 112.0 88.0 
88.0 95.0 94.0 
85.0 103.0 114.0 
88.0 110.0 75.0 
96.0 106.0 102.0 
101.0 86.0 99.0 
114.0 99.0 108.0 
102.0 113.0 103.0 
79.0 102.0 71.0 
96.0 90.0 92.0 
101.0 91.0 101.0 
92.0 105.0 92.0 
96.0 91.0 101.0 
95.0 106.0 115.0 
107.0 107.0 92.0 
90.0 91.0 78.0 
107.0 95.0 104.0 
94.0 95.0 92.0 
97.0 110.0 106.0 
113.0 108.0 95.0 
129.0 143.0 102.0 
104.0 96.0 90.0 
98.0 95.0 106.0 
103.0 119.0 111.0 
89.0 104.0 104.0 
98.0 87.0 108.0 
92.0 88.0 105.0 
112.0 95.0 104.0 
98.0 114.0 126.0 
92.0 92.0 100.0 
109.0 84.0 91.0 
97.0 99.0 90.0 
92.0 105.0 86.0 
89.0 99.0 87.0 
88.0 119.0 95.0 
117.0 88.0 108.0 
103.0 91.0 109.0 
96.0 89.0 80.0 
