I 200
J 20
bounds (0, 100)
cv 0.5
D 1
k 5
t 3
FLR 0.8
FCR 8
abounds (80, 120)

a 
78.0 103.0 96.0 
100.0 92.0 85.0 
97.0 95.0 79.0 
82.0 97.0 80.0 
100.0 97.0 87.0 
107.0 95.0 106.0 
77.0 97.0 105.0 
102.0 84.0 91.0 
105.0 85.0 103.0 
102.0 110.0 74.0 
112.0 87.0 108.0 
98.0 91.0 94.0 
102.0 110.0 92.0 
102.0 89.0 89.0 
77.0 90.0 80.0 
95.0 82.0 91.0 
98.0 83.0 97.0 
101.0 83.0 91.0 
95.0 94.0 96.0 
100.0 103.0 95.0 
96.0 85.0 95.0 
93.0 101.0 78.0 
92.0 101.0 93.0 
81.0 92.0 102.0 
94.0 94.0 119.0 
84.0 85.0 96.0 
89.0 93.0 95.0 
65.0 79.0 91.0 
98.0 97.0 75.0 
101.0 84.0 84.0 
100.0 82.0 102.0 
107.0 101.0 91.0 
78.0 77.0 90.0 
85.0 101.0 113.0 
126.0 99.0 99.0 
83.0 101.0 113.0 
98.0 95.0 82.0 
99.0 89.0 92.0 
82.0 98.0 87.0 
83.0 84.0 95.0 
92.0 103.0 103.0 
103.0 86.0 109.0 
80.0 104.0 89.0 
91.0 78.0 86.0 
91.0 111.0 90.0 
101.0 78.0 72.0 
99.0 95.0 92.0 
94.0 94.0 88.0 
103.0 89.0 88.0 
94.0 80.0 97.0 
93.0 96.0 90.0 
101.0 76.0 96.0 
65.0 97.0 87.0 
104.0 93.0 80.0 
97.0 99.0 87.0 
104.0 96.0 95.0 
89.0 73.0 92.0 
83.0 90.0 95.0 
108.0 87.0 103.0 
90.0 86.0 101.0 
92.0 93.0 91.0 
94.0 72.0 100.0 
107.0 76.0 92.0 
79.0 78.0 67.0 
99.0 93.0 112.0 
107.0 90.0 84.0 
103.0 94.0 92.0 
104.0 80.0 91.0 
102.0 104.0 87.0 
89.0 90.0 83.0 
103.0 95.0 88.0 
93.0 90.0 97.0 
89.0 97.0 80.0 
84.0 102.0 80.0 
104.0 99.0 86.0 
97.0 103.0 95.0 
114.0 87.0 96.0 
85.0 91.0 85.0 
94.0 78.0 87.0 
69.0 97.0 77.0 
94.0 89.0 93.0 
88.0 97.0 79.0 
88.0 96.0 90.0 
87.0 77.0 69.0 
80.0 93.0 90.0 
97.0 90.0 90.0 
93.0 77.0 105.0 
85.0 107.0 97.0 
96.0 94.0 88.0 
95.0 85.0 95.0 
107.0 91.0 95.0 
111.0 81.0 95.0 
100.0 96.0 102.0 
89.0 103.0 106.0 
81.0 105.0 90.0 
91.0 90.0 91.0 
79.0 83.0 94.0 
82.0 90.0 81.0 
102.0 79.0 77.0 
95.0 86.0 94.0 
90.0 72.0 101.0 
105.0 92.0 110.0 
92.0 83.0 90.0 
79.0 83.0 107.0 
88.0 96.0 88.0 
94.0 83.0 91.0 
89.0 90.0 91.0 
99.0 82.0 100.0 
91.0 89.0 87.0 
93.0 92.0 104.0 
82.0 80.0 95.0 
92.0 83.0 75.0 
88.0 97.0 92.0 
80.0 85.0 94.0 
104.0 92.0 85.0 
98.0 97.0 99.0 
93.0 89.0 83.0 
