I 150
J 15
bounds (0, 100)
cv 1.0
D 50
k 5
t 3
λbounds (80, 120)

λ 
101.5996 84.5355 96.0651 
109.7911 106.1056 97.3275 
108.2694 111.6981 109.0252 
98.3966 108.9438 106.743 
114.8446 97.0259 116.2185 
111.5381 80.742 81.1836 
104.2355 117.4173 119.0583 
106.8653 116.928 85.5675 
104.7496 101.827 96.1769 
114.105 113.9967 93.048 
112.6603 103.6668 99.08 
114.4866 101.8711 101.8014 
82.531 92.7485 97.1439 
88.8555 90.0829 118.8492 
113.2143 116.4387 103.8862 
82.6484 111.0742 118.9565 
110.7482 117.0955 97.1689 
105.8708 112.0083 87.9581 
89.0917 93.0814 110.6649 
114.1984 89.0768 105.5784 
108.4253 86.3542 112.2815 
81.7436 89.9104 105.5571 
108.8753 80.6887 111.4144 
97.4624 111.7103 80.1241 
101.4958 99.9449 84.4064 
101.1848 95.2489 117.0807 
97.132 91.215 118.5141 
85.1214 88.6732 88.4507 
86.8325 101.1088 107.8809 
97.9569 119.5146 107.4861 
111.4618 94.2473 104.8531 
97.1559 86.3656 88.3702 
114.9205 90.0094 83.8785 
81.6557 82.7586 117.4387 
102.8175 109.6213 99.8803 
101.0718 84.0879 104.1592 
110.1289 118.4064 83.9937 
84.024 113.0101 111.056 
103.556 115.0789 80.2625 
102.7433 86.6828 81.398 
85.3533 104.02 114.3631 
115.2098 81.7943 98.8835 
119.6431 91.3129 105.5945 
100.3282 86.9771 102.8066 
94.5174 104.1767 112.9265 
81.1962 106.9974 104.9323 
103.6929 85.7188 105.5549 
104.8143 91.0772 85.8695 
101.5117 116.5419 81.2777 
116.7714 97.826 119.5247 
116.9193 107.7338 95.869 
81.9425 91.3619 103.5424 
119.8156 119.6521 115.7789 
80.7039 86.5283 84.8213 
89.6336 84.1356 117.4867 
95.0351 107.2521 104.0309 
90.3265 107.5366 110.5575 
112.6278 82.7878 88.4009 
90.4979 91.6336 98.8946 
99.6328 87.7758 101.6837 
99.1629 83.1474 91.5051 
99.7991 95.0606 118.2726 
82.2324 94.61 84.0842 
100.854 112.458 93.5156 
94.7407 87.1765 95.8632 
93.9959 107.4079 96.8724 
117.7776 102.9665 108.7414 
107.0831 104.726 107.0689 
108.7835 106.9065 112.776 
98.4627 82.3636 98.5325 
98.2734 118.8824 95.1776 
103.3871 82.9411 108.8264 
82.161 97.5806 118.5774 
103.4454 109.5922 102.6085 
104.8506 111.0897 88.8925 
88.6445 105.7873 116.0796 
119.6259 82.2821 110.7515 
94.3886 92.7685 85.4357 
93.973 104.3937 89.4161 
93.1062 103.6901 87.5929 
88.9647 89.8017 108.6768 
86.4369 96.538 101.6095 
117.2219 92.9945 117.8086 
106.2902 86.9193 94.0635 
95.7441 81.9791 96.9712 
80.5978 85.7502 107.7908 
117.9653 104.6969 119.1012 
92.1436 117.526 115.4456 
111.4129 109.5659 116.5066 
110.6805 89.6695 110.6049 
109.4163 80.0105 117.2392 
82.4252 91.3174 119.498 
83.4536 89.4577 103.4486 
83.2096 82.8779 82.9005 
85.2452 110.2876 92.8718 
109.3611 105.4471 85.681 
112.994 103.1407 83.3477 
95.359 91.237 88.2035 
115.9804 84.0833 111.4227 
117.7302 89.7514 92.6828 
94.4744 84.9758 87.4718 
106.5777 80.0068 82.7271 
110.3883 89.6495 89.0297 
81.4399 119.3632 106.9376 
119.7818 91.9374 103.1922 
101.255 80.8872 107.6527 
105.9748 91.0463 109.2697 
114.3664 105.2946 88.91 
95.1229 101.7652 112.9108 
113.9327 92.3418 98.8149 
105.7809 103.9706 88.2918 
87.981 97.1553 96.567 
106.469 99.6023 85.4416 
84.2074 102.3111 109.652 
96.2023 119.1663 111.6912 
118.3358 104.5348 112.1889 
119.529 97.3483 89.8654 
106.8519 97.66 93.0339 
93.0936 119.4874 98.1368 
115.937 81.0638 111.5038 
111.7597 112.9849 95.927 
114.7651 97.8627 107.1258 
99.5359 98.9517 93.5245 
105.7142 96.2963 91.7946 
98.6978 83.4535 117.9032 
82.0627 84.4282 105.3278 
82.9781 88.6888 118.407 
90.9921 88.6857 110.5056 
112.6757 85.4344 104.1179 
118.4136 87.7669 81.5049 
96.0501 98.6774 89.1975 
85.3448 102.3289 88.9469 
112.1312 111.9739 114.8766 
108.6963 84.1773 93.8603 
102.837 82.2601 113.8335 
104.5226 95.9265 100.1526 
85.7594 106.415 114.4927 
114.7027 91.8823 119.4768 
106.3894 107.8109 92.4747 
94.7634 85.7653 98.0309 
116.2157 93.4792 98.8975 
84.7364 86.7173 118.8653 
97.1106 108.4485 88.9281 
101.7956 89.8406 84.1748 
106.4817 98.693 98.762 
110.9012 86.4407 94.0797 
92.3326 109.4308 81.8474 
88.4364 94.2271 92.8324 
89.4529 90.9864 99.9721 
108.1045 113.4011 91.2301 

Icoords
4.627 92.7456
64.3755 54.4942
80.8006 21.4344
49.4644 45.4184
76.5436 39.1023
47.0205 6.3547
0.62 27.6821
25.1938 93.5335
48.1634 63.7418
22.5769 94.7793
27.0738 64.5469
62.2511 17.0945
56.2327 57.4812
6.2954 43.9378
55.9672 99.488
19.5875 83.6043
10.0988 67.7695
62.8892 36.895
35.7203 95.5251
37.8367 47.2514
61.8464 77.3046
40.8283 33.5677
48.5782 14.1714
87.7101 89.4369
21.9243 69.5783
73.1986 58.4196
25.9327 33.0226
44.7616 87.5216
65.5804 94.0042
89.5743 12.365
7.3735 97.0858
5.2587 94.1633
57.5513 67.6087
59.2597 22.0432
47.176 12.5193
54.1388 47.1973
43.5283 1.1514
89.6749 43.3586
48.6151 54.5011
62.6332 5.8996
5.4762 84.5458
88.5574 89.3444
97.6797 51.8187
35.8495 81.0375
2.3826 47.2492
90.6721 22.6188
74.8893 71.9798
51.4626 48.412
8.9184 69.47
