I 250
J 25
bounds (0, 100)
cv 1.5
D 1
k 5
t 3
FLR 0.4
FCR 2
abounds (80, 120)

a 
102.0 94.0 107.0 
83.0 94.0 115.0 
120.0 114.0 115.0 
117.0 93.0 109.0 
113.0 105.0 113.0 
117.0 103.0 117.0 
98.0 102.0 86.0 
84.0 119.0 115.0 
105.0 122.0 111.0 
102.0 108.0 129.0 
120.0 121.0 98.0 
105.0 113.0 103.0 
121.0 89.0 95.0 
92.0 85.0 109.0 
102.0 103.0 116.0 
114.0 97.0 97.0 
94.0 100.0 121.0 
102.0 120.0 125.0 
117.0 100.0 110.0 
105.0 117.0 106.0 
102.0 104.0 108.0 
95.0 110.0 106.0 
104.0 117.0 125.0 
101.0 116.0 89.0 
99.0 104.0 103.0 
103.0 101.0 110.0 
103.0 119.0 99.0 
112.0 95.0 97.0 
112.0 115.0 116.0 
119.0 116.0 112.0 
113.0 133.0 105.0 
111.0 90.0 105.0 
136.0 120.0 104.0 
110.0 111.0 111.0 
90.0 103.0 107.0 
100.0 137.0 95.0 
106.0 106.0 128.0 
106.0 100.0 92.0 
103.0 114.0 107.0 
113.0 109.0 124.0 
107.0 114.0 103.0 
124.0 102.0 128.0 
99.0 110.0 103.0 
105.0 109.0 109.0 
106.0 95.0 106.0 
106.0 105.0 111.0 
107.0 111.0 93.0 
111.0 106.0 119.0 
110.0 108.0 98.0 
114.0 117.0 106.0 
110.0 108.0 114.0 
120.0 113.0 93.0 
83.0 93.0 87.0 
87.0 105.0 101.0 
127.0 98.0 113.0 
134.0 116.0 101.0 
117.0 113.0 82.0 
115.0 108.0 115.0 
99.0 101.0 111.0 
109.0 108.0 117.0 
120.0 113.0 115.0 
100.0 83.0 114.0 
93.0 98.0 87.0 
131.0 100.0 113.0 
101.0 115.0 85.0 
102.0 112.0 112.0 
116.0 96.0 98.0 
90.0 112.0 113.0 
98.0 105.0 126.0 
105.0 89.0 106.0 
125.0 112.0 109.0 
100.0 116.0 108.0 
103.0 120.0 115.0 
89.0 91.0 95.0 
103.0 111.0 87.0 
110.0 109.0 105.0 
122.0 102.0 100.0 
103.0 90.0 114.0 
91.0 107.0 104.0 
104.0 121.0 121.0 
95.0 102.0 109.0 
120.0 98.0 109.0 
98.0 112.0 95.0 
87.0 91.0 126.0 
103.0 99.0 101.0 
111.0 98.0 99.0 
100.0 79.0 108.0 
111.0 90.0 114.0 
104.0 124.0 106.0 
93.0 122.0 108.0 
113.0 125.0 96.0 
102.0 112.0 110.0 
92.0 124.0 117.0 
104.0 110.0 89.0 
108.0 105.0 122.0 
102.0 100.0 95.0 
