I 250
J 25
bounds (0, 100)
cv 1.0
D 25
k 5
t 3
FLR 0.4
FCR 10
abounds (80, 120)

a 
69.0 68.0 71.0 
84.0 88.0 86.0 
98.0 87.0 89.0 
71.0 75.0 82.0 
67.0 85.0 82.0 
86.0 77.0 75.0 
78.0 65.0 67.0 
67.0 61.0 82.0 
70.0 103.0 85.0 
86.0 103.0 84.0 
83.0 79.0 84.0 
79.0 69.0 93.0 
66.0 69.0 83.0 
87.0 93.0 94.0 
85.0 74.0 72.0 
90.0 80.0 83.0 
81.0 87.0 82.0 
72.0 99.0 89.0 
99.0 66.0 85.0 
70.0 70.0 74.0 
74.0 77.0 85.0 
86.0 86.0 64.0 
78.0 89.0 82.0 
106.0 81.0 91.0 
81.0 85.0 75.0 
72.0 80.0 93.0 
82.0 87.0 79.0 
75.0 79.0 78.0 
79.0 84.0 71.0 
82.0 77.0 94.0 
90.0 90.0 91.0 
77.0 92.0 92.0 
100.0 79.0 89.0 
78.0 77.0 88.0 
65.0 72.0 77.0 
93.0 75.0 75.0 
86.0 74.0 81.0 
86.0 71.0 81.0 
80.0 95.0 76.0 
73.0 79.0 95.0 
89.0 80.0 70.0 
72.0 83.0 80.0 
88.0 77.0 92.0 
71.0 80.0 84.0 
82.0 72.0 63.0 
90.0 83.0 88.0 
85.0 86.0 77.0 
75.0 73.0 78.0 
68.0 63.0 98.0 
86.0 85.0 83.0 
93.0 93.0 77.0 
72.0 81.0 90.0 
84.0 92.0 79.0 
92.0 82.0 68.0 
78.0 86.0 74.0 
90.0 82.0 90.0 
76.0 74.0 80.0 
79.0 86.0 100.0 
77.0 76.0 66.0 
88.0 75.0 82.0 
76.0 95.0 76.0 
85.0 89.0 77.0 
82.0 77.0 88.0 
71.0 68.0 103.0 
78.0 67.0 80.0 
85.0 97.0 73.0 
87.0 77.0 82.0 
88.0 93.0 83.0 
75.0 60.0 79.0 
90.0 74.0 91.0 
81.0 78.0 78.0 
69.0 80.0 76.0 
88.0 75.0 89.0 
98.0 80.0 82.0 
76.0 81.0 81.0 
71.0 90.0 75.0 
85.0 79.0 81.0 
73.0 85.0 73.0 
73.0 99.0 87.0 
91.0 99.0 80.0 
77.0 78.0 86.0 
78.0 84.0 79.0 
91.0 69.0 80.0 
81.0 78.0 80.0 
72.0 91.0 78.0 
64.0 75.0 86.0 
84.0 81.0 101.0 
67.0 93.0 72.0 
89.0 83.0 70.0 
68.0 88.0 90.0 
85.0 91.0 80.0 
78.0 66.0 93.0 
88.0 84.0 88.0 
82.0 76.0 78.0 
87.0 78.0 85.0 
93.0 66.0 75.0 
79.0 86.0 79.0 
78.0 84.0 79.0 
68.0 82.0 94.0 
82.0 86.0 104.0 
82.0 77.0 74.0 
77.0 84.0 77.0 
81.0 88.0 72.0 
87.0 77.0 74.0 
85.0 82.0 74.0 
93.0 103.0 80.0 
74.0 80.0 81.0 
87.0 84.0 89.0 
69.0 81.0 75.0 
91.0 79.0 91.0 
86.0 78.0 83.0 
81.0 96.0 76.0 
78.0 78.0 75.0 
77.0 71.0 73.0 
81.0 87.0 82.0 
92.0 70.0 81.0 
84.0 86.0 76.0 
92.0 82.0 73.0 
78.0 85.0 91.0 
70.0 81.0 90.0 
95.0 101.0 81.0 
82.0 81.0 91.0 
72.0 92.0 88.0 
77.0 84.0 78.0 
82.0 90.0 89.0 
85.0 77.0 85.0 
83.0 84.0 76.0 
75.0 71.0 73.0 
86.0 74.0 90.0 
85.0 91.0 73.0 
91.0 83.0 97.0 
77.0 76.0 73.0 
74.0 76.0 73.0 
96.0 71.0 81.0 
79.0 96.0 93.0 
71.0 79.0 61.0 
58.0 75.0 90.0 
87.0 95.0 79.0 
81.0 76.0 86.0 
90.0 77.0 77.0 
91.0 83.0 76.0 
74.0 71.0 79.0 
91.0 77.0 73.0 
93.0 87.0 81.0 
79.0 73.0 85.0 
70.0 86.0 90.0 
76.0 95.0 91.0 
84.0 72.0 68.0 
87.0 88.0 82.0 
90.0 74.0 106.0 
95.0 82.0 77.0 
81.0 80.0 74.0 
78.0 107.0 71.0 
76.0 83.0 72.0 
82.0 75.0 91.0 
80.0 91.0 66.0 
93.0 83.0 80.0 
76.0 91.0 87.0 
96.0 70.0 92.0 
74.0 87.0 83.0 
81.0 94.0 77.0 
58.0 74.0 97.0 
79.0 87.0 82.0 
76.0 64.0 76.0 
70.0 79.0 96.0 
85.0 63.0 84.0 
92.0 73.0 76.0 
86.0 89.0 77.0 
84.0 71.0 75.0 
72.0 77.0 72.0 
80.0 74.0 71.0 
81.0 73.0 86.0 
81.0 94.0 85.0 
77.0 93.0 84.0 
91.0 87.0 73.0 
82.0 80.0 76.0 
76.0 83.0 83.0 
71.0 93.0 74.0 
73.0 57.0 69.0 
95.0 87.0 97.0 
88.0 89.0 70.0 
84.0 75.0 82.0 
76.0 73.0 87.0 
90.0 76.0 89.0 
88.0 91.0 75.0 
96.0 84.0 77.0 
89.0 101.0 74.0 
78.0 76.0 90.0 
80.0 76.0 83.0 
83.0 85.0 94.0 
88.0 84.0 69.0 
92.0 78.0 70.0 
87.0 78.0 85.0 
88.0 75.0 72.0 
82.0 95.0 90.0 
77.0 85.0 83.0 
78.0 91.0 81.0 
76.0 70.0 85.0 
82.0 95.0 72.0 
71.0 94.0 74.0 
96.0 98.0 80.0 
78.0 83.0 96.0 
91.0 69.0 77.0 
70.0 89.0 63.0 
82.0 79.0 85.0 
74.0 74.0 85.0 
82.0 72.0 72.0 
91.0 76.0 95.0 
90.0 77.0 72.0 
81.0 84.0 75.0 
82.0 74.0 90.0 
87.0 93.0 83.0 
84.0 70.0 83.0 
103.0 62.0 87.0 
84.0 70.0 75.0 
91.0 63.0 84.0 
73.0 69.0 84.0 
