I 250
J 25
bounds (0, 100)
cv 0.5
D 10
k 5
t 3
λbounds (80, 120)

λ 
82.5464 85.968 82.3698 
97.8098 95.1849 93.6652 
84.7841 102.3524 117.791 
106.9073 109.7687 82.8106 
84.9733 113.7637 84.4449 
106.3364 117.3385 113.862 
95.7924 114.1997 112.8831 
118.1373 116.1953 97.4743 
91.3046 116.0119 115.0694 
83.4666 90.9728 89.5243 
84.6915 90.9348 84.8834 
85.6387 103.119 92.679 
118.6537 92.9673 102.2022 
118.2999 97.0615 114.955 
106.5467 101.2641 99.5176 
84.6208 101.6297 82.4494 
110.1872 93.291 109.0559 
82.3349 82.705 113.8792 
80.103 83.1852 99.9744 
84.3067 110.5236 95.8636 
111.0951 94.9425 93.0847 
116.6277 117.0974 80.5762 
100.4198 85.2925 82.9375 
118.7067 99.3114 88.3349 
117.7826 85.4609 86.5879 
94.8854 92.2342 108.8588 
116.2532 99.8865 104.5582 
92.4727 108.2985 110.508 
113.2703 98.6905 86.5692 
86.4034 98.762 90.6048 
80.7774 83.5252 100.5612 
106.1325 86.5455 105.2673 
112.6515 95.2595 105.9678 
101.3996 83.6724 90.4035 
112.2155 88.8082 111.6314 
93.6731 111.605 88.1998 
80.6736 108.4141 107.8642 
110.2059 105.473 102.64 
117.0968 91.9454 80.9726 
99.0625 98.3527 115.9241 
94.4609 99.7437 109.1155 
119.3053 88.9961 115.1947 
80.1111 80.7502 112.1758 
91.3826 91.0301 119.9475 
93.223 111.3609 97.9551 
95.4386 87.0121 108.2808 
92.0881 83.3121 97.056 
85.167 113.6712 80.6107 
92.9764 108.4032 103.3362 
112.0035 84.9439 105.6784 
80.7612 102.978 84.2901 
92.2667 86.6857 80.2211 
101.8561 89.9757 85.7832 
116.3043 103.7405 112.0426 
88.7039 82.4093 104.7938 
93.1191 119.5655 103.6501 
110.6869 116.5743 117.3938 
86.0393 118.0528 91.2144 
105.6817 116.2691 117.1267 
119.3312 105.4023 82.2052 
106.4263 109.973 82.2778 
100.9046 87.4635 101.5974 
113.6444 82.8669 90.6457 
107.3475 90.4647 112.7286 
83.9238 104.0497 86.3579 
81.9651 103.139 84.7715 
91.8592 97.1145 109.3251 
83.7409 109.8526 105.9291 
107.6063 99.2359 105.7916 
80.471 84.2669 84.6569 
100.4316 104.9705 83.4757 
111.0447 94.5631 101.677 
98.4706 109.1763 91.3081 
88.259 89.7156 111.4953 
104.9595 98.6462 81.5524 
102.7431 85.779 107.2158 
95.9629 83.8029 93.4774 
86.8656 104.2777 113.836 
93.2928 116.3711 119.4419 
86.927 103.3848 83.6138 
108.5045 111.6524 99.7128 
113.3043 87.4214 104.386 
119.0328 90.0092 113.6251 
84.4188 117.2426 103.1401 
84.9211 80.5969 109.4591 
95.1167 95.0206 109.8169 
87.2024 93.63 104.1117 
112.2103 119.7499 114.6489 
87.5115 108.6601 88.5265 
83.6716 81.9521 80.8781 
91.7632 91.4167 118.7655 
104.1028 100.681 107.4722 
94.4676 81.2054 87.3172 
90.1368 92.435 82.7901 
115.404 85.0146 102.0184 
97.7612 106.215 116.5189 
100.2464 84.0832 89.2339 
92.2121 85.2304 82.8467 
