I 250
J 25
bounds (0, 100)
cv 1.5
D 25
k 5
t 3
FLR 0.8
FCR 4
abounds (80, 120)

a 
97.0 95.0 104.0 
97.0 104.0 98.0 
85.0 101.0 105.0 
87.0 99.0 95.0 
91.0 106.0 98.0 
112.0 94.0 93.0 
86.0 96.0 108.0 
91.0 105.0 108.0 
93.0 95.0 94.0 
91.0 102.0 95.0 
108.0 97.0 102.0 
99.0 94.0 96.0 
102.0 94.0 95.0 
99.0 93.0 108.0 
117.0 87.0 87.0 
97.0 95.0 82.0 
104.0 126.0 84.0 
95.0 90.0 106.0 
106.0 91.0 111.0 
91.0 103.0 101.0 
88.0 80.0 97.0 
85.0 98.0 95.0 
104.0 82.0 115.0 
106.0 97.0 92.0 
98.0 96.0 99.0 
95.0 99.0 99.0 
94.0 102.0 102.0 
98.0 84.0 98.0 
99.0 105.0 100.0 
110.0 106.0 91.0 
100.0 84.0 114.0 
109.0 113.0 91.0 
93.0 88.0 94.0 
90.0 95.0 98.0 
110.0 105.0 86.0 
90.0 102.0 101.0 
101.0 96.0 103.0 
102.0 84.0 91.0 
98.0 82.0 106.0 
112.0 115.0 100.0 
97.0 89.0 96.0 
87.0 93.0 113.0 
101.0 105.0 92.0 
114.0 102.0 97.0 
99.0 99.0 98.0 
106.0 108.0 95.0 
109.0 101.0 95.0 
97.0 114.0 94.0 
91.0 108.0 115.0 
90.0 103.0 96.0 
105.0 106.0 91.0 
99.0 105.0 96.0 
96.0 104.0 97.0 
101.0 93.0 93.0 
103.0 101.0 95.0 
86.0 100.0 93.0 
112.0 92.0 96.0 
113.0 103.0 91.0 
103.0 104.0 100.0 
92.0 109.0 114.0 
94.0 97.0 96.0 
104.0 106.0 105.0 
91.0 86.0 99.0 
108.0 95.0 94.0 
103.0 99.0 91.0 
93.0 89.0 104.0 
80.0 97.0 97.0 
123.0 99.0 84.0 
99.0 98.0 102.0 
93.0 97.0 93.0 
114.0 82.0 119.0 
105.0 110.0 97.0 
99.0 114.0 93.0 
76.0 84.0 98.0 
90.0 90.0 107.0 
97.0 94.0 89.0 
98.0 102.0 83.0 
103.0 100.0 104.0 
107.0 88.0 107.0 
87.0 88.0 109.0 
94.0 85.0 102.0 
97.0 89.0 105.0 
121.0 96.0 95.0 
99.0 96.0 91.0 
81.0 98.0 87.0 
96.0 119.0 89.0 
82.0 89.0 105.0 
96.0 92.0 92.0 
92.0 108.0 98.0 
102.0 93.0 97.0 
107.0 111.0 88.0 
118.0 90.0 88.0 
77.0 84.0 97.0 
79.0 110.0 104.0 
76.0 80.0 86.0 
94.0 102.0 86.0 
