I 200
J 20
bounds (0, 100)
cv 0.5
D 1
k 5
t 3
FLR 0.6
FCR 8
λbounds (80, 120)

λ 
84.7741 95.6078 84.9885 
112.934 95.5004 88.5354 
86.945 93.1055 87.0081 
90.8929 100.0776 92.2309 
118.9088 116.9673 86.8695 
89.5225 109.9682 110.1686 
107.9991 80.562 85.9856 
93.0833 80.5382 99.0332 
112.1348 98.0171 109.2188 
88.9763 117.9759 81.3415 
99.0451 84.8165 114.378 
100.2752 95.7198 95.7118 
83.6367 103.3241 116.3298 
91.6239 99.758 92.674 
87.3467 103.133 84.9783 
119.7697 99.2814 89.7064 
112.2188 101.0732 107.9723 
105.9153 87.9083 114.0044 
92.4481 96.5923 109.8107 
82.7103 101.6041 101.8238 
95.3954 97.9454 80.9156 
118.2572 96.5349 100.1766 
80.4819 116.3864 115.3651 
90.5125 114.952 98.7969 
99.7026 86.4747 102.2474 
105.1671 113.4688 91.6934 
96.1824 115.6102 97.2093 
104.2016 95.6794 116.1761 
96.3417 116.949 83.0648 
92.6738 87.8992 93.4892 
106.5223 98.024 89.221 
118.2952 80.974 95.4927 
112.0407 96.758 100.9 
93.0433 100.0099 113.3134 
107.5055 106.1147 117.5991 
91.7596 103.8967 90.7418 
100.018 118.0785 88.8795 
115.7109 114.4609 82.8968 
87.3834 103.2563 96.1688 
118.865 106.3068 96.2218 
111.271 93.8999 107.0479 
111.9208 108.7869 99.1276 
83.5269 97.8822 86.1065 
95.1256 112.9282 90.3294 
110.746 105.9025 83.5427 
96.4583 100.7545 99.3606 
109.9191 116.9744 118.6177 
106.3624 113.5182 87.5047 
112.665 82.1435 110.1107 
93.2974 81.793 114.5725 
90.9738 86.0933 106.0185 
119.3169 119.3468 86.0452 
118.2879 87.9924 98.6553 
80.0545 104.8993 106.6545 
83.0159 118.8616 116.0065 
115.9317 81.4108 95.6653 
87.1815 108.9377 82.5112 
115.3146 89.2924 97.807 
117.7425 83.0636 114.9184 
105.3471 110.8482 109.5258 
99.7722 95.6717 84.5763 
119.0332 87.1303 91.0017 
100.4435 81.7029 109.9072 
87.6339 119.0669 95.9672 
100.7692 118.1157 117.0142 
108.1585 88.9344 81.6198 
96.4814 109.2939 88.1829 
109.2252 106.2692 105.2448 
88.4921 83.934 83.4416 
89.8681 84.0542 116.2245 
106.4912 107.8241 86.9152 
96.3426 94.3621 97.9208 
99.7017 92.4127 107.2943 
94.5782 83.7929 107.7488 
102.5328 104.7649 84.9844 
95.4261 81.1528 87.5964 
114.9933 114.0691 115.1827 
90.8516 100.2296 83.8064 
86.3181 113.9989 87.8508 
99.1977 111.354 95.1844 
81.2078 110.5602 90.0259 
98.4017 108.197 102.7199 
95.1123 117.2825 107.9637 
86.2212 114.2252 80.018 
100.4569 83.4826 117.0095 
96.1699 95.3033 102.867 
80.0472 117.7444 105.1517 
98.4819 82.8687 86.3075 
110.8323 84.927 100.8512 
81.8532 93.5963 119.7848 
99.8263 119.0858 82.3989 
100.7061 109.3657 102.3095 
86.2169 97.0809 101.4281 
104.1335 89.4195 107.283 
93.8972 88.6428 117.9254 
96.7601 89.2793 105.3049 
98.3708 84.0476 101.2041 
