I 200
J 20
bounds (0, 100)
cv 1.0
D 10
k 5
t 3
FLR 0.4
FCR 2
abounds (80, 120)

a 
110.0 106.0 113.0 
118.0 119.0 93.0 
117.0 106.0 118.0 
115.0 105.0 103.0 
112.0 106.0 102.0 
132.0 115.0 103.0 
116.0 111.0 131.0 
111.0 128.0 103.0 
100.0 130.0 98.0 
123.0 109.0 110.0 
121.0 107.0 126.0 
105.0 105.0 91.0 
87.0 105.0 121.0 
96.0 122.0 98.0 
103.0 109.0 114.0 
112.0 135.0 111.0 
98.0 113.0 121.0 
115.0 98.0 111.0 
117.0 122.0 104.0 
114.0 116.0 113.0 
107.0 107.0 86.0 
105.0 123.0 115.0 
126.0 100.0 123.0 
99.0 108.0 133.0 
112.0 127.0 111.0 
115.0 105.0 104.0 
87.0 128.0 114.0 
99.0 132.0 124.0 
118.0 131.0 84.0 
134.0 106.0 97.0 
94.0 101.0 120.0 
102.0 106.0 112.0 
107.0 124.0 96.0 
125.0 115.0 115.0 
112.0 118.0 108.0 
116.0 120.0 100.0 
123.0 111.0 104.0 
106.0 117.0 113.0 
107.0 96.0 106.0 
116.0 114.0 115.0 
119.0 107.0 102.0 
100.0 111.0 127.0 
114.0 125.0 127.0 
128.0 109.0 126.0 
118.0 134.0 121.0 
110.0 100.0 90.0 
112.0 106.0 104.0 
110.0 109.0 126.0 
110.0 117.0 120.0 
99.0 94.0 123.0 
114.0 104.0 124.0 
109.0 108.0 120.0 
130.0 122.0 120.0 
89.0 105.0 108.0 
115.0 108.0 97.0 
124.0 107.0 88.0 
108.0 113.0 123.0 
111.0 88.0 118.0 
119.0 106.0 118.0 
108.0 99.0 116.0 
108.0 112.0 117.0 
110.0 97.0 106.0 
132.0 121.0 120.0 
89.0 115.0 94.0 
115.0 115.0 110.0 
136.0 119.0 120.0 
106.0 116.0 123.0 
102.0 122.0 100.0 
106.0 105.0 100.0 
107.0 134.0 107.0 
114.0 113.0 102.0 
120.0 100.0 105.0 
104.0 98.0 99.0 
118.0 126.0 119.0 
110.0 112.0 110.0 
89.0 116.0 114.0 
99.0 106.0 108.0 
116.0 121.0 114.0 
120.0 108.0 100.0 
108.0 116.0 126.0 
93.0 99.0 115.0 
137.0 103.0 103.0 
108.0 120.0 95.0 
86.0 91.0 90.0 
124.0 118.0 119.0 
93.0 110.0 115.0 
122.0 88.0 121.0 
93.0 118.0 102.0 
113.0 116.0 103.0 
93.0 125.0 101.0 
110.0 105.0 128.0 
111.0 94.0 115.0 
86.0 96.0 94.0 
137.0 112.0 108.0 
116.0 109.0 118.0 
116.0 99.0 103.0 
113.0 91.0 127.0 
95.0 107.0 101.0 
104.0 88.0 96.0 
106.0 117.0 90.0 
108.0 97.0 102.0 
103.0 112.0 105.0 
131.0 116.0 111.0 
100.0 123.0 102.0 
114.0 90.0 127.0 
102.0 117.0 120.0 
105.0 117.0 109.0 
106.0 92.0 119.0 
126.0 124.0 117.0 
115.0 113.0 104.0 
113.0 101.0 102.0 
110.0 108.0 120.0 
115.0 106.0 84.0 
107.0 122.0 116.0 
101.0 95.0 93.0 
105.0 120.0 116.0 
107.0 100.0 124.0 
115.0 118.0 128.0 
119.0 125.0 107.0 
98.0 127.0 103.0 
89.0 91.0 133.0 
130.0 115.0 123.0 
110.0 107.0 122.0 
114.0 114.0 110.0 
128.0 101.0 104.0 
106.0 105.0 107.0 
125.0 119.0 115.0 
109.0 116.0 94.0 
102.0 113.0 104.0 
112.0 108.0 115.0 
103.0 95.0 115.0 
103.0 106.0 106.0 
108.0 119.0 104.0 
101.0 112.0 121.0 
127.0 99.0 124.0 
101.0 109.0 122.0 
120.0 106.0 122.0 
111.0 136.0 115.0 
103.0 110.0 106.0 
111.0 113.0 117.0 
87.0 106.0 112.0 
116.0 93.0 106.0 
97.0 99.0 111.0 
118.0 112.0 101.0 
114.0 100.0 108.0 
107.0 99.0 120.0 
106.0 107.0 113.0 
109.0 112.0 121.0 
102.0 97.0 121.0 
102.0 99.0 114.0 
108.0 104.0 111.0 
118.0 104.0 99.0 
105.0 109.0 111.0 
102.0 112.0 109.0 
115.0 120.0 103.0 
109.0 116.0 106.0 
120.0 111.0 119.0 
112.0 112.0 95.0 
106.0 111.0 122.0 
108.0 104.0 109.0 
82.0 100.0 121.0 
126.0 115.0 116.0 
116.0 104.0 122.0 
98.0 98.0 96.0 
98.0 116.0 98.0 
104.0 110.0 119.0 
116.0 114.0 118.0 
103.0 132.0 127.0 
116.0 114.0 106.0 
111.0 116.0 109.0 
104.0 118.0 115.0 
93.0 118.0 87.0 
117.0 114.0 111.0 
120.0 108.0 111.0 
103.0 106.0 100.0 
130.0 96.0 117.0 
128.0 103.0 111.0 
113.0 109.0 115.0 
122.0 92.0 107.0 
112.0 109.0 98.0 
112.0 127.0 121.0 
117.0 96.0 121.0 
99.0 105.0 115.0 
115.0 111.0 142.0 
105.0 98.0 111.0 
104.0 115.0 110.0 
103.0 86.0 108.0 
98.0 114.0 109.0 
122.0 110.0 107.0 
106.0 108.0 111.0 
102.0 119.0 138.0 
107.0 91.0 106.0 
114.0 105.0 109.0 
116.0 105.0 95.0 
107.0 102.0 120.0 
108.0 119.0 80.0 
103.0 113.0 93.0 
119.0 89.0 126.0 
105.0 121.0 109.0 
117.0 111.0 117.0 

Icoords
95.3798 30.8719
14.4757 76.6379
64.1684 39.1713
51.6541 53.9577
1.0888 56.4325
6.4305 32.4114
28.8491 34.1952
61.7678 64.0585
4.7939 35.77
87.4519 50.1625
49.3032 45.0351
65.9246 66.1006
17.8179 98.1519
23.9829 18.6954
17.4401 88.1103
71.0297 14.4929
80.5251 91.0469
92.3925 34.6644
36.3511 8.1157
68.0101 70.6355
70.7231 40.3917
57.2314 74.5612
