I 200
J 20
bounds (0, 100)
cv 1.5
D 25
k 5
t 3
λbounds (80, 120)

λ 
107.5997 118.3233 119.2477 
106.1996 91.408 96.8103 
117.3331 117.4356 115.7757 
104.0636 117.1107 84.4348 
86.4145 92.166 95.9468 
96.0502 87.0635 96.2754 
95.8271 103.7763 93.3782 
92.6393 99.7045 105.49 
115.617 80.3005 119.5425 
99.5877 82.0266 98.6506 
88.0892 112.8843 99.8962 
87.0 108.8129 84.6643 
99.7253 96.2303 102.1902 
88.6627 82.4702 95.8711 
100.8474 91.5529 111.0792 
105.65 99.7072 116.019 
87.4887 102.1674 82.0059 
100.9675 102.1661 115.9165 
97.0448 108.8778 107.8046 
100.9169 105.8436 106.1483 
103.1192 118.3038 96.3368 
102.2721 94.6858 94.1752 
103.3697 87.9645 81.1705 
108.7885 112.4873 88.9762 
94.8649 100.1739 110.3141 
90.63 96.4021 88.2916 
87.8372 119.3595 108.8524 
109.936 88.1847 110.3398 
106.6152 81.0176 115.6737 
92.4191 117.4424 104.2292 
108.74 105.4148 95.4845 
103.2251 84.2826 95.3704 
113.1066 111.4747 82.4907 
96.2074 115.6422 90.53 
90.7768 82.15 99.8524 
100.8387 111.0886 99.471 
112.3524 111.0371 114.4856 
101.0835 113.3787 109.4068 
114.6061 97.5586 113.821 
109.7941 112.0829 86.8578 
118.8503 114.4348 82.5507 
96.5048 89.2649 90.7163 
96.4937 98.6901 104.4543 
100.7378 87.0054 101.8024 
99.392 113.0087 112.9213 
107.9084 105.5933 84.2163 
83.2322 93.964 87.5956 
112.2515 80.5086 97.5584 
96.4563 91.0318 112.3835 
100.148 109.7959 95.6375 
117.4651 93.7581 80.1858 
99.8059 114.497 100.3425 
117.0151 90.1256 105.2475 
98.7346 113.5285 93.6728 
106.0935 117.0629 101.4767 
119.2515 105.4964 105.4637 
111.4982 98.753 118.218 
109.6744 93.9257 107.069 
96.177 117.8928 96.859 
101.3353 102.7966 87.7917 
116.4976 90.5316 101.6402 
115.767 101.3172 105.9332 
88.4778 98.0941 115.8705 
103.794 102.8445 92.2946 
86.5036 118.3679 84.0599 
102.917 83.1906 86.0383 
108.0341 116.6462 102.8684 
89.2759 86.5347 104.6771 
84.5942 104.8438 117.3678 
101.9713 114.2801 102.5527 
108.6688 86.5422 110.5326 
112.8619 82.6715 113.729 
84.0625 110.5729 81.7536 
116.0611 107.404 100.0255 
113.6073 95.02 96.1169 
105.111 109.3962 118.4013 
86.815 96.2464 83.8642 
109.5802 81.3303 109.7178 
118.7028 105.8127 115.3318 
83.846 113.936 83.991 
