I 150
J 15
bounds (0, 100)
cv 0.5
D 10
k 5
t 3
λbounds (80, 120)

λ 
119.6693 99.0526 81.5316 
114.9213 92.3658 107.329 
85.5215 117.9493 90.7208 
98.1528 92.2087 119.4464 
87.8632 94.0369 110.9604 
110.9759 83.3625 105.522 
113.8283 106.5398 83.2302 
111.7981 113.9321 85.1648 
99.0796 113.3758 92.0336 
110.6612 93.6792 101.192 
112.7946 103.83 83.3483 
103.9626 102.365 88.322 
84.8571 91.4402 114.7014 
85.2028 90.6175 86.112 
86.1926 89.0187 119.4497 
91.8025 89.3423 114.9764 
84.3231 99.4467 94.7088 
100.3689 117.2999 96.7766 
114.5989 93.666 107.0516 
110.7613 99.8634 83.448 
108.3077 102.4738 80.194 
111.9765 118.8879 89.8527 
83.1454 93.9707 101.2994 
80.6142 81.281 94.5021 
119.849 101.3681 96.672 
112.027 104.6855 88.6783 
88.6759 106.7188 82.8409 
89.5592 84.9625 97.8761 
105.331 80.9875 116.3576 
119.4718 91.4128 81.0088 
81.9292 85.9916 112.1787 
86.0043 90.2919 83.2588 
115.2168 80.1685 119.1245 
116.1793 86.9864 118.5361 
89.3512 107.8968 96.6696 
96.9177 108.4604 106.6012 
87.0256 84.9377 105.5991 
110.8437 102.3683 115.461 
110.7915 92.6638 83.3473 
90.2961 96.8583 99.897 
99.0358 110.4826 100.9893 
113.4732 109.2119 114.4033 
92.3341 92.1679 86.8197 
107.1218 107.7949 91.5406 
115.8967 96.9193 83.1322 
114.5397 85.2388 119.4122 
82.5977 104.8948 119.9316 
112.4986 101.006 95.3098 
114.6906 95.1394 107.4745 
91.5649 99.4854 104.2302 
104.5617 101.2466 117.4752 
107.8464 85.635 90.2668 
117.8026 86.9262 112.5204 
83.3644 110.6339 83.2158 
91.6153 89.8493 108.6027 
86.1406 86.7468 84.7362 
82.4063 98.5748 115.2563 
94.6382 109.0993 110.0826 
107.9138 119.4004 109.8946 
91.7269 110.6779 99.9798 
106.7983 101.1368 96.9579 
115.3609 109.2483 97.5393 
85.2319 118.1191 99.1032 
86.6595 95.9157 106.5153 
94.9199 113.4314 91.4521 
83.1754 95.8807 108.465 
90.1944 99.8667 100.7848 
111.5525 99.301 80.3663 
118.9563 99.0919 87.5604 
93.8492 84.1243 88.0597 
107.6367 113.3275 93.6199 
114.308 106.4965 113.4636 
97.685 92.3188 105.6191 
87.3619 106.2106 85.1853 
115.1991 103.719 90.7897 
105.1877 100.9144 115.4998 
116.9765 103.5378 114.8429 
93.2077 81.6564 93.8857 
101.8169 103.968 80.6057 
106.1883 82.5581 117.4397 
91.1436 95.754 89.6411 
81.6326 91.0792 101.1315 
95.0395 97.6036 114.6323 
89.6874 82.47 102.5205 
101.7294 97.871 98.2763 
107.9 91.1813 111.8866 
95.2863 86.1413 87.4181 
82.7725 83.9251 80.457 
87.0193 101.6277 91.6228 
99.6643 108.1434 111.8058 
102.3901 80.2203 89.4626 
90.4388 106.9225 86.5109 
93.2902 83.9168 119.9754 
104.5772 82.2444 103.6892 
110.1473 108.1787 117.0907 
114.5657 112.128 81.9302 
92.9851 94.7078 85.8421 
112.9576 83.6473 88.3562 
