I 150
J 15
bounds (0, 100)
cv 1.5
D 50
k 5
t 3
λbounds (80, 120)

λ 
98.1284 95.5025 88.6041 
117.9497 89.8744 89.8801 
117.2429 108.1561 96.4807 
112.061 91.793 94.2961 
109.7058 98.4082 96.082 
110.7988 111.152 107.595 
94.3543 99.8543 80.6556 
111.4998 84.3448 117.541 
81.033 104.325 109.168 
100.2923 91.7145 97.9823 
117.0171 109.2644 116.4045 
112.6027 92.1803 90.8898 
96.2639 94.6443 97.2063 
85.9341 97.0843 96.1754 
118.1679 88.3369 105.1649 
104.301 96.1353 111.4222 
83.9796 92.5256 116.5427 
115.6754 114.845 117.6489 
100.4787 102.9472 93.9124 
117.8495 87.5783 81.0955 
113.3576 91.3549 110.0354 
80.8414 99.9423 119.8757 
118.897 98.322 109.7052 
119.5678 91.7929 86.725 
86.5209 116.0884 102.369 
111.8103 104.0682 87.2 
83.6171 88.8693 91.2387 
100.0652 108.2308 98.0976 
100.0219 119.6401 115.9066 
96.5846 115.983 93.5033 
119.0892 101.5658 105.3796 
108.5702 118.2303 118.3976 
81.5074 95.7799 119.9423 
108.571 97.9755 98.7335 
88.1262 111.912 116.3295 
107.6548 119.9716 86.268 
116.6736 87.089 89.0249 
96.3064 104.0629 105.158 
86.1316 104.4228 84.3687 
89.8294 81.4308 111.4477 
96.2026 88.9617 107.1799 
119.6805 99.855 118.32 
112.5013 92.532 106.1673 
113.0197 101.4486 108.6362 
82.2939 111.7741 91.1519 
81.5273 92.4593 106.7424 
93.5885 116.9094 94.7382 
106.0728 118.3699 110.8065 
89.8958 102.1934 109.1648 
90.7078 109.5355 84.9089 
97.4234 97.2917 114.0046 
114.4212 112.3576 114.9877 
106.3213 95.0086 108.8724 
89.3799 103.4046 91.7021 
99.2042 93.2868 85.2927 
97.9362 105.4632 93.6581 
100.0473 91.0865 94.112 
81.3152 96.3007 85.9762 
110.0847 99.5048 81.022 
100.1559 90.3395 100.9983 
100.0444 98.2097 101.9144 
119.923 107.1733 90.6023 
119.8902 96.8432 82.9444 
108.7142 114.8529 115.3824 
103.7621 117.1169 116.6439 
107.2143 89.4454 107.1923 
100.8115 96.0483 87.1054 
83.4332 87.0161 101.1496 
102.6847 100.3857 111.3884 
102.6054 96.1227 96.8609 
103.3058 101.8819 118.596 
106.551 93.3218 119.0476 
107.4633 91.1821 97.3366 
95.5079 101.5504 108.8357 
92.9025 100.3466 101.6949 
85.606 114.4758 116.3389 
106.548 82.9737 91.5264 
106.6389 100.9549 91.7786 
91.6366 109.7043 101.2254 
104.448 88.6748 93.0789 
