I 150
J 15
bounds (0, 100)
cv 1.5
D 10
k 5
t 3
FLR 0.6
FCR 2
λbounds (80, 120)

λ 
112.1723 106.1511 104.8317 
84.308 119.3799 114.5211 
109.0044 94.2604 115.2685 
87.4935 108.442 114.9837 
100.4418 96.4829 114.1828 
107.7981 101.0532 114.1657 
98.0425 88.6253 89.2754 
80.9049 83.3494 99.0404 
118.3404 96.3669 95.7131 
111.3876 114.3599 106.3981 
105.4027 92.7027 108.8983 
115.1966 100.7989 96.5215 
80.7628 80.8724 82.2996 
107.5136 85.6621 119.5162 
97.2889 86.9495 101.9597 
88.5307 107.5032 108.7488 
81.5234 111.2921 101.9941 
95.1711 81.4318 110.8371 
87.9668 84.0774 103.4533 
113.0268 89.9312 85.4523 
118.6168 95.6993 99.1535 
87.8552 89.4366 98.4172 
95.0292 91.267 84.1855 
119.937 104.314 91.5308 
99.5439 96.3008 99.6651 
95.4179 88.0551 80.4686 
110.3039 87.3615 104.0445 
114.0416 107.9217 89.8591 
106.6533 85.7311 82.8501 
116.8387 106.0607 110.7805 
107.5979 119.5534 91.1219 
112.0034 86.5322 92.7821 
109.0934 98.8168 116.4357 
113.4307 80.4593 102.6351 
82.2411 115.7153 95.748 
118.4324 110.3562 92.0871 
111.8391 87.2977 110.729 
101.6207 103.452 108.9942 
95.5312 82.8221 80.7137 
91.4706 102.5935 116.9041 
94.2217 105.7313 107.9453 
98.1475 117.1411 108.1979 
117.0764 99.1983 115.6672 
84.9451 82.3123 87.7023 
106.8457 113.5046 119.9797 
96.2438 104.4349 83.4215 
90.1444 107.352 110.3934 
118.6419 119.6142 119.9393 
99.632 104.0758 104.9353 
118.0831 98.5709 97.4167 
97.7098 109.2936 101.8561 
107.2378 97.7697 91.3453 
95.4545 103.6243 83.9611 
109.4057 91.1415 90.4884 
84.4996 103.7917 110.8963 
94.5097 113.1905 89.7328 
80.4791 92.0679 90.5355 
94.1827 95.6382 81.8516 
114.7175 84.1684 100.1391 
88.7647 95.8438 90.0482 
94.6168 99.5322 100.1204 
113.0533 116.5204 115.7807 
108.5608 114.794 110.6839 
83.0202 98.9866 83.8431 
111.6056 80.0346 83.7353 
91.6748 106.8838 96.1313 
103.5266 89.1125 81.8434 
98.8597 114.4172 102.8139 
111.0527 119.7326 80.217 
116.9419 94.3643 109.1177 
80.7126 109.8793 85.45 
117.279 117.0798 105.1678 
87.5281 87.4999 100.5023 
83.886 85.953 95.5841 
81.7789 118.085 105.6145 
86.6101 87.1165 103.2597 
80.3001 88.2054 93.5767 
82.9019 113.0967 108.4763 
