I 200
J 20
bounds (0, 100)
cv 1.0
D 1
k 5
t 3
λbounds (80, 120)

λ 
105.5335 110.349 119.7636 
110.1563 85.7185 103.3956 
101.4462 119.2879 94.2712 
113.7564 100.5523 115.6011 
96.3333 83.8372 117.5753 
119.7853 95.3677 115.0768 
82.0767 99.0735 100.3904 
82.5873 114.8504 85.2466 
103.9982 108.8046 101.7911 
104.5646 81.629 118.9041 
80.7747 107.711 114.1008 
86.3849 112.4918 89.6237 
108.1928 82.769 119.3804 
118.1617 103.2352 108.9374 
114.0313 87.0241 115.5525 
83.6432 104.2008 113.64 
119.4935 98.0541 105.1086 
107.7218 82.8435 80.362 
111.8144 91.9444 83.8957 
82.2589 114.211 99.6673 
115.6795 95.8594 116.0823 
114.989 97.7563 81.73 
98.271 102.048 85.0178 
95.9648 82.7114 92.3277 
97.1627 114.7533 105.5476 
109.8637 105.9891 102.8503 
112.5068 80.7186 113.9834 
107.4782 87.7105 117.4095 
96.3295 106.9941 119.7164 
96.2005 100.0781 108.5225 
115.7736 83.8041 105.4744 
88.8106 110.1512 103.3445 
102.3279 80.9127 110.2916 
101.1815 119.447 102.2884 
109.0765 100.0472 81.6726 
113.1497 85.1121 113.489 
114.3611 85.1243 110.1365 
114.4146 101.3706 114.2646 
96.358 113.3919 82.5304 
81.4446 98.7713 80.8001 
85.1101 96.7357 86.0699 
108.9178 106.6353 93.8364 
84.8392 109.5679 92.4625 
104.739 119.5511 113.411 
100.3896 93.8778 106.6779 
102.7821 111.6901 97.3699 
96.5998 113.8187 116.3537 
106.8458 100.5208 82.2814 
80.2641 101.1019 89.4388 
101.1933 91.8117 109.1048 
95.6533 95.4928 116.8075 
98.9255 105.8195 100.7776 
96.3694 118.8369 100.8809 
86.5349 107.4884 96.2628 
90.8708 93.1945 113.8557 
95.7822 112.0466 111.5111 
115.7988 81.9395 119.029 
112.7118 80.095 100.2785 
119.2987 119.5766 113.2427 
89.552 92.6548 104.2068 
94.9088 83.7624 84.1633 
92.953 111.6899 88.6327 
85.5067 114.7804 104.4627 
113.2561 84.5106 90.2302 
102.3229 102.3029 119.1441 
102.9234 81.7349 94.5004 
109.9453 115.5269 96.6282 
94.0752 108.5022 119.343 
106.9593 80.5106 83.0159 
114.6463 85.7573 83.4155 
106.5495 115.4876 90.5983 
92.8314 96.2506 85.7398 
105.4401 114.2394 86.8893 
100.6406 103.0011 103.9911 
98.5016 117.1943 81.7169 
108.5126 114.9448 102.2487 
81.3957 115.3175 98.2644 
115.3037 94.1854 105.1352 
117.5468 114.5893 107.4689 
118.2726 105.5802 98.0631 
118.8857 110.2349 109.1124 
114.0548 83.8417 90.0435 
97.4008 100.3977 107.7461 
115.7048 117.5268 92.5645 
90.2783 94.1652 84.8947 
105.9136 91.413 101.0233 
100.5489 80.7848 109.3526 
98.8413 105.3848 80.404 
100.799 98.4796 97.2852 
101.5981 110.4098 109.4566 
82.7375 110.8428 85.452 
106.1067 95.6896 100.3266 
93.683 90.8147 104.0751 
104.8125 108.9848 98.2538 
103.7565 106.0667 110.3287 
103.134 114.8779 110.8708 
93.7055 99.4433 115.2182 
105.2093 94.1341 90.0832 
89.6981 103.6662 115.2014 
93.5402 112.4757 97.9173 
109.9629 113.4215 110.2257 
94.3362 90.5221 88.18 
116.8971 113.2448 118.2195 
114.1465 82.2956 93.0851 
118.9252 98.8053 116.1962 
94.0195 114.828 99.3277 
104.0193 100.8478 119.8802 
104.5354 106.7817 112.391 
91.4297 111.7682 104.5737 
98.5101 80.4415 84.7568 
110.6535 108.4127 103.2151 
80.5698 108.1053 108.9364 
115.4475 90.7444 82.2996 
114.3492 80.1104 101.3926 
92.8133 99.3094 95.1389 
116.8069 81.353 94.7732 
101.2893 85.2679 107.9998 
98.1187 104.5677 87.6586 
98.7121 97.2991 92.0205 
87.6228 115.3066 117.8154 
108.6665 85.1898 82.9737 
81.4643 81.126 80.8515 
108.1043 100.3743 97.4476 
94.0575 86.2338 108.1665 
80.9311 89.7874 88.5387 
92.6379 116.9306 81.3395 
107.642 86.706 101.274 
104.1192 97.3431 104.6915 
92.4594 85.1019 102.7485 
117.4869 108.4955 106.4898 
110.0703 87.4222 92.428 
109.0985 112.7959 119.3907 
99.0816 99.6503 115.555 
101.7855 117.6774 85.179 
110.2872 82.5722 93.0628 
115.4731 108.6856 107.1689 
93.2976 112.0825 89.2926 
99.0594 95.9847 103.5512 
118.7404 92.3914 119.7449 
116.9347 106.4545 115.6783 
118.0046 94.67 117.892 
85.8182 101.2668 95.2256 
84.4868 119.9731 108.7155 
92.6903 92.3132 95.0717 
96.5544 106.4725 109.5919 
84.6103 96.8442 102.972 
114.1321 82.6233 113.3649 
110.2863 106.4558 102.7395 
86.8678 119.2014 118.6711 
119.4233 83.514 85.0393 
111.483 101.2646 119.1311 
113.1371 104.5301 115.6914 
108.8212 89.0715 90.0933 
119.4191 102.7117 100.1098 
82.0444 114.4488 109.418 
119.8824 99.5297 116.0779 
104.5638 95.0636 88.1596 
105.477 116.7582 96.9109 
88.9597 99.6766 81.8258 
106.362 104.023 97.5929 
88.6841 114.869 84.0769 
109.0178 102.6415 83.0138 
90.8292 91.3287 93.3798 
104.7201 115.5842 83.4836 
111.6488 94.234 89.34 
88.2058 101.8766 99.9487 
84.5294 88.6123 106.9697 
99.4382 87.6526 109.863 
100.0265 111.5625 117.3403 
85.4784 93.8446 91.9312 
105.7419 102.3751 109.3979 
96.1875 105.631 98.7735 
91.2214 111.1734 96.9322 
119.4424 103.6863 89.6845 
114.3379 92.4181 105.0075 
100.2367 86.4636 99.8091 
93.0983 99.4806 96.3688 
91.643 107.4028 113.5279 
91.3171 119.2309 92.8118 
87.9643 82.1368 98.7084 
112.078 111.9663 80.9622 
