I 200
J 20
bounds (0, 100)
cv 0.5
D 50
k 5
t 3
λbounds (80, 120)

λ 
103.2632 91.1303 104.922 
99.0927 81.6036 104.8857 
95.992 107.8166 85.3227 
109.1194 91.0656 98.3392 
90.5527 119.2268 104.5731 
103.3315 94.8609 116.7315 
82.8965 105.2754 97.8651 
98.6045 84.4608 112.3399 
111.9278 117.542 85.2103 
92.6899 80.1435 84.0778 
108.8173 113.4918 85.995 
102.1857 96.1445 83.3367 
103.6833 86.0535 93.0395 
109.1099 114.7007 103.4588 
109.879 83.9746 116.2548 
119.5127 83.8926 115.1741 
114.5318 114.3704 81.0672 
87.439 106.9503 85.6853 
80.7495 107.4307 110.948 
85.1007 113.507 94.2388 
95.0156 116.757 119.7401 
107.907 108.7661 115.6883 
88.0065 98.1703 116.2178 
98.5445 112.9387 95.6745 
107.0491 112.9413 87.2688 
116.1843 116.6882 110.2774 
111.1486 90.1444 112.9807 
90.0115 100.2313 114.3152 
111.4296 104.3225 109.3374 
105.054 91.1654 103.5683 
117.6855 96.6477 96.5097 
114.739 98.5865 84.8723 
93.3808 112.5419 110.2538 
114.5632 99.0561 100.3107 
84.7331 86.9133 98.9164 
105.5618 119.29 117.476 
105.3249 116.2029 95.7727 
95.0261 101.7059 113.4432 
85.1445 108.1907 95.1683 
85.5888 97.8654 97.3527 
94.8932 98.6656 88.9157 
88.3458 94.2596 109.5052 
105.9815 115.8423 86.297 
102.6752 80.9634 112.1884 
94.3769 101.6766 90.0803 
91.4731 83.9704 103.8885 
111.2407 96.3038 99.0127 
105.0688 118.7006 110.4405 
112.6296 91.7024 93.2231 
96.4328 110.0118 87.2536 
88.5845 82.7253 96.1632 
118.6905 115.5552 116.9063 
102.2031 110.3531 97.0406 
112.4334 118.4773 87.8759 
88.0222 91.5562 108.4494 
118.8928 93.4147 85.0954 
101.8266 86.9492 98.6154 
115.1518 92.6984 106.8085 
114.7368 84.2336 84.514 
113.8449 95.0406 81.2969 
96.3881 96.8645 91.0216 
119.9439 110.0368 85.3402 
108.4563 85.8117 112.4453 
85.8843 97.3927 112.8163 
101.0799 105.8886 83.6671 
93.3843 94.2826 104.9454 
111.632 119.9524 88.6954 
80.4878 87.9631 82.4565 
113.0725 95.0103 108.7398 
84.6625 80.394 119.1834 
109.1799 97.0184 98.4526 
117.9531 98.8756 98.1679 
118.3982 91.93 116.6733 
103.3682 111.3427 92.6692 
95.3544 85.1547 80.1299 
116.6787 86.4036 95.9439 
84.7163 100.712 108.2524 
105.2836 112.8767 100.7006 
115.9264 101.6846 112.311 
108.0292 119.117 104.0824 
109.4004 92.2102 117.6088 
82.8031 106.9667 109.9914 
96.481 89.6481 106.8635 
113.6975 92.9625 116.9927 
93.2016 95.2648 93.1542 
101.9606 90.0584 114.178 
81.0028 98.9529 101.1953 
87.406 96.4893 90.5717 
119.5686 91.2927 97.1533 
111.0167 99.3927 116.5471 
86.4897 105.1291 106.6016 
88.6187 99.3001 111.9918 
103.1908 81.2957 100.4337 
84.1069 92.6176 92.0505 
118.2729 111.1205 115.1313 
106.3401 100.8132 110.979 
98.5208 91.2816 115.3445 
