I 200
J 20
bounds (0, 100)
cv 1.5
D 50
k 5
t 3
FLR 0.6
FCR 4
abounds (80, 120)

a 
89.0 69.0 82.0 
79.0 89.0 82.0 
82.0 74.0 79.0 
67.0 81.0 84.0 
71.0 99.0 86.0 
85.0 77.0 79.0 
75.0 66.0 86.0 
84.0 76.0 87.0 
82.0 102.0 70.0 
58.0 89.0 81.0 
63.0 78.0 85.0 
89.0 73.0 69.0 
75.0 95.0 88.0 
79.0 86.0 85.0 
82.0 82.0 65.0 
101.0 85.0 87.0 
86.0 71.0 89.0 
92.0 90.0 93.0 
77.0 86.0 81.0 
85.0 80.0 82.0 
88.0 73.0 106.0 
79.0 81.0 87.0 
82.0 82.0 74.0 
76.0 77.0 79.0 
83.0 83.0 78.0 
79.0 74.0 84.0 
91.0 85.0 83.0 
85.0 88.0 84.0 
98.0 71.0 83.0 
96.0 94.0 78.0 
90.0 67.0 85.0 
81.0 79.0 88.0 
82.0 79.0 86.0 
81.0 99.0 95.0 
81.0 69.0 96.0 
71.0 91.0 77.0 
82.0 75.0 82.0 
95.0 91.0 103.0 
72.0 93.0 95.0 
81.0 90.0 63.0 
86.0 90.0 84.0 
102.0 76.0 99.0 
78.0 97.0 73.0 
68.0 64.0 83.0 
84.0 89.0 67.0 
77.0 94.0 69.0 
72.0 95.0 87.0 
67.0 76.0 82.0 
78.0 77.0 86.0 
89.0 85.0 78.0 
83.0 77.0 79.0 
83.0 85.0 78.0 
74.0 78.0 69.0 
84.0 87.0 88.0 
84.0 83.0 73.0 
59.0 88.0 78.0 
80.0 80.0 74.0 
79.0 72.0 83.0 
80.0 73.0 80.0 
80.0 95.0 97.0 
84.0 84.0 77.0 
88.0 90.0 75.0 
86.0 73.0 99.0 
81.0 82.0 89.0 
73.0 67.0 91.0 
89.0 95.0 89.0 
95.0 87.0 83.0 
87.0 76.0 72.0 
99.0 89.0 93.0 
76.0 81.0 95.0 
82.0 84.0 82.0 
80.0 99.0 81.0 
74.0 82.0 74.0 
81.0 74.0 98.0 
75.0 79.0 76.0 
88.0 87.0 83.0 
69.0 71.0 74.0 
88.0 82.0 86.0 
96.0 86.0 77.0 
87.0 92.0 80.0 
94.0 82.0 85.0 
88.0 76.0 64.0 
87.0 84.0 86.0 
82.0 73.0 95.0 
79.0 76.0 64.0 
76.0 100.0 75.0 
79.0 75.0 64.0 
77.0 87.0 78.0 
81.0 82.0 88.0 
91.0 78.0 98.0 
84.0 85.0 72.0 
73.0 86.0 73.0 
78.0 81.0 91.0 
69.0 77.0 81.0 
93.0 80.0 75.0 
85.0 85.0 73.0 
