I 250
J 25
bounds (0, 100)
cv 1.0
D 100
k 5
t 3
FLR 0.4
FCR 8
λbounds (80, 120)

λ 
118.4792 92.4444 104.3371 
107.1221 90.5454 101.4788 
95.0294 89.4092 86.2242 
108.2795 99.1488 87.4899 
95.5011 116.2086 109.9536 
100.2142 103.4265 101.1256 
108.8661 105.7605 110.6022 
119.6611 114.8218 105.7629 
88.9021 93.8032 111.4606 
107.1548 84.6002 92.0955 
94.0657 112.9103 114.8135 
105.7233 114.5156 98.6131 
102.5266 109.6147 98.7428 
93.8096 97.532 94.7799 
101.6877 117.8942 90.3104 
84.1961 115.6036 117.4168 
117.846 91.3149 115.3249 
90.1829 118.416 92.8872 
118.539 106.5273 87.7993 
106.5839 82.6182 88.9027 
93.8372 85.3141 81.4297 
116.537 112.7358 101.629 
117.7708 103.0854 87.448 
119.2264 91.7689 95.8894 
89.951 88.463 112.9593 
110.0887 81.5457 80.7417 
102.8995 115.0082 88.8695 
116.88 111.4767 98.5544 
84.1248 89.4201 99.5004 
86.7616 83.0665 113.0616 
93.3679 84.0734 85.5473 
100.3592 109.0381 98.5608 
94.4864 119.2146 100.2024 
111.5909 109.8691 106.8772 
113.6675 87.4174 113.0253 
111.6821 116.9077 89.8375 
109.3332 85.0255 101.9003 
112.4427 117.4334 103.2395 
94.1976 112.1747 94.7288 
108.1989 94.2777 107.1945 
90.8052 89.4641 81.2603 
90.6167 108.3293 111.0837 
117.6865 84.4796 117.7449 
92.233 119.0692 94.2894 
88.1679 82.5274 99.4938 
114.446 84.5102 110.6316 
104.6631 106.8308 100.7888 
80.4199 93.1339 109.9515 
89.7195 90.2513 89.4502 
117.824 110.9647 118.6737 
94.392 106.6226 84.9778 
117.2681 96.5403 111.7244 
106.7482 92.4371 106.3692 
107.7677 97.2634 86.3994 
88.2627 110.3287 112.3318 
89.8654 114.4515 111.9205 
113.0498 86.0003 92.2352 
101.6756 92.9874 95.3106 
85.2832 114.4453 93.2306 
99.2882 88.3286 101.1048 
117.3905 112.3485 111.8494 
117.7982 113.3248 112.1698 
113.1304 108.9581 102.8087 
92.573 100.0012 100.477 
84.9553 95.4957 112.6747 
99.2897 90.5696 86.0086 
114.4569 87.5767 111.6484 
106.1943 112.4296 111.7645 
104.4112 90.5913 116.5853 
115.2713 87.5205 99.0862 
104.6399 109.3012 91.8843 
80.2186 112.0364 99.0858 
115.2601 96.9684 108.4226 
103.3247 106.8579 93.3315 
108.2706 119.2068 96.1422 
84.22 102.4264 96.2084 
107.6425 89.8678 103.1383 
105.0228 115.0329 82.2744 
87.8738 87.8459 93.7399 
91.5689 83.9251 103.5869 
110.4634 116.4613 93.4622 
109.5294 89.1353 92.8432 
92.3096 114.028 100.3167 
92.0321 94.7359 116.3955 
104.32 100.737 98.1598 
104.6923 84.9099 93.9034 
118.2459 88.4515 103.2829 
114.7276 104.6972 84.2017 
118.6623 81.3837 94.882 
119.5064 87.571 104.5611 
108.9175 111.662 91.9905 
80.9759 91.7799 95.8964 
91.7672 94.9637 105.4894 
112.6362 119.1582 82.6169 
118.1222 91.583 95.8816 
104.2146 102.3909 116.3871 
81.777 104.2697 81.5144 
90.6058 89.5996 92.3673 
84.9425 94.2971 80.7003 
119.1309 113.1079 93.8078 
80.9326 80.6155 92.814 
82.5048 100.6988 114.8948 
109.996 95.5348 94.1281 
109.4148 113.1249 83.2086 
104.4202 99.1191 113.769 
99.7488 97.4785 97.1769 
105.7704 113.7875 111.7171 
98.1064 114.7776 93.7069 
116.717 100.4571 114.3462 
99.7567 94.6135 110.9482 
93.1929 116.6418 84.6212 
108.8785 89.3283 97.5887 
116.3278 92.953 95.2916 
92.4187 96.9753 80.5135 
80.7144 99.1097 88.6694 
85.1954 108.8019 97.2696 
97.7273 96.6983 88.4422 
113.4323 86.9603 113.7731 
81.1587 94.0654 109.3345 
86.7186 100.0127 94.3157 
80.3975 116.6387 100.6653 
108.6339 115.6844 105.8359 
96.2372 106.206 118.0319 
87.4624 114.0127 111.0107 
85.0432 108.3421 98.6315 
83.5278 103.0782 98.2459 
102.8105 105.2084 89.3977 
107.9788 101.0173 82.3894 
88.0692 105.4166 114.878 
119.0094 116.584 97.0459 
80.5731 95.5161 104.0669 
111.1168 81.1394 113.2574 
100.2308 94.6908 99.7929 
118.7314 89.8744 89.1046 
83.0136 94.6439 89.3198 
119.4851 100.9448 109.3122 
114.6469 88.7702 99.0006 
108.0656 110.9856 94.1843 
104.9228 105.654 117.9197 
104.6564 89.1744 106.3613 
105.1107 109.7243 115.3413 
88.9417 114.3169 82.7001 
94.4369 105.0245 94.4219 
99.9191 85.3559 86.9313 
88.3234 93.4499 110.3154 
116.9871 85.6404 114.4999 
93.1968 86.349 82.2591 
83.9246 113.0824 105.1407 
119.8389 113.7086 90.4962 
99.05 114.4139 96.3818 
105.6541 117.1128 98.8476 
116.4993 119.8177 109.4762 
84.8165 97.4652 81.0744 
115.7222 116.9677 103.4036 
115.9686 100.2741 83.5587 
93.5109 109.2449 89.2106 
85.3254 93.1878 85.6958 
108.9955 100.6775 92.0193 
118.729 99.5626 96.0322 
80.8014 91.416 118.4552 
116.3627 104.9361 119.7428 
100.6334 113.3322 99.0203 
81.6671 109.934 105.3159 
82.9272 88.1187 110.0769 
95.8528 108.9323 108.4131 
106.6637 98.8275 115.687 
117.2166 81.135 98.6707 
94.4249 105.1808 102.6949 
94.0333 110.108 89.4412 
98.9921 103.1378 118.691 
109.4692 110.0437 87.3974 
86.5417 91.2185 98.4819 
99.9093 80.8751 114.4597 
109.5427 114.4462 110.089 
96.5637 92.9159 84.1188 
107.8174 112.7543 112.4001 
107.4021 96.1354 101.6877 
91.6865 90.7771 83.717 
95.2964 100.8332 81.8399 
