I 200
J 20
bounds (0, 100)
cv 1.5
D 10
k 5
t 3
FLR 0.6
FCR 4
λbounds (80, 120)

λ 
111.7237 90.5105 100.4771 
100.6089 83.947 101.708 
119.9577 100.2795 83.6614 
92.457 96.0647 103.0079 
102.2292 80.4238 110.3298 
114.7978 81.4272 88.0507 
94.9032 108.5622 117.8019 
97.7003 100.761 86.4844 
105.1236 100.6234 118.5252 
101.4391 83.8509 94.3255 
90.0314 98.216 91.6903 
102.196 111.6051 96.783 
80.9547 87.229 101.5018 
108.8502 114.0434 86.9831 
86.6792 96.7507 82.3115 
87.0324 89.827 87.3689 
93.745 109.2898 98.2898 
116.4261 87.6218 88.3441 
103.7219 112.6912 111.6051 
101.3229 92.2785 83.9885 
114.4752 104.9439 80.6343 
94.9849 101.0524 87.0364 
82.6749 88.6728 102.6729 
97.6866 107.8212 100.4417 
102.7496 115.9492 88.7753 
118.7118 84.0892 112.7276 
88.5885 99.2074 117.787 
95.3022 114.3442 103.085 
95.179 80.9363 99.0734 
84.2089 108.8902 104.249 
80.3119 86.2435 99.9341 
96.1876 104.9745 85.9789 
110.6132 117.277 89.6576 
117.7408 108.9223 90.9808 
91.9619 82.6554 99.6364 
81.813 112.0086 96.5331 
82.7335 114.8795 103.4474 
101.9917 107.9244 98.4464 
113.712 114.5534 94.9064 
111.6577 116.9707 107.3055 
106.1583 113.7873 90.6747 
111.5777 101.272 115.2267 
89.5158 94.2556 86.5778 
104.0986 88.1448 102.6531 
81.1464 108.1468 112.6742 
117.3026 98.4924 96.0695 
91.9061 119.6821 85.2244 
89.8522 113.5318 117.0467 
91.1809 96.568 83.3831 
105.2662 115.7077 84.4254 
82.2976 98.9237 84.3716 
105.3129 119.1501 91.3021 
109.4986 108.7864 87.3689 
97.79 84.9743 100.0599 
103.6778 108.5413 114.8611 
100.3009 87.8489 107.6966 
97.9239 98.2015 105.8068 
90.1944 98.5872 96.2769 
113.6132 116.8803 111.524 
100.4495 92.6149 94.4841 
92.1284 106.3098 106.5911 
107.237 109.0749 117.7876 
84.3976 114.5659 119.1853 
86.0655 82.7905 107.2437 
93.0724 94.7142 104.7853 
103.6368 91.1574 108.5019 
82.7457 94.6822 81.8348 
115.3837 94.9989 88.6731 
104.3253 97.7009 108.5114 
86.9787 97.39 106.4799 
86.8285 105.5796 81.2045 
108.895 87.3663 117.2824 
91.1634 92.8537 113.6963 
96.9836 91.0577 86.0347 
103.1661 116.8965 113.5557 
92.187 92.316 100.2955 
103.8278 113.1509 92.8825 
83.5763 99.0243 85.5307 
94.2944 102.7144 87.1727 
