I 250
J 25
bounds (0, 100)
cv 1.5
D 1
k 5
t 3
FLR 0.8
FCR 4
abounds (80, 120)

a 
80.0 83.0 78.0 
107.0 101.0 87.0 
108.0 101.0 92.0 
88.0 99.0 102.0 
103.0 102.0 87.0 
97.0 77.0 110.0 
98.0 99.0 89.0 
90.0 114.0 86.0 
102.0 97.0 94.0 
95.0 110.0 110.0 
93.0 108.0 88.0 
97.0 104.0 103.0 
90.0 107.0 90.0 
89.0 103.0 90.0 
97.0 101.0 86.0 
93.0 98.0 101.0 
98.0 105.0 102.0 
92.0 94.0 109.0 
97.0 106.0 104.0 
92.0 93.0 94.0 
101.0 105.0 101.0 
108.0 92.0 116.0 
90.0 99.0 91.0 
99.0 108.0 91.0 
100.0 109.0 108.0 
107.0 110.0 107.0 
99.0 99.0 83.0 
92.0 89.0 97.0 
110.0 96.0 94.0 
90.0 103.0 121.0 
91.0 101.0 107.0 
94.0 96.0 112.0 
85.0 98.0 89.0 
81.0 94.0 112.0 
103.0 98.0 83.0 
120.0 72.0 106.0 
116.0 107.0 104.0 
108.0 92.0 87.0 
109.0 116.0 101.0 
107.0 120.0 79.0 
94.0 91.0 101.0 
116.0 98.0 135.0 
95.0 91.0 84.0 
103.0 102.0 98.0 
96.0 102.0 100.0 
93.0 85.0 103.0 
82.0 90.0 93.0 
77.0 102.0 98.0 
105.0 88.0 102.0 
102.0 94.0 98.0 
97.0 110.0 114.0 
104.0 83.0 92.0 
105.0 101.0 99.0 
91.0 103.0 92.0 
112.0 103.0 85.0 
90.0 96.0 92.0 
78.0 110.0 116.0 
103.0 87.0 97.0 
97.0 91.0 89.0 
108.0 87.0 101.0 
92.0 93.0 92.0 
94.0 102.0 108.0 
111.0 95.0 96.0 
86.0 84.0 80.0 
96.0 86.0 83.0 
106.0 106.0 91.0 
116.0 119.0 100.0 
112.0 105.0 106.0 
101.0 102.0 92.0 
68.0 108.0 104.0 
84.0 94.0 110.0 
89.0 89.0 99.0 
107.0 103.0 108.0 
88.0 110.0 95.0 
106.0 101.0 96.0 
108.0 96.0 101.0 
101.0 109.0 97.0 
88.0 65.0 95.0 
80.0 102.0 91.0 
99.0 97.0 119.0 
94.0 101.0 108.0 
115.0 99.0 108.0 
109.0 106.0 96.0 
93.0 94.0 101.0 
99.0 87.0 90.0 
94.0 80.0 85.0 
98.0 114.0 84.0 
85.0 93.0 106.0 
83.0 112.0 89.0 
107.0 104.0 90.0 
96.0 94.0 108.0 
97.0 95.0 89.0 
95.0 94.0 105.0 
88.0 93.0 93.0 
81.0 103.0 116.0 
106.0 79.0 116.0 
