I 200
J 20
bounds (0, 100)
cv 1.0
D 100
k 5
t 3
FLR 0.4
FCR 10
abounds (80, 120)

a 
126.0 136.0 110.0 
99.0 111.0 113.0 
121.0 113.0 118.0 
125.0 117.0 114.0 
113.0 116.0 116.0 
106.0 105.0 130.0 
100.0 114.0 141.0 
108.0 140.0 127.0 
114.0 130.0 118.0 
107.0 99.0 137.0 
117.0 115.0 115.0 
104.0 106.0 104.0 
106.0 118.0 117.0 
103.0 143.0 134.0 
109.0 129.0 112.0 
115.0 96.0 125.0 
124.0 115.0 135.0 
131.0 99.0 117.0 
112.0 136.0 127.0 
113.0 116.0 119.0 
120.0 113.0 118.0 
100.0 146.0 118.0 
126.0 132.0 98.0 
102.0 131.0 145.0 
122.0 125.0 138.0 
114.0 118.0 118.0 
133.0 111.0 118.0 
106.0 144.0 112.0 
112.0 122.0 132.0 
134.0 100.0 126.0 
140.0 130.0 96.0 
108.0 130.0 130.0 
123.0 109.0 129.0 
132.0 113.0 105.0 
120.0 112.0 112.0 
110.0 131.0 108.0 
118.0 97.0 115.0 
121.0 125.0 123.0 
126.0 104.0 88.0 
139.0 126.0 107.0 
120.0 138.0 115.0 
126.0 122.0 112.0 
123.0 114.0 128.0 
121.0 108.0 116.0 
116.0 116.0 124.0 
110.0 118.0 134.0 
119.0 121.0 114.0 
119.0 138.0 129.0 
93.0 115.0 116.0 
115.0 115.0 142.0 
123.0 140.0 117.0 
114.0 130.0 118.0 
109.0 115.0 127.0 
108.0 123.0 151.0 
139.0 131.0 122.0 
130.0 112.0 122.0 
121.0 93.0 109.0 
143.0 115.0 113.0 
110.0 114.0 128.0 
98.0 98.0 110.0 
131.0 127.0 121.0 
118.0 132.0 112.0 
124.0 109.0 132.0 
106.0 131.0 113.0 
103.0 94.0 112.0 
118.0 125.0 125.0 
109.0 125.0 134.0 
109.0 105.0 100.0 
111.0 118.0 114.0 
118.0 118.0 118.0 
116.0 127.0 120.0 
115.0 132.0 126.0 
136.0 121.0 98.0 
114.0 122.0 105.0 
122.0 95.0 110.0 
114.0 109.0 120.0 
130.0 104.0 113.0 
118.0 119.0 117.0 
117.0 107.0 116.0 
124.0 118.0 124.0 
120.0 123.0 114.0 
108.0 118.0 141.0 
109.0 122.0 122.0 
133.0 113.0 134.0 
139.0 123.0 127.0 
115.0 146.0 124.0 
117.0 128.0 113.0 
129.0 124.0 112.0 
126.0 119.0 114.0 
125.0 137.0 115.0 
127.0 121.0 130.0 
118.0 133.0 113.0 
97.0 119.0 148.0 
112.0 129.0 109.0 
112.0 126.0 116.0 
119.0 126.0 113.0 
119.0 110.0 129.0 
106.0 145.0 134.0 
124.0 126.0 104.0 
128.0 99.0 119.0 
128.0 113.0 119.0 
117.0 131.0 110.0 
119.0 124.0 125.0 
134.0 106.0 120.0 
125.0 100.0 136.0 
117.0 126.0 130.0 
112.0 110.0 126.0 
121.0 116.0 118.0 
118.0 111.0 115.0 
112.0 142.0 135.0 
121.0 112.0 131.0 
129.0 122.0 125.0 
118.0 121.0 137.0 
106.0 126.0 118.0 
120.0 127.0 113.0 
128.0 144.0 126.0 
117.0 120.0 104.0 
136.0 90.0 131.0 
118.0 130.0 124.0 
120.0 121.0 116.0 
134.0 131.0 125.0 
130.0 115.0 114.0 
132.0 121.0 124.0 
102.0 120.0 111.0 
107.0 119.0 127.0 
118.0 129.0 123.0 
105.0 133.0 112.0 
109.0 113.0 124.0 
143.0 136.0 107.0 
138.0 139.0 130.0 
118.0 115.0 131.0 
130.0 120.0 125.0 
119.0 132.0 109.0 
124.0 121.0 133.0 
102.0 128.0 119.0 
125.0 131.0 117.0 
103.0 129.0 105.0 
121.0 108.0 117.0 
96.0 123.0 109.0 
113.0 122.0 123.0 
117.0 121.0 106.0 
100.0 117.0 111.0 
126.0 112.0 110.0 
120.0 127.0 130.0 
112.0 120.0 133.0 
131.0 136.0 106.0 
93.0 126.0 102.0 
132.0 112.0 128.0 
129.0 141.0 129.0 
144.0 125.0 123.0 
119.0 124.0 104.0 
103.0 110.0 106.0 
115.0 141.0 119.0 
121.0 116.0 113.0 
131.0 117.0 107.0 
111.0 125.0 137.0 
123.0 118.0 124.0 
111.0 141.0 121.0 
126.0 116.0 127.0 
121.0 99.0 108.0 
112.0 124.0 120.0 
111.0 122.0 115.0 
123.0 123.0 103.0 
114.0 100.0 119.0 
120.0 140.0 123.0 
93.0 109.0 145.0 
146.0 138.0 116.0 
113.0 132.0 139.0 
109.0 122.0 116.0 
111.0 106.0 128.0 
136.0 123.0 116.0 
125.0 113.0 113.0 
129.0 117.0 123.0 
131.0 115.0 139.0 
127.0 99.0 101.0 
116.0 115.0 102.0 
130.0 127.0 114.0 
132.0 116.0 104.0 
103.0 118.0 142.0 
128.0 127.0 109.0 
122.0 116.0 119.0 
125.0 103.0 144.0 
133.0 103.0 145.0 
124.0 123.0 108.0 
122.0 116.0 103.0 
128.0 114.0 109.0 
124.0 108.0 123.0 
132.0 119.0 132.0 
105.0 97.0 115.0 
108.0 134.0 108.0 
140.0 136.0 110.0 
125.0 123.0 109.0 
125.0 130.0 129.0 
113.0 103.0 122.0 
109.0 108.0 139.0 
123.0 126.0 124.0 
120.0 143.0 123.0 
121.0 109.0 106.0 
115.0 115.0 123.0 
120.0 126.0 114.0 

Icoords
95.0419 86.3503
22.2528 14.0314
54.7957 90.2047
12.8232 45.9768
18.2915 72.1576
56.3262 74.972
37.1975 74.1583
28.5169 89.0466
23.4491 32.3437
68.261 86.9895
99.5695 59.1454
49.8924 93.8017
48.0558 49.3439
85.0847 73.6382
31.4246 29.8115
50.2711 42.2343
18.7102 18.0734
45.5954 52.4316
89.3672 58.3221
24.4429 54.4236
95.2677 34.9703
32.1871 67.3647
