I 200
J 20
bounds (0, 100)
cv 1.0
D 50
k 5
t 3
λbounds (80, 120)

λ 
93.8989 94.3332 107.7636 
101.6061 110.2955 98.5191 
106.757 112.0108 88.6606 
110.1324 106.8927 85.4092 
101.7142 92.4602 92.184 
108.6455 107.3564 93.1935 
94.5538 85.4231 106.8982 
97.1047 97.2276 88.3567 
99.6357 105.1977 83.3706 
83.0224 102.2838 87.0604 
117.289 87.9889 108.9789 
101.7544 119.5414 91.8587 
119.1114 82.8914 117.6625 
99.7697 103.7799 93.5432 
110.7996 114.8004 106.4699 
118.9112 104.1692 95.8655 
90.5615 104.9753 105.5005 
92.4989 87.3245 84.865 
115.5478 92.7039 117.6021 
113.9956 100.2945 110.3974 
100.7948 91.4396 114.6279 
102.1589 84.1762 112.4434 
114.3652 90.7557 93.4523 
101.3408 110.8802 93.46 
97.9448 112.8049 88.7461 
90.8621 81.2386 101.2888 
97.1474 100.5088 82.7937 
82.6455 91.7751 94.535 
100.4572 116.1727 109.4895 
80.4304 81.5966 90.6872 
105.916 98.6507 112.1975 
111.6533 109.2289 82.0981 
119.1769 106.6731 113.035 
91.7509 102.766 112.9406 
104.2279 108.8843 119.8073 
105.4175 117.6038 81.5778 
89.2224 100.3553 100.9196 
88.745 113.6461 111.9871 
109.0732 90.4643 100.7208 
98.3198 114.946 90.7571 
102.1895 107.3755 103.8809 
102.326 108.4635 80.9474 
88.5664 104.1573 93.1539 
116.0531 90.386 93.9153 
104.1608 117.9999 85.4967 
114.9952 93.7996 104.6998 
91.1651 83.6884 108.5124 
99.0411 97.139 91.4049 
105.6986 92.4603 89.6159 
119.2097 85.8961 84.4175 
110.6798 98.9905 103.0673 
112.0537 87.7754 107.2503 
82.6732 114.0837 104.8728 
83.6121 97.646 83.5614 
102.1589 97.2423 82.798 
87.3421 85.4149 89.4969 
88.5401 86.9034 98.2213 
107.655 114.3806 85.3555 
91.56 89.0482 80.8257 
100.7681 107.9492 104.0132 
111.9656 91.6686 98.7313 
113.0359 86.6121 96.9785 
103.0274 110.2151 92.8244 
110.5822 84.2735 94.3851 
112.8541 99.4694 95.7627 
91.5641 110.7987 95.2937 
92.4273 114.6094 99.236 
117.9867 88.792 87.6207 
118.6919 114.9308 109.6894 
101.5692 85.7473 93.1689 
94.283 81.9393 80.9664 
108.2212 91.5228 103.8739 
114.7104 114.799 106.2052 
80.2273 119.456 93.3098 
105.388 101.5251 96.9099 
87.5352 114.9576 107.4294 
86.3051 95.7513 109.7848 
115.601 90.5401 99.7672 
98.2292 81.7599 109.8821 
99.8838 109.6533 113.6365 
117.502 105.2796 93.1403 
106.3537 84.3398 80.3737 
85.3572 90.6294 106.7038 
115.2513 109.7164 118.8631 
83.4086 113.1928 81.9392 
111.2164 113.4966 101.8014 
90.2074 83.8362 100.0465 
105.4303 88.2364 113.369 
108.1523 113.314 101.3387 
104.9255 96.6237 103.8218 
85.3572 87.8072 115.7215 
92.8055 115.4009 106.5994 
95.1205 103.3218 97.9478 
105.1 85.6833 83.6261 
103.7957 104.5864 112.4033 
100.2468 119.2538 100.4966 
105.9685 106.7581 96.5061 
110.9381 115.973 89.5345 
88.779 105.1062 89.6398 
110.8894 82.5308 89.0133 
82.9518 106.6172 100.1851 
101.9354 101.2797 86.994 
112.3051 90.3863 82.859 
115.6692 94.0742 103.5987 
112.569 104.8936 118.9701 
108.1181 95.607 89.8116 
104.6089 109.1602 86.0835 
100.4948 86.3513 100.2651 
96.4914 88.6346 115.6656 
111.0678 102.4612 114.3812 
99.8109 90.2277 105.1559 
112.685 105.684 101.7285 
85.1072 97.101 100.7796 
108.1334 102.2773 93.1028 
80.6677 90.7524 80.5035 
116.5295 119.4476 118.8309 
82.3552 112.8494 92.1041 
85.901 107.393 106.9822 
103.9774 96.6236 107.8522 
99.4567 109.4091 108.6438 
119.0134 98.6788 80.5686 
92.536 119.9509 112.2928 
107.4272 113.7464 93.9823 
82.2757 99.1558 119.5883 
101.8089 87.5355 108.9056 
91.1731 109.2493 106.8399 
110.587 91.9434 95.5361 
109.5602 104.2064 88.7124 
114.4443 101.448 116.6485 
115.5122 94.8651 104.2621 
110.2549 86.6623 99.866 
117.1026 96.3207 117.3617 
115.3319 97.1411 98.9735 
91.9574 117.0527 100.911 
118.5922 103.1475 117.7295 
92.3342 114.0431 81.9226 
95.6089 96.0707 107.0171 
116.1272 102.3283 95.5249 
82.4414 102.0766 95.0008 
84.8898 106.5861 105.0097 
99.6294 84.5936 84.0213 
105.3216 96.5577 118.3477 
108.5415 87.7312 97.4197 
81.7785 97.8887 88.2672 
118.2934 106.3686 90.2107 
80.0281 99.4687 86.9469 
113.8388 112.4423 114.7478 
116.8098 93.5635 101.219 
109.535 89.1586 111.059 
115.4952 108.3072 91.0574 
82.8989 114.2453 98.9 
98.6282 111.9553 116.6272 
103.0548 100.2018 96.4612 
110.4152 119.3875 101.5022 
99.2718 90.3921 112.7624 
95.0962 83.3264 102.6131 
80.6254 99.0407 107.5627 
91.1095 112.2949 101.5125 
96.3112 81.3855 117.0211 
96.3147 82.9221 87.4389 
94.6469 81.3232 90.5458 
110.1798 85.5694 107.3674 
117.6 106.8788 113.0235 
108.3406 103.8041 101.7132 
89.4827 111.311 107.4709 
109.5105 113.344 85.0647 
84.5461 116.4753 93.673 
117.1054 80.1114 117.2176 
92.5475 111.7878 114.1955 
104.947 112.7768 99.4902 
83.7922 85.4224 101.3746 
116.2105 83.6366 82.1134 
87.4797 90.0055 94.4047 
99.3197 115.7327 104.8275 
103.8365 108.3973 108.8325 
95.5444 90.7193 113.7936 
91.8286 85.0563 112.397 
117.9553 88.7323 80.7732 
97.8648 118.9033 108.6549 
82.733 83.9619 107.0545 
110.9037 80.9606 117.8461 
