I 250
J 25
bounds (0, 100)
cv 1.5
D 1
k 5
t 3
λbounds (80, 120)

λ 
116.4535 85.331 86.5555 
117.8977 117.5689 105.158 
112.4171 103.6733 110.9709 
94.4247 98.9577 83.5681 
94.0276 94.4153 90.0212 
115.2074 103.6477 112.6687 
90.4721 104.0747 90.2455 
113.7156 82.4452 104.1823 
94.5193 113.7238 85.3823 
99.6636 85.2401 102.3887 
108.084 113.8184 87.6603 
104.7928 86.5905 106.1586 
113.6679 112.5442 100.7459 
92.4378 114.1651 101.5865 
96.3582 92.9759 90.3365 
93.05 98.5661 116.8801 
104.9165 113.4707 89.5396 
99.6948 101.1871 100.0999 
85.1753 107.1341 82.8554 
92.542 89.6072 97.6698 
110.3007 108.9726 91.808 
85.9398 110.3759 113.6105 
85.175 111.1671 118.91 
112.8544 109.994 81.6207 
100.109 99.9944 99.734 
81.6929 96.1756 114.4128 
100.0058 84.7681 96.8043 
97.3544 93.033 94.2021 
113.9474 99.9021 95.4173 
107.9747 103.3947 96.3609 
119.184 90.042 110.1699 
115.6483 102.4465 84.4282 
92.239 117.1391 110.6468 
97.185 114.617 91.175 
85.0372 88.0033 87.4907 
87.8556 106.4492 94.796 
83.0443 106.6535 83.2934 
89.6738 82.412 106.8851 
108.4393 89.1845 92.8887 
86.5952 100.2269 93.9981 
117.7986 102.8058 115.7428 
96.0204 112.5643 94.6841 
96.9976 110.7097 118.3121 
92.2473 85.8356 87.6566 
118.6267 103.0218 108.2762 
103.4399 103.5235 106.9806 
110.8917 103.9124 98.687 
100.7553 89.521 113.8399 
110.7652 84.9215 91.6491 
116.9279 116.18 117.6956 
102.8934 82.3133 104.7935 
95.4054 89.4996 93.2928 
84.6482 85.4469 89.7392 
83.8615 82.2546 90.5742 
110.8527 113.5522 107.821 
93.2284 103.5014 81.7137 
84.6981 84.2453 84.5076 
112.0482 98.4075 109.8003 
98.9769 88.7819 119.0378 
92.4288 101.7135 81.642 
112.4101 109.7297 92.3179 
88.3715 90.0355 98.2138 
92.2802 89.0736 100.0804 
108.5924 90.6285 105.0954 
96.1839 89.104 91.8028 
90.4145 90.9278 111.8541 
92.7148 99.4749 80.1696 
119.464 104.5162 97.3646 
116.1682 109.1094 104.7887 
105.9068 100.1094 105.6671 
118.4847 101.0011 110.012 
111.5912 93.3479 94.2265 
80.0837 106.6094 108.4644 
113.4282 98.7651 95.0348 
115.9779 94.8937 119.1103 
108.3749 82.5358 93.7417 
96.1135 111.6572 94.3847 
90.6488 94.6679 98.8365 
101.6442 119.9886 111.4515 
84.9369 99.2377 114.9995 
