I 150
J 15
bounds (0, 100)
cv 1.0
D 25
k 5
t 3
FLR 0.8
FCR 10
abounds (80, 120)

a 
123.0 121.0 124.0 
102.0 116.0 131.0 
117.0 111.0 109.0 
106.0 108.0 122.0 
117.0 102.0 101.0 
109.0 104.0 129.0 
114.0 104.0 112.0 
129.0 142.0 119.0 
135.0 123.0 112.0 
118.0 92.0 101.0 
138.0 96.0 116.0 
110.0 109.0 108.0 
123.0 106.0 124.0 
98.0 99.0 110.0 
121.0 123.0 102.0 
106.0 103.0 98.0 
112.0 99.0 119.0 
120.0 136.0 118.0 
112.0 103.0 110.0 
93.0 117.0 126.0 
101.0 103.0 104.0 
113.0 132.0 119.0 
134.0 105.0 101.0 
84.0 123.0 123.0 
116.0 118.0 119.0 
123.0 113.0 106.0 
121.0 124.0 101.0 
110.0 108.0 111.0 
111.0 129.0 115.0 
119.0 98.0 105.0 
100.0 100.0 117.0 
128.0 113.0 104.0 
121.0 92.0 128.0 
113.0 110.0 107.0 
95.0 97.0 114.0 
97.0 97.0 118.0 
116.0 114.0 113.0 
116.0 104.0 92.0 
124.0 128.0 117.0 
115.0 121.0 95.0 
118.0 110.0 132.0 
126.0 114.0 112.0 
117.0 114.0 104.0 
112.0 96.0 94.0 
102.0 128.0 115.0 
112.0 126.0 110.0 
108.0 100.0 105.0 
109.0 96.0 110.0 
109.0 119.0 136.0 
109.0 120.0 125.0 
100.0 111.0 94.0 
112.0 103.0 106.0 
104.0 95.0 122.0 
118.0 119.0 121.0 
96.0 106.0 101.0 
108.0 118.0 108.0 
115.0 117.0 112.0 
110.0 113.0 105.0 
124.0 111.0 120.0 
123.0 99.0 115.0 
94.0 108.0 127.0 
117.0 116.0 104.0 
123.0 106.0 123.0 
93.0 97.0 114.0 
115.0 118.0 112.0 
116.0 120.0 102.0 
128.0 118.0 111.0 
121.0 109.0 101.0 
119.0 107.0 95.0 
118.0 129.0 114.0 
102.0 96.0 124.0 
124.0 127.0 103.0 
120.0 99.0 103.0 
90.0 118.0 111.0 
120.0 120.0 114.0 
111.0 111.0 113.0 
130.0 101.0 103.0 
129.0 106.0 106.0 
111.0 120.0 108.0 
89.0 96.0 109.0 
116.0 92.0 123.0 
97.0 91.0 127.0 
104.0 120.0 118.0 
122.0 116.0 106.0 
99.0 106.0 121.0 
107.0 103.0 109.0 
101.0 116.0 114.0 
115.0 130.0 112.0 
100.0 105.0 104.0 
98.0 115.0 100.0 
110.0 107.0 108.0 
131.0 111.0 103.0 
112.0 137.0 112.0 
95.0 105.0 90.0 
122.0 113.0 96.0 
144.0 102.0 116.0 
91.0 93.0 93.0 
112.0 92.0 118.0 
114.0 125.0 112.0 
141.0 115.0 115.0 
110.0 108.0 111.0 
117.0 105.0 116.0 
115.0 114.0 104.0 
117.0 96.0 104.0 
108.0 129.0 122.0 
100.0 119.0 115.0 
108.0 102.0 122.0 
112.0 107.0 112.0 
140.0 103.0 106.0 
108.0 88.0 126.0 
120.0 111.0 127.0 
99.0 96.0 120.0 
127.0 131.0 105.0 
108.0 94.0 102.0 
124.0 110.0 120.0 
116.0 105.0 97.0 
106.0 114.0 113.0 
113.0 98.0 121.0 
99.0 114.0 121.0 
116.0 128.0 97.0 
96.0 119.0 105.0 
111.0 114.0 111.0 
127.0 108.0 98.0 
125.0 114.0 99.0 
120.0 105.0 103.0 
101.0 128.0 114.0 
127.0 108.0 113.0 
94.0 114.0 96.0 
117.0 103.0 109.0 
104.0 131.0 97.0 
90.0 90.0 103.0 
96.0 103.0 107.0 
107.0 115.0 99.0 
113.0 113.0 116.0 
109.0 112.0 100.0 
130.0 106.0 134.0 
100.0 125.0 105.0 
124.0 108.0 100.0 
123.0 106.0 114.0 
121.0 100.0 127.0 
108.0 122.0 119.0 
115.0 125.0 112.0 
109.0 114.0 107.0 
110.0 119.0 118.0 
122.0 113.0 110.0 
108.0 120.0 128.0 
118.0 122.0 134.0 
118.0 138.0 132.0 
131.0 106.0 111.0 
112.0 117.0 117.0 

Icoords
50.998 21.0079
22.1694 71.2878
92.9649 56.2387
20.7195 30.6079
69.9195 51.3145
10.6581 16.4688
19.5824 56.0234
60.4238 75.249
41.4128 17.4508
99.0806 27.3725
97.7514 63.4386
59.0975 45.7718
56.4305 26.6654
9.9455 10.705
56.7906 75.0084
28.8735 54.8452
69.1219 35.3849
90.3027 59.0485
83.1168 9.3152
21.7348 85.4051
38.9239 17.8185
89.138 81.2903
34.2872 24.9298
12.491 66.1169
57.1911 48.1248
60.2751 87.8972
61.2749 93.5027
70.06 11.722
1.8618 41.0549
60.3852 61.3085
20.4687 41.7474
90.2726 12.9193
64.8039 58.1095
94.6436 6.5469
97.7949 11.6448
36.8339 99.6993
97.1979 11.6414
26.5391 21.8203
33.9409 39.4095
54.3665 13.9089
50.0469 77.6333
61.7622 38.3085
76.2565 18.2302
8.2874 93.7864
26.5228 56.9258
30.6423 54.7339
99.5472 96.0273
31.1823 90.6817
83.4498 49.95
36.3078 16.1928
55.5084 6.8574
71.7001 64.37
87.2567 98.2033
61.9844 93.9562
63.3069 17.3086
76.0809 71.4178
43.0718 48.0972
93.5996 72.7171
19.8652 61.0393
57.6499 94.1293
60.5199 5.1912
42.1053 31.8683
28.9754 7.1738
76.2199 98.7126
77.0791 37.3255
72.822 78.7156
35.6405 87.9709
2.7265 15.3181
15.7582 51.231
58.1799 99.8399
52.3582 40.2921
50.6416 66.4292
9.2107 18.0232
47.3354 19.3722
93.8187 5.0066
78.0994 63.7947
84.4366 14.7507
16.9437 41.4735
36.7094 63.1618
99.9331 28.06
2.5317 66.2662
56.1314 70.7057
40.9424 40.441
22.6382 43.104
57.1094 7.0468
22.6098 28.5642
51.7452 69.1064
48.3594 73.911
